"matchday","homeTeamName","homeTeamId","awayTeamName","awayTeamId","FTHG","FTAG","FTR","date","UTCtime","status"
1,"Olympique Lyonnais",523,"AC Ajaccio",510,2,1,"H","2022-08-05","19:00:00","FINISHED"
1,"RC Strasbourg Alsace",576,"AS Monaco FC",548,1,2,"A","2022-08-06","15:00:00","FINISHED"
1,"Clermont Foot 63",541,"Paris Saint-Germain FC",524,0,5,"A","2022-08-06","19:00:00","FINISHED"
1,"Toulouse FC",511,"OGC Nice",522,1,1,"D","2022-08-07","11:00:00","FINISHED"
1,"Racing Club de Lens",546,"Stade Brestois 29",512,3,2,"H","2022-08-07","13:00:00","FINISHED"
1,"Montpellier HSC",518,"ES Troyes AC",531,3,2,"H","2022-08-07","13:00:00","FINISHED"
1,"Lille OSC",521,"AJ Auxerre",519,4,1,"H","2022-08-07","13:00:00","FINISHED"
1,"Angers SCO",532,"FC Nantes",543,0,0,"D","2022-08-07","13:00:00","FINISHED"
1,"Stade Rennais FC 1901",529,"FC Lorient",525,0,1,"A","2022-08-07","15:05:00","FINISHED"
1,"Olympique de Marseille",516,"Stade de Reims",547,4,1,"H","2022-08-07","18:45:00","FINISHED"
2,"FC Nantes",543,"Lille OSC",521,1,1,"D","2022-08-12","19:00:00","FINISHED"
2,"AS Monaco FC",548,"Stade Rennais FC 1901",529,1,1,"D","2022-08-13","15:00:00","FINISHED"
2,"Paris Saint-Germain FC",524,"Montpellier HSC",518,5,2,"H","2022-08-13","19:00:00","FINISHED"
2,"ES Troyes AC",531,"Toulouse FC",511,0,3,"A","2022-08-14","13:00:00","FINISHED"
2,"Stade de Reims",547,"Clermont Foot 63",541,2,4,"A","2022-08-14","13:00:00","FINISHED"
2,"AJ Auxerre",519,"Angers SCO",532,2,2,"D","2022-08-14","13:00:00","FINISHED"
2,"AC Ajaccio",510,"Racing Club de Lens",546,0,0,"D","2022-08-14","13:00:00","FINISHED"
2,"OGC Nice",522,"RC Strasbourg Alsace",576,1,1,"D","2022-08-14","15:05:00","FINISHED"
2,"Stade Brestois 29",512,"Olympique de Marseille",516,1,1,"D","2022-08-14","18:45:00","FINISHED"
3,"Olympique Lyonnais",523,"ES Troyes AC",531,4,1,"H","2022-08-19","19:00:00","FINISHED"
3,"AS Monaco FC",548,"Racing Club de Lens",546,1,4,"A","2022-08-20","15:00:00","FINISHED"
3,"Olympique de Marseille",516,"FC Nantes",543,2,1,"H","2022-08-20","19:00:00","FINISHED"
3,"RC Strasbourg Alsace",576,"Stade de Reims",547,1,1,"D","2022-08-21","11:00:00","FINISHED"
