"fdo_id","fdo_name","short_name","abbrev","sky_name","BBC_name","deduction"
510,"AC Ajaccio","AC Ajaccio","ACA",NA,NA,0
511,"Toulouse FC","Toulouse","TOU",NA,NA,0
512,"Stade Brestois 29","Brest","BRE",NA,NA,0
516,"Olympique de Marseille","Marseille","MAR",NA,NA,0
518,"Montpellier HSC","Montpellier","MON",NA,NA,0
519,"AJ Auxerre","Auxerre","AJA",NA,NA,0
521,"Lille OSC","Lille","LIL",NA,NA,0
522,"OGC Nice","Nice","NIC",NA,NA,0
523,"Olympique Lyonnais","Olympique Lyon","LYO",NA,NA,0
524,"Paris Saint-Germain FC","PSG","PSG",NA,NA,0
525,"FC Lorient","Lorient","FCL",NA,NA,0
529,"Stade Rennais FC 1901","Stade Rennais","REN",NA,NA,0
531,"ES Troyes AC","Troyes","ETR",NA,NA,0
532,"Angers SCO","Angers SCO","ANG",NA,NA,0
541,"Clermont Foot 63","Clermont Foot","CLF",NA,NA,0
543,"FC Nantes","Nantes","NAN",NA,NA,0
546,"Racing Club de Lens","RC Lens","RCL",NA,NA,0
547,"Stade de Reims","Stade de Reims","SDR",NA,NA,0
548,"AS Monaco FC","Monaco","ASM",NA,NA,0
576,"RC Strasbourg Alsace","Strasbourg","RC ",NA,NA,0
