fdo_id,fdo_name,short_name,abbrev,sky_name,BBC_name,deduction
77,Athletic Club,Athletic Bilbao,Bil,Athletic Bilbao,Ath Bilbao,0
78,Club Atlético de Madrid,Atlético Madrid,Atl,Atletico Madrid,Atl Madrid,0
79,CA Osasuna,Osasuna,Osa,Osasuna,Osasuna,0
81,FC Barcelona,Barcelona,Bar,Barcelona,Barcelona,0
82,Getafe CF,Getafe,Get,Getafe,Getafe,0
83,Granada CF,Granada,Gra,Granada,Granada,0
86,Real Madrid CF,Real Madrid,RMa,Real Madrid,Real Madrid,0
88,Levante UD,Levante,Lev,Levante,Levante,0
90,Real Betis Balompié,Real Betis,Bet,Real Betis,Real Betis,0
92,Real Sociedad de Fútbol,Real Sociedad,RSo,Real Sociedad,Real Sociedad,0
94,Villarreal CF,Villarreal,Vil,Villarreal,Villarreal,0
95,Valencia CF,Valencia,Val,Valencia,Valencia,0
250,Real Valladolid CF,Valladolid,RVd,Real Valladolid,Real Valladolid,0
263,Deportivo Alavés,Alavés,Ala,Alaves,Alavés,0
264,Cádiz CF,Cádiz CF,Cad,NA,Cádiz,0
278,SD Eibar,Eibar,Eib,Eibar,Eibar,0
285,Elche CF,Elche,Elc,NA,Elche,0
299,SD Huesca,Huesca,Hue,NA,Huesca,0
558,RC Celta de Vigo,Celta Vigo,Cel,Celta Vigo,Celta Vigo,0
559,Sevilla FC,Sevilla,Sev,Sevilla,Sevilla,0
