"matchday","homeTeamName","homeTeamId","awayTeamName","awayTeamId","FTHG","FTAG","FTR","date","UTCtime","status"
1,"UC Sampdoria",584,"Atalanta BC",102,0,2,"A","2022-08-13","16:30:00","FINISHED"
1,"AC Milan",98,"Udinese Calcio",115,4,2,"H","2022-08-13","16:30:00","FINISHED"
1,"US Lecce",5890,"FC Internazionale Milano",108,1,2,"A","2022-08-13","18:45:00","FINISHED"
1,"AC Monza",5911,"Torino FC",586,1,2,"A","2022-08-13","18:45:00","FINISHED"
1,"ACF Fiorentina",99,"US Cremonese",457,3,2,"H","2022-08-14","16:30:00","FINISHED"
1,"SS Lazio",110,"Bologna FC 1909",103,2,1,"H","2022-08-14","16:30:00","FINISHED"
1,"US Salernitana 1919",455,"AS Roma",100,0,1,"A","2022-08-14","18:45:00","FINISHED"
1,"Spezia Calcio",488,"Empoli FC",445,1,0,"H","2022-08-14","18:45:00","FINISHED"
1,"Hellas Verona FC",450,"SSC Napoli",113,2,5,"A","2022-08-15","16:30:00","FINISHED"
1,"Juventus FC",109,"US Sassuolo Calcio",471,3,0,"H","2022-08-15","18:45:00","FINISHED"
2,"Udinese Calcio",115,"US Salernitana 1919",455,0,0,"D","2022-08-20","16:30:00","FINISHED"
2,"Torino FC",586,"SS Lazio",110,0,0,"D","2022-08-20","16:30:00","FINISHED"
2,"US Sassuolo Calcio",471,"US Lecce",5890,1,0,"H","2022-08-20","18:45:00","FINISHED"
2,"FC Internazionale Milano",108,"Spezia Calcio",488,3,0,"H","2022-08-20","18:45:00","FINISHED"
2,"SSC Napoli",113,"AC Monza",5911,4,0,"H","2022-08-21","16:30:00","FINISHED"
2,"Empoli FC",445,"ACF Fiorentina",99,0,0,"D","2022-08-21","16:30:00","FINISHED"
2,"Bologna FC 1909",103,"Hellas Verona FC",450,1,1,"D","2022-08-21","18:45:00","FINISHED"
2,"Atalanta BC",102,"AC Milan",98,1,1,"D","2022-08-21","18:45:00","FINISHED"
2,"AS Roma",100,"US Cremonese",457,1,0,"H","2022-08-22","16:30:00","FINISHED"
2,"UC Sampdoria",584,"Juventus FC",109,0,0,"D","2022-08-22","18:45:00","FINISHED"
3,"AC Monza",5911,"Udinese Calcio",115,1,2,"A","2022-08-26","16:30:00","FINISHED"
3,"SS Lazio",110,"FC Internazionale Milano",108,3,1,"H","2022-08-26","18:45:00","FINISHED"
3,"Juventus FC",109,"AS Roma",100,1,1,"D","2022-08-27","16:30:00","FINISHED"
3,"US Cremonese",457,"Torino FC",586,1,2,"A","2022-08-27","16:30:00","FINISHED"
