"","HA","vs","played","Pts","GD","GS","ePts","sched","cumulative"
"1","H","Lei","yes",1,0,1,"1.20","-0.26","-0.26"
"2","A","Bre","yes",1,0,2,"0.97","-0.02","-0.27"
"3","H","Fbg","yes",0,-1,0,"0.79","0.17","-0.10"
"4","A","Kln","yes",1,0,0,"0.81","0.16","0.05"
"5","H","Sch","yes",1,0,1,"2.06","-1.16","-1.11"
"6","A","Mun","yes",1,0,2,"0.26","0.72","-0.38"
"7","H","Fra","yes",0,-2,1,"0.78","0.19","-0.20"
"8","A","Wol","yes",0,-1,2,"0.75","0.22","0.02"
"9","H","UnB","yes",0,-1,0,"1.08","-0.14","-0.11"
"10","H","Boc","yes",3,3,4,"1.92","-1.01","-1.13"
"11","A","Dor","yes",0,-5,0,"0.39","0.59","-0.53"
"12","H","Aug","yes",3,1,2,"1.21","-0.27","-0.80"
"13","A","BMg","yes",0,-2,1,"0.42","0.56","-0.24"
"14","H","Her","yes",3,1,2,"1.71","-0.79","-1.03"
"15","A","Lev","yes",0,-2,0,"0.82","0.14","-0.89"
"16","H","Mai","no",NA,NA,NA,"1.03","-0.08","-0.97"
"17","A","Hof","no",NA,NA,NA,"0.79","0.18","-0.79"
"18","A","Lei","no",NA,NA,NA,"0.23","0.76","-0.03"
"19","H","Bre","no",NA,NA,NA,"0.86","0.10","0.07"
"20","A","Fbg","no",NA,NA,NA,"0.43","0.55","0.62"
"21","H","Kln","no",NA,NA,NA,"1.46","-0.53","0.09"
"22","A","Sch","no",NA,NA,NA,"1.24","-0.30","-0.21"
"23","H","Mun","no",NA,NA,NA,"0.52","0.45","0.24"
"24","A","Fra","no",NA,NA,NA,"0.56","0.41","0.65"
"25","H","Wol","no",NA,NA,NA,"0.96","-0.01","0.64"
"26","A","UnB","no",NA,NA,NA,"0.30","0.69","1.33"
"27","A","Boc","no",NA,NA,NA,"0.74","0.22","1.55"
"28","H","Dor","no",NA,NA,NA,"0.99","-0.04","1.52"
"29","A","Aug","no",NA,NA,NA,"1.28","-0.35","1.17"
"30","H","BMg","no",NA,NA,NA,"1.56","-0.64","0.53"
"31","A","Her","no",NA,NA,NA,"0.88","0.08","0.61"
"32","H","Lev","no",NA,NA,NA,"1.20","-0.26","0.35"
"33","A","Mai","no",NA,NA,NA,"1.00","-0.05","0.30"
"34","H","Hof","no",NA,NA,NA,"1.24","-0.30","0.00"
