"","HA","vs","played","Pts","GD","GS","ePts","sched","cumulative"
"1","H","Lev","yes",3,1,1,"2.41","-0.16","-0.16"
"2","A","Fbg","yes",3,2,3,"1.28","0.39","0.23"
"3","H","Bre","yes",0,-1,2,"2.54","-0.22","0.02"
"4","A","Her","yes",3,1,1,"2.02","0.03","0.05"
"5","H","Hof","yes",3,1,1,"2.68","-0.28","-0.24"
"6","A","Lei","yes",0,-3,0,"0.81","0.61","0.38"
"7","H","Sch","yes",3,1,1,"2.73","-0.31","0.07"
"8","A","Kln","yes",0,-1,2,"1.91","0.09","0.16"
"9","H","Mun","yes",1,0,2,"1.96","0.06","0.22"
"10","A","UnB","yes",0,-2,0,"0.95","0.55","0.76"
"11","H","Stu","yes",3,5,5,"2.70","-0.30","0.47"
"12","A","Fra","yes",3,1,2,"1.41","0.33","0.80"
"13","H","Boc","yes",3,3,3,"2.76","-0.32","0.47"
"14","A","Wol","yes",0,-2,0,"1.80","0.14","0.61"
"15","A","BMg","yes",0,-2,2,"1.35","0.35","0.97"
"16","H","Aug","yes",3,1,4,"2.70","-0.30","0.67"
"17","A","Mai","yes",3,1,2,"1.85","0.11","0.78"
"18","A","Lev","yes",3,2,2,"1.69","0.19","0.97"
"19","H","Fbg","yes",3,4,5,"2.34","-0.12","0.86"
"20","A","Bre","yes",3,2,2,"2.19","-0.05","0.81"
"21","H","Her","yes",3,3,4,"2.79","-0.33","0.47"
"22","A","Hof","yes",3,1,1,"1.92","0.08","0.56"
"23","H","Lei","yes",3,1,2,"2.33","-0.12","0.44"
"24","A","Sch","yes",1,0,2,"2.07","0.01","0.45"
"25","H","Kln","yes",3,5,6,"2.54","-0.21","0.24"
"26","A","Mun","yes",0,-2,2,"1.01","0.52","0.75"
"27","H","UnB","yes",3,1,2,"2.40","-0.15","0.60"
"28","A","Stu","yes",1,0,3,"2.02","0.03","0.64"
"29","H","Fra","yes",3,4,4,"2.56","-0.23","0.41"
"30","A","Boc","yes",1,0,1,"1.76","0.16","0.57"
"31","H","Wol","yes",3,6,6,"2.38","-0.14","0.43"
"32","H","BMg","yes",3,3,5,"2.74","-0.31","0.11"
"33","A","Aug","yes",3,3,3,"1.97","0.06","0.17"
"34","H","Mai","yes",1,0,2,"2.45","-0.17","0.00"
