"","HA","vs","played","Pts","GD","GS","ePts","sched","cumulative"
"1","H","Hof","yes",3,2,3,"1.83","-0.29","-0.29"
"2","A","Sch","yes",1,0,2,"1.76","-0.24","-0.53"
"3","H","Her","yes",3,1,1,"2.16","-0.52","-1.05"
"4","A","Mun","yes",1,0,1,"0.46","0.68","-0.37"
"5","H","Mai","yes",0,-1,0,"1.47","-0.04","-0.41"
"6","A","Fbg","yes",1,0,0,"0.60","0.57","0.17"
"7","H","Lei","yes",3,3,3,"2.24","-0.58","-0.41"
"8","A","Bre","yes",0,-4,1,"1.12","0.21","-0.20"
"9","H","Kln","yes",3,3,5,"1.95","-0.37","-0.57"
"10","A","Wol","yes",1,0,2,"1.21","0.15","-0.43"
"11","H","Fra","yes",0,-2,1,"1.46","-0.03","-0.45"
"12","A","UnB","yes",0,-1,1,"0.32","0.77","0.32"
"13","H","Stu","yes",3,2,3,"2.27","-0.60","-0.28"
"14","A","Boc","no",NA,NA,NA,"1.08","0.24","-0.04"
"15","H","Dor","no",NA,NA,NA,"1.39","0.02","-0.01"
"16","H","Lev","no",NA,NA,NA,"2.17","-0.53","-0.55"
"17","A","Aug","no",NA,NA,NA,"1.33","0.06","-0.48"
"18","A","Hof","no",NA,NA,NA,"0.75","0.47","-0.01"
"19","H","Sch","no",NA,NA,NA,"2.52","-0.78","-0.79"
"20","A","Her","no",NA,NA,NA,"1.18","0.17","-0.62"
"21","H","Mun","no",NA,NA,NA,"1.22","0.14","-0.48"
"22","A","Mai","no",NA,NA,NA,"1.16","0.18","-0.29"
"23","H","Fbg","no",NA,NA,NA,"1.40","0.01","-0.28"
"24","A","Lei","no",NA,NA,NA,"0.44","0.69","0.41"
"25","H","Bre","no",NA,NA,NA,"1.47","-0.04","0.37"
"26","A","Kln","no",NA,NA,NA,"0.81","0.43","0.80"
"27","H","Wol","no",NA,NA,NA,"2.05","-0.45","0.36"
"28","A","Fra","no",NA,NA,NA,"0.90","0.37","0.72"
"29","H","UnB","no",NA,NA,NA,"1.61","-0.13","0.59"
"30","A","Stu","no",NA,NA,NA,"1.38","0.03","0.62"
"31","H","Boc","no",NA,NA,NA,"2.62","-0.84","-0.23"
"32","A","Dor","no",NA,NA,NA,"0.55","0.61","0.38"
"33","A","Lev","no",NA,NA,NA,"1.46","-0.03","0.36"
"34","H","Aug","no",NA,NA,NA,"1.93","-0.36","0.00"
