"","HA","vs","played","Pts","GD","GS","ePts","sched","cumulative"
"1","H","Mil","yes",0,-1,1,"0.19","0.64","0.64"
"2","A","Por","yes",3,1,2,"1.16","-1.27","-0.64"
"3","H","Mid","yes",0,-1,1,"0.18","0.65","0.01"
"4","A","Bbn","yes",3,2,2,"1.50","-1.93","-1.92"
"5","A","Cov","yes",1,0,1,"0.25","0.51","-1.41"
"6","H","Wre","yes",0,-1,2,"0.22","0.56","-0.85"
"7","A","Sto","yes",1,0,1,"0.44","0.14","-0.72"
"8","H","WBA","yes",0,-1,0,"0.20","0.61","-0.11"
"9","A","Ips","yes",0,-2,1,"0.60","-0.18","-0.29"
"10","H","Bri","yes",0,-1,0,"0.17","0.67","0.38"
"11","A","Der","yes",0,-1,0,"0.65","-0.27","0.11"
"12","A","Swa","yes",0,-1,1,"1.10","-1.15","-1.04"
"13","H","Hul","yes",0,-2,0,"0.22","0.57","-0.47"
"14","A","ShW","yes",1,0,1,"1.92","-2.76","-3.23"
"15","H","Lei","yes",0,-1,1,"0.20","0.61","-2.61"
"16","A","Bir","no",NA,NA,NA,"0.52","-0.01","-2.63"
"17","H","Oxf","no",NA,NA,NA,"0.36","0.30","-2.33"
"18","H","QPR","no",NA,NA,NA,"0.23","0.56","-1.77"
"19","A","Wat","no",NA,NA,NA,"0.39","0.25","-1.53"
"20","A","ShU","no",NA,NA,NA,"1.58","-2.09","-3.61"
"21","H","Sou","no",NA,NA,NA,"0.28","0.45","-3.16"
"22","A","PNE","no",NA,NA,NA,"0.38","0.26","-2.90"
"23","H","Cha","no",NA,NA,NA,"0.22","0.57","-2.33"
"24","H","Wat","no",NA,NA,NA,"0.57","-0.11","-2.44"
"25","A","QPR","no",NA,NA,NA,"0.90","-0.77","-3.21"
"26","H","Sto","no",NA,NA,NA,"0.16","0.69","-2.52"
"27","A","Wre","no",NA,NA,NA,"0.70","-0.37","-2.89"
"28","A","WBA","no",NA,NA,NA,"0.59","-0.16","-3.05"
"29","H","Cov","no",NA,NA,NA,"0.08","0.84","-2.21"
"30","A","Mid","no",NA,NA,NA,"0.27","0.48","-1.73"
"31","H","Bbn","no",NA,NA,NA,"0.10","0.80","-0.93"
"32","A","Oxf","no",NA,NA,NA,"1.18","-1.31","-2.25"
"33","H","Bir","no",NA,NA,NA,"0.24","0.52","-1.72"
"34","H","ShW","no",NA,NA,NA,"0.43","0.16","-1.56"
"35","A","Lei","no",NA,NA,NA,"0.68","-0.33","-1.89"
"36","A","Sou","no",NA,NA,NA,"0.91","-0.77","-2.66"
"37","H","ShU","no",NA,NA,NA,"0.43","0.15","-2.51"
"38","H","PNE","no",NA,NA,NA,"0.18","0.64","-1.87"
"39","A","Cha","no",NA,NA,NA,"0.47","0.08","-1.79"
"40","H","Por","no",NA,NA,NA,"0.34","0.34","-1.45"
"41","A","Mil","no",NA,NA,NA,"0.56","-0.09","-1.54"
"42","H","Ips","no",NA,NA,NA,"0.16","0.68","-0.86"
"43","A","Bri","no",NA,NA,NA,"0.73","-0.44","-1.29"
"44","H","Der","no",NA,NA,NA,"0.18","0.64","-0.65"
"45","H","Swa","no",NA,NA,NA,"0.28","0.45","-0.20"
"46","A","Hul","no",NA,NA,NA,"0.41","0.20","0.00"
