"","HA","vs","played","Pts","GD","GS","ePts","sched","cumulative"
"1","H","Bri","yes",0,-3,1,"1.33","-0.02","-0.02"
"2","A","Swa","yes",0,-1,0,"0.90","0.31","0.28"
"3","H","Mil","yes",0,-1,0,"0.95","0.27","0.56"
"4","A","Mid","yes",0,-1,0,"0.75","0.42","0.98"
"5","A","Ips","yes",0,-5,0,"0.59","0.55","1.53"
"6","H","Cha","yes",0,-1,0,"1.60","-0.22","1.30"
"7","A","Oxf","yes",3,1,1,"1.46","-0.12","1.18"
"8","H","Sou","yes",0,-1,1,"1.45","-0.11","1.07"
"9","A","Hul","yes",0,-1,0,"1.06","0.19","1.26"
"10","H","Wat","yes",3,1,1,"1.53","-0.18","1.08"
"11","A","Bbn","yes",3,2,3,"1.70","-0.31","0.78"
"12","A","PNE","yes",0,-1,2,"1.20","0.08","0.86"
"13","H","Der","yes",0,-2,1,"1.20","0.08","0.93"
"14","A","Cov","yes",0,-2,1,"0.35","0.73","1.66"
"15","H","QPR","yes",1,0,0,"1.59","-0.22","1.44"
"16","A","ShW","yes",3,3,3,"2.45","-0.88","0.56"
"17","H","Por","yes",3,3,3,"1.83","-0.41","0.15"
"18","A","Lei","yes",3,1,3,"1.30","0.00","0.15"
"19","H","Sto","yes",3,4,4,"1.49","-0.14","0.01"
"20","H","Nor","yes",1,0,1,"1.26","0.03","0.04"
"21","A","WBA","yes",0,-2,0,"1.35","-0.04","0.01"
"22","H","Bir","yes",3,3,3,"1.73","-0.33","-0.32"
"23","A","Wre","yes",0,-2,3,"1.10","0.16","-0.16"
"24","A","Sto","yes",3,1,2,"1.16","0.11","-0.05"
"25","H","Lei","yes",3,2,3,"1.56","-0.20","-0.25"
"26","A","Cha","yes",0,-1,0,"1.08","0.17","-0.08"
"27","A","Sou","yes",0,-1,0,"0.95","0.27","0.19"
"28","H","Ips","yes",3,2,3,"1.21","0.07","0.27"
"29","A","Mil","yes",1,0,1,"0.80","0.39","0.66"
"30","H","Oxf","yes",3,2,3,"1.79","-0.37","0.28"
"31","H","Mid","yes",0,-1,1,"0.92","0.29","0.57"
"32","A","Por","yes",3,1,1,"1.42","-0.09","0.49"
"33","H","ShW","yes",3,1,2,"2.40","-0.84","-0.36"
"34","H","Cov","yes",0,-1,1,"0.99","0.24","-0.12"
"35","A","QPR","yes",3,2,2,"1.20","0.08","-0.04"
"36","H","WBA","yes",1,0,1,"1.94","-0.49","-0.53"
"37","A","Nor","yes",0,-1,1,"1.41","-0.08","-0.61"
"38","A","Bir","no",NA,NA,NA,"0.84","0.36","-0.25"
"39","H","Wre","no",NA,NA,NA,"1.14","0.13","-0.13"
"40","H","Swa","no",NA,NA,NA,"1.69","-0.30","-0.42"
"41","A","Bri","no",NA,NA,NA,"1.31","-0.00","-0.43"
"42","H","Hul","no",NA,NA,NA,"0.84","0.36","-0.07"
"43","A","Wat","no",NA,NA,NA,"0.94","0.28","0.21"
"44","H","Bbn","no",NA,NA,NA,"1.55","-0.19","0.02"
"45","H","PNE","no",NA,NA,NA,"1.43","-0.10","-0.08"
"46","A","Der","no",NA,NA,NA,"1.19","0.08","-0.00"
