"","HA","vs","played","Pts","GD","GS","ePts","sched","cumulative"
"1","A","Lei","yes",0,-1,1,"0.52","-0.46","-0.46"
"2","H","Sto","yes",0,-3,0,"0.43","-0.21","-0.67"
"3","A","Wre","yes",1,0,2,"0.33","0.07","-0.60"
"4","H","Swa","yes",0,-2,0,"0.42","-0.20","-0.80"
"5","H","Bri","yes",0,-3,0,"0.28","0.21","-0.59"
"6","A","Por","yes",3,2,2,"0.45","-0.27","-0.86"
"7","H","QPR","yes",1,0,1,"0.38","-0.07","-0.93"
"8","A","Bir","yes",1,0,2,"0.27","0.24","-0.69"
"9","H","Cov","yes",0,-5,0,"0.20","0.43","-0.26"
"10","A","Cha","yes",0,-1,1,"0.43","-0.20","-0.47"
"11","H","Mid","yes",0,-1,0,"0.20","0.43","-0.04"
"12","H","Oxf","yes",0,-1,1,"0.54","-0.54","-0.58"
"13","A","WBA","yes",1,0,0,"0.40","-0.15","-0.72"
"14","H","Nor","yes",1,0,1,"0.22","0.36","-0.36"
"15","A","Sou","yes",0,-2,1,"0.22","0.39","0.03"
"16","H","ShU","yes",0,-3,0,"0.35","0.00","0.03"
"17","A","Mil","yes",0,-1,0,"0.27","0.24","0.27"
"18","H","PNE","yes",0,-1,2,"0.33","0.06","0.32"
"19","A","Wat","yes",1,0,1,"0.32","0.11","0.43"
"20","H","Der","yes",0,-3,0,"0.26","0.25","0.68"
"21","A","Ips","yes",0,-2,1,"0.18","0.50","1.18"
"22","H","Hul","yes",1,0,2,"0.21","0.40","1.59"
"23","H","Bbn","yes",1,0,0,"0.32","0.09","1.68"
"24","A","PNE","yes",0,-3,0,"0.42","-0.18","1.50"
"25","A","QPR","yes",0,-3,0,"0.35","0.02","1.52"
"26","H","Por","yes",0,-1,0,"0.47","-0.34","1.18"
"27","H","Bir","yes",0,-2,0,"0.50","-0.42","0.76"
"28","A","Bri","yes",0,-2,0,"0.47","-0.33","0.44"
"29","H","Wre","yes",0,-1,0,"0.26","0.26","0.70"
"30","A","Bbn","yes",0,-1,0,"0.66","-0.86","-0.16"
"31","A","Swa","yes",0,-4,0,"0.32","0.09","-0.07"
"32","H","Mil","yes",0,-1,1,"0.18","0.49","0.42"
"33","A","ShU","yes",0,-1,1,"0.38","-0.09","0.33"
"34","A","Nor","yes",0,-2,0,"0.49","-0.39","-0.06"
"35","H","Sou","yes",0,-2,1,"0.24","0.31","0.26"
"36","A","Der","yes",0,-1,1,"0.32","0.09","0.35"
"37","H","Wat","yes",1,0,1,"0.46","-0.30","0.05"
"38","H","Ips","yes",0,-2,0,"0.26","0.26","0.31"
"39","A","Hul","yes",0,-2,1,"0.34","0.03","0.35"
"40","A","Sto","yes",0,-2,0,"0.35","0.00","0.35"
"41","H","Lei","yes",1,0,1,"0.44","-0.26","0.09"
"42","A","Cov","yes",1,0,0,"0.13","0.62","0.71"
"43","H","Cha","yes",1,0,1,"0.43","-0.23","0.48"
"44","A","Mid","no",NA,NA,NA,"0.28","0.21","0.69"
"45","A","Oxf","no",NA,NA,NA,"0.48","-0.36","0.34"
"46","H","WBA","no",NA,NA,NA,"0.47","-0.34","0.00"
