"","HA","vs","played","Pts","GD","GS","ePts","sched","cumulative"
"1","A","Oxf","yes",3,1,1,"1.88","-0.73","-0.73"
"2","H","Nor","yes",0,-1,1,"0.64","0.41","-0.32"
"3","A","WBA","yes",1,0,1,"0.94","0.13","-0.19"
"4","H","PNE","yes",3,1,1,"0.86","0.21","0.02"
"5","A","Sou","yes",1,0,0,"0.94","0.14","0.16"
"6","H","ShW","yes",0,-2,0,"1.23","-0.13","0.03"
"7","A","Ips","yes",0,-1,1,"0.92","0.15","0.18"
"8","H","Wat","yes",1,0,2,"1.59","-0.47","-0.29"
"9","H","Mid","no",NA,NA,NA,"0.35","0.68","0.39"
"10","A","Lei","no",NA,NA,NA,"0.64","0.41","0.80"
"11","H","Cov","no",NA,NA,NA,"0.56","0.48","1.29"
"12","H","Sto","no",NA,NA,NA,"0.41","0.62","1.91"
"13","A","Bir","no",NA,NA,NA,"0.85","0.22","2.13"
"14","H","Wre","no",NA,NA,NA,"0.84","0.23","2.36"
"15","A","Hul","no",NA,NA,NA,"1.02","0.06","2.41"
"16","H","Mil","no",NA,NA,NA,"0.89","0.18","2.60"
"17","A","ShU","no",NA,NA,NA,"2.42","-1.23","1.37"
"18","H","Bri","no",NA,NA,NA,"0.85","0.22","1.59"
"19","A","Cha","no",NA,NA,NA,"0.96","0.12","1.71"
"20","A","Swa","no",NA,NA,NA,"1.30","-0.20","1.51"
"21","H","Bbn","no",NA,NA,NA,"0.96","0.12","1.63"
"22","A","Der","no",NA,NA,NA,"1.63","-0.50","1.12"
"23","H","QPR","no",NA,NA,NA,"1.16","-0.07","1.05"
"24","A","Bri","no",NA,NA,NA,"1.31","-0.21","0.85"
"25","H","Ips","no",NA,NA,NA,"1.11","-0.02","0.82"
"26","A","ShW","no",NA,NA,NA,"1.89","-0.74","0.08"
"27","A","Wat","no",NA,NA,NA,"1.14","-0.05","0.03"
"28","H","Sou","no",NA,NA,NA,"1.08","0.01","0.03"
"29","H","WBA","no",NA,NA,NA,"0.30","0.72","0.75"
"30","A","PNE","no",NA,NA,NA,"0.54","0.50","1.25"
"31","H","ShU","no",NA,NA,NA,"1.92","-0.77","0.49"
"32","A","Mil","no",NA,NA,NA,"1.36","-0.25","0.24"
"33","A","Wre","no",NA,NA,NA,"1.63","-0.50","-0.27"
"34","H","Hul","no",NA,NA,NA,"1.46","-0.35","-0.62"
"35","A","Bbn","no",NA,NA,NA,"2.02","-0.86","-1.48"
"36","H","Swa","no",NA,NA,NA,"0.92","0.15","-1.33"
"37","H","Der","no",NA,NA,NA,"1.05","0.04","-1.30"
"38","A","QPR","no",NA,NA,NA,"0.69","0.36","-0.93"
"39","A","Nor","no",NA,NA,NA,"1.88","-0.73","-1.66"
"40","H","Oxf","no",NA,NA,NA,"1.29","-0.19","-1.85"
"41","A","Mid","no",NA,NA,NA,"0.22","0.79","-1.06"
"42","H","Lei","no",NA,NA,NA,"0.80","0.26","-0.79"
"43","A","Cov","no",NA,NA,NA,"0.65","0.40","-0.39"
"44","A","Sto","no",NA,NA,NA,"0.53","0.51","0.12"
"45","H","Bir","no",NA,NA,NA,"1.12","-0.03","0.09"
"46","H","Cha","no",NA,NA,NA,"1.18","-0.09","0.00"
