"","HA","vs","played","Pts","GD","GS","ePts","sched","cumulative"
"1","A","Sto","yes",0,-2,1,"0.51","0.41","0.41"
"2","H","Cov","yes",0,-2,3,"0.31","0.64","1.05"
"3","H","Bri","yes",1,0,1,"0.55","0.37","1.42"
"4","A","Ips","yes",1,0,2,"0.56","0.36","1.78"
"5","A","WBA","yes",3,1,1,"0.65","0.26","2.04"
"6","H","PNE","yes",0,-1,0,"0.76","0.13","2.16"
"7","A","Wre","yes",1,0,1,"1.60","-0.83","1.33"
"8","H","Cha","yes",1,0,1,"0.96","-0.09","1.24"
"9","H","Sou","yes",1,0,1,"0.84","0.04","1.28"
"10","A","Oxf","yes",0,-1,0,"1.25","-0.43","0.85"
"11","H","Nor","no",NA,NA,NA,"0.59","0.32","1.18"
"12","H","QPR","no",NA,NA,NA,"0.74","0.15","1.33"
"13","A","ShU","no",NA,NA,NA,"1.72","-0.97","0.36"
"14","H","Hul","no",NA,NA,NA,"0.82","0.07","0.42"
"15","A","Bbn","no",NA,NA,NA,"1.76","-1.01","-0.59"
"16","H","Wat","no",NA,NA,NA,"1.46","-0.67","-1.26"
"17","A","Swa","no",NA,NA,NA,"1.12","-0.28","-1.54"
"18","A","Mid","no",NA,NA,NA,"0.24","0.72","-0.82"
"19","H","Lei","no",NA,NA,NA,"0.44","0.50","-0.32"
"20","H","Mil","no",NA,NA,NA,"0.39","0.56","0.24"
"21","A","ShW","no",NA,NA,NA,"1.86","-1.12","-0.89"
"22","H","Por","no",NA,NA,NA,"0.70","0.20","-0.69"
"23","A","Bir","no",NA,NA,NA,"1.02","-0.17","-0.86"
"24","H","Mid","no",NA,NA,NA,"0.44","0.50","-0.36"
"25","H","Wre","no",NA,NA,NA,"0.80","0.08","-0.28"
"26","A","PNE","no",NA,NA,NA,"0.40","0.54","0.26"
"27","A","Cha","no",NA,NA,NA,"0.58","0.34","0.60"
"28","H","WBA","no",NA,NA,NA,"0.41","0.53","1.13"
"29","A","Bri","no",NA,NA,NA,"1.23","-0.41","0.72"
"30","H","Ips","no",NA,NA,NA,"0.99","-0.13","0.60"
"31","H","Swa","no",NA,NA,NA,"0.84","0.04","0.64"
"32","A","Wat","no",NA,NA,NA,"0.70","0.20","0.84"
"33","A","Hul","no",NA,NA,NA,"0.68","0.22","1.06"
"34","H","Bbn","no",NA,NA,NA,"0.69","0.21","1.28"
"35","H","ShW","no",NA,NA,NA,"1.17","-0.34","0.93"
"36","A","Mil","no",NA,NA,NA,"0.79","0.10","1.03"
"37","A","Por","no",NA,NA,NA,"0.95","-0.08","0.95"
"38","H","Bir","no",NA,NA,NA,"1.10","-0.26","0.69"
"39","A","Cov","no",NA,NA,NA,"0.38","0.56","1.25"
"40","H","Sto","no",NA,NA,NA,"0.53","0.39","1.65"
"41","A","Sou","no",NA,NA,NA,"0.96","-0.10","1.55"
"42","H","Oxf","no",NA,NA,NA,"1.09","-0.24","1.31"
"43","A","Nor","no",NA,NA,NA,"1.96","-1.24","0.07"
"44","A","QPR","no",NA,NA,NA,"0.74","0.15","0.22"
"45","H","ShU","no",NA,NA,NA,"1.35","-0.54","-0.33"
"46","A","Lei","no",NA,NA,NA,"0.59","0.33","0.00"
