"","HA","vs","played","Pts","GD","GS","ePts","sched","cumulative"
"1","A","Bir","yes",1,0,1,"0.99","0.38","0.38"
"2","H","Sou","yes",1,0,1,"2.04","-0.27","0.10"
"3","A","PNE","yes",0,-1,0,"0.99","0.38","0.49"
"4","H","Der","yes",1,0,2,"1.60","-0.00","0.48"
"5","H","ShU","yes",3,5,5,"2.04","-0.27","0.21"
"6","H","Por","yes",3,1,2,"2.27","-0.42","-0.21"
"7","A","Bri","yes",1,0,1,"1.43","0.11","-0.11"
"8","H","Nor","yes",3,2,3,"2.29","-0.43","-0.54"
"9","A","Mid","yes",0,-1,1,"0.59","0.63","0.09"
"10","H","Cha","yes",0,-3,0,"2.00","-0.25","-0.16"
"11","H","WBA","yes",3,1,1,"2.01","-0.26","-0.42"
"12","A","QPR","yes",3,3,4,"1.16","0.27","-0.15"
"13","H","Wat","yes",1,0,1,"2.19","-0.37","-0.52"
"14","A","Swa","yes",3,3,4,"1.42","0.11","-0.41"
"15","H","Wre","yes",1,0,0,"1.95","-0.22","-0.63"
"16","A","Hul","yes",3,2,2,"0.99","0.38","-0.25"
"17","A","Oxf","yes",0,-1,1,"1.68","-0.05","-0.30"
"18","A","Bbn","yes",1,0,1,"2.18","-0.37","-0.67"
"19","H","Cov","yes",3,3,3,"1.10","0.31","-0.35"
"20","H","Sto","yes",3,1,1,"1.91","-0.20","-0.55"
"21","A","Lei","yes",0,-2,1,"1.17","0.27","-0.28"
"22","H","ShW","no",NA,NA,NA,"2.30","-0.44","-0.72"
"23","A","Mil","no",NA,NA,NA,"1.01","0.37","-0.35"
"24","A","Cov","no",NA,NA,NA,"0.37","0.77","0.42"
"25","H","Oxf","no",NA,NA,NA,"2.36","-0.48","-0.06"
"26","A","Por","no",NA,NA,NA,"1.47","0.08","0.02"
"27","H","Bbn","no",NA,NA,NA,"1.46","0.09","0.11"
"28","H","Bri","no",NA,NA,NA,"1.72","-0.08","0.03"
"29","A","ShU","no",NA,NA,NA,"1.73","-0.09","-0.06"
"30","H","PNE","no",NA,NA,NA,"1.55","0.03","-0.03"
"31","A","Der","no",NA,NA,NA,"1.48","0.07","0.05"
"32","H","Hul","no",NA,NA,NA,"1.58","0.01","0.06"
"33","A","Wre","no",NA,NA,NA,"1.29","0.19","0.25"
"34","A","Wat","no",NA,NA,NA,"0.90","0.44","0.69"
"35","H","Swa","no",NA,NA,NA,"2.27","-0.42","0.26"
"36","H","Lei","no",NA,NA,NA,"1.77","-0.11","0.16"
"37","A","Sto","no",NA,NA,NA,"0.95","0.40","0.56"
"38","A","ShW","no",NA,NA,NA,"2.55","-0.60","-0.04"
"39","H","Mil","no",NA,NA,NA,"1.68","-0.05","-0.09"
"40","A","Sou","no",NA,NA,NA,"1.14","0.29","0.20"
"41","H","Bir","no",NA,NA,NA,"2.14","-0.34","-0.14"
"42","A","Nor","no",NA,NA,NA,"2.03","-0.27","-0.41"
"43","H","Mid","no",NA,NA,NA,"1.41","0.12","-0.29"
"44","A","Cha","no",NA,NA,NA,"1.30","0.19","-0.10"
"45","A","WBA","no",NA,NA,NA,"1.06","0.33","0.23"
"46","H","QPR","no",NA,NA,NA,"1.97","-0.23","-0.00"
