"","HA","vs","played","Pts","GD","GS","ePts","sched","cumulative"
"1","H","PNE","yes",1,0,1,"1.39","-0.03","-0.03"
"2","A","Wat","yes",0,-1,1,"0.75","0.45","0.42"
"3","A","Cov","yes",0,-6,1,"0.33","0.75","1.18"
"4","H","Cha","yes",3,2,3,"2.01","-0.48","0.70"
"5","A","Wre","yes",3,2,3,"1.03","0.24","0.94"
"6","H","Sto","yes",3,1,1,"1.48","-0.09","0.84"
"7","A","ShW","yes",1,0,1,"2.35","-0.74","0.11"
"8","H","Oxf","yes",1,0,0,"2.22","-0.64","-0.53"
"9","A","Bri","yes",3,1,2,"1.08","0.20","-0.33"
"10","H","Mil","yes",0,-1,1,"1.43","-0.05","-0.39"
"11","A","Swa","yes",3,1,1,"0.96","0.29","-0.10"
"12","A","Der","yes",0,-1,0,"1.19","0.12","0.02"
"13","H","Ips","yes",0,-3,1,"1.33","0.02","0.04"
"14","H","Sou","yes",0,-1,1,"1.87","-0.38","-0.34"
"15","A","ShU","yes",1,0,0,"1.18","0.13","-0.21"
"16","H","Hul","yes",3,1,3,"1.09","0.20","-0.01"
"17","A","Bbn","yes",3,1,1,"1.77","-0.31","-0.32"
"18","A","Nor","yes",0,-2,1,"1.73","-0.28","-0.60"
"19","H","WBA","yes",3,2,3,"2.02","-0.49","-1.09"
"20","H","Bir","yes",3,1,2,"2.01","-0.48","-1.57"
"21","A","Mid","yes",0,-2,1,"0.57","0.58","-0.99"
"22","H","Lei","yes",3,3,4,"1.74","-0.28","-1.27"
"23","A","Por","yes",1,0,1,"1.13","0.17","-1.11"
"24","A","WBA","yes",0,-1,1,"1.11","0.18","-0.93"
"25","H","Nor","yes",0,-1,1,"1.58","-0.17","-1.10"
"26","H","ShW","yes",3,3,3,"2.25","-0.66","-1.76"
"27","A","Sto","yes",1,0,0,"1.00","0.26","-1.50"
"28","A","Oxf","yes",1,0,0,"1.43","-0.06","-1.55"
"29","H","Wre","no",NA,NA,NA,"1.51","-0.11","-1.67"
"30","H","Cov","no",NA,NA,NA,"1.12","0.17","-1.50"
"31","A","Cha","no",NA,NA,NA,"1.04","0.23","-1.27"
"32","H","Bbn","no",NA,NA,NA,"1.54","-0.14","-1.40"
"33","A","Hul","no",NA,NA,NA,"0.84","0.38","-1.02"
"34","A","Sou","no",NA,NA,NA,"0.96","0.29","-0.74"
"35","H","ShU","no",NA,NA,NA,"1.84","-0.36","-1.10"
"36","H","Mid","no",NA,NA,NA,"1.25","0.07","-1.02"
"37","A","Bir","no",NA,NA,NA,"0.70","0.48","-0.54"
"38","A","Lei","no",NA,NA,NA,"0.90","0.34","-0.20"
"39","H","Por","no",NA,NA,NA,"2.00","-0.47","-0.68"
"40","H","Wat","no",NA,NA,NA,"1.61","-0.19","-0.87"
"41","A","PNE","no",NA,NA,NA,"0.97","0.28","-0.59"
"42","H","Bri","no",NA,NA,NA,"1.54","-0.14","-0.72"
"43","A","Mil","no",NA,NA,NA,"0.72","0.47","-0.25"
"44","H","Swa","no",NA,NA,NA,"1.99","-0.47","-0.73"
"45","H","Der","no",NA,NA,NA,"1.22","0.10","-0.63"
"46","A","Ips","no",NA,NA,NA,"0.50","0.63","0.00"
