"","HA","vs","played","Pts","GD","GS","ePts","sched","cumulative"
"1","A","Mid","yes",0,-1,0,"0.82","0.41","0.41"
"2","H","ShU","yes",3,1,1,"1.64","-0.18","0.23"
"3","H","Wat","yes",1,0,1,"2.00","-0.44","-0.21"
"4","A","ShW","yes",3,2,2,"2.23","-0.60","-0.81"
"5","H","Hul","yes",1,0,2,"1.38","0.00","-0.80"
"6","A","Bir","yes",0,-1,0,"0.76","0.46","-0.35"
"7","H","Mil","yes",1,0,1,"1.13","0.19","-0.16"
"8","A","Bbn","yes",3,1,2,"1.66","-0.19","-0.35"
"9","H","Lei","yes",0,-2,1,"1.85","-0.33","-0.68"
"10","A","Sou","yes",1,0,0,"0.75","0.46","-0.22"
"11","H","QPR","yes",0,-1,0,"1.80","-0.29","-0.51"
"12","H","Nor","yes",3,1,2,"1.39","0.00","-0.51"
"13","A","Cha","yes",1,0,1,"1.18","0.15","-0.36"
"14","A","PNE","yes",0,-1,1,"1.24","0.11","-0.25"
"15","H","Ips","yes",0,-3,1,"1.42","-0.02","-0.27"
"16","A","Bri","yes",0,-3,0,"1.24","0.11","-0.16"
"17","H","Der","yes",0,-1,1,"1.47","-0.06","-0.21"
"18","A","WBA","yes",0,-1,2,"1.13","0.19","-0.02"
"19","H","Oxf","yes",3,2,2,"2.09","-0.50","-0.52"
"20","H","Por","yes",3,1,1,"1.88","-0.35","-0.87"
"21","A","Sto","yes",0,-1,1,"1.16","0.16","-0.71"
"22","H","Wre","yes",3,1,2,"1.43","-0.03","-0.74"
"23","A","Cov","yes",0,-1,0,"0.40","0.71","-0.03"
"24","A","Oxf","yes",3,1,1,"1.33","0.05","0.02"
"25","H","WBA","yes",3,1,1,"2.04","-0.47","-0.45"
"26","A","Mil","yes",0,-1,1,"0.82","0.41","-0.04"
"27","H","Bir","yes",1,0,1,"2.00","-0.44","-0.48"
"28","H","Bbn","yes",3,2,3,"1.56","-0.12","-0.60"
"29","A","Hul","yes",0,-1,1,"0.96","0.31","-0.29"
"30","A","Wat","yes",3,2,2,"1.01","0.27","-0.02"
"31","H","ShW","yes",3,4,4,"2.52","-0.81","-0.83"
"32","A","Der","yes",0,-2,0,"1.04","0.25","-0.58"
"33","H","Bri","yes",3,1,1,"1.56","-0.12","-0.69"
"34","H","PNE","yes",1,0,1,"1.64","-0.18","-0.87"
"35","A","Ips","yes",0,-3,0,"0.56","0.60","-0.27"
"36","H","Sto","yes",3,2,2,"1.92","-0.38","-0.65"
"37","A","Por","yes",3,1,2,"1.28","0.08","-0.57"
"38","A","Wre","yes",0,-2,0,"1.00","0.28","-0.29"
"39","H","Cov","yes",0,-3,0,"1.17","0.16","-0.13"
"40","A","ShU","yes",1,0,3,"1.24","0.11","-0.02"
"41","H","Mid","yes",1,0,2,"1.26","0.10","0.07"
"42","A","Lei","yes",3,1,1,"1.36","0.02","0.09"
"43","H","Sou","yes",0,-1,1,"1.34","0.04","0.13"
"44","A","QPR","yes",3,1,2,"1.16","0.17","0.30"
"45","A","Nor","yes",1,0,1,"1.27","0.08","0.38"
"46","H","Cha","yes",3,2,3,"1.92","-0.38","0.00"
