"","HA","vs","played","Pts","GD","GS","ePts","sched","cumulative"
"1","A","WBA","yes",0,-1,0,"1.38","-0.22","-0.22"
"2","H","Bir","yes",0,-1,1,"1.22","-0.08","-0.30"
"3","A","Hul","yes",3,3,3,"1.20","-0.06","-0.37"
"4","H","Nor","yes",0,-2,0,"0.68","0.40","0.03"
"5","A","Wat","yes",3,1,1,"1.25","-0.11","-0.07"
"6","A","Cha","yes",0,-3,0,"1.43","-0.27","-0.34"
"7","H","Swa","yes",0,-1,1,"1.01","0.11","-0.24"
"8","H","Sto","yes",1,0,1,"1.14","-0.01","-0.24"
"9","A","Cov","yes",0,-2,0,"0.54","0.53","0.28"
"10","H","ShU","yes",0,-2,1,"0.87","0.23","0.52"
"11","H","Sou","yes",3,1,2,"0.64","0.43","0.95"
"12","A","Lei","yes",3,2,2,"1.62","-0.43","0.51"
"13","A","Bri","yes",3,1,1,"1.49","-0.32","0.19"
"14","H","Der","yes",0,-1,1,"0.73","0.35","0.55"
"15","A","PNE","yes",3,1,2,"1.49","-0.32","0.22"
"16","H","QPR","yes",0,-1,0,"1.01","0.10","0.33"
"17","A","Wre","yes",1,0,1,"1.24","-0.10","0.23"
"18","H","Ips","yes",1,0,1,"0.70","0.38","0.61"
"19","H","Oxf","yes",1,0,1,"1.33","-0.17","0.43"
"20","A","Por","yes",0,-1,1,"1.54","-0.36","0.07"
"21","H","Mil","yes",3,2,2,"0.51","0.55","0.62"
"22","A","Mid","yes",1,0,0,"1.04","0.08","0.70"
"23","A","ShW","yes",1,0,0,"2.40","-1.12","-0.42"
"24","H","Wre","yes",0,-2,0,"0.70","0.38","-0.04"
"25","H","Cha","yes",1,0,2,"1.14","-0.01","-0.05"
"26","A","Ips","yes",0,-3,0,"0.73","0.36","0.31"
"27","A","Swa","yes",0,-2,1,"1.17","-0.03","0.27"
"28","H","Wat","yes",1,0,1,"1.23","-0.08","0.19"
"29","H","Hul","yes",0,-1,0,"0.67","0.40","0.59"
"30","H","ShW","yes",3,1,1,"1.97","-0.75","-0.15"
"31","A","Nor","yes",0,-2,0,"1.53","-0.35","-0.51"
"32","A","QPR","yes",3,2,3,"1.41","-0.25","-0.76"
"33","H","PNE","yes",3,1,1,"0.87","0.23","-0.53"
"34","H","Bri","yes",0,-1,1,"0.80","0.29","-0.23"
"35","A","Der","yes",0,-2,1,"1.29","-0.14","-0.37"
"36","H","Por","yes",1,0,1,"1.09","0.03","-0.34"
"37","A","Oxf","yes",0,-1,0,"1.59","-0.40","-0.74"
"38","A","Mil","yes",3,1,2,"1.04","0.08","-0.66"
"39","H","Mid","yes",1,0,0,"0.59","0.48","-0.18"
"40","A","Bir","yes",3,1,1,"0.97","0.14","-0.04"
"41","H","WBA","yes",1,0,0,"1.28","-0.13","-0.17"
"42","A","Sto","yes",1,0,1,"1.42","-0.25","-0.42"
"43","A","Sou","yes",0,-3,0,"0.96","0.15","-0.27"
"44","H","Cov","yes",1,0,1,"0.53","0.53","0.26"
"45","A","ShU","yes",3,2,3,"1.49","-0.32","-0.06"
"46","H","Lei","yes",0,-1,0,"1.06","0.06","-0.00"
