"","HA","vs","played","Pts","GD","GS","ePts","sched","cumulative"
"1","H","Wat","yes",3,1,1,"1.99","-1.00","-1.00"
"2","A","Bri","yes",1,0,0,"1.09","-0.09","-1.08"
"3","H","Lei","yes",0,-1,0,"0.70","0.30","-0.78"
"4","A","QPR","yes",0,-2,1,"0.28","0.72","-0.06"
"5","H","Mil","yes",1,0,1,"0.95","0.05","-0.01"
"6","A","ShU","yes",3,1,1,"3.00","-2.01","-2.02"
"7","H","Bbn","no",NA,NA,NA,"0.69","0.30","-1.71"
"8","A","Der","no",NA,NA,NA,"1.32","-0.32","-2.04"
"9","A","PNE","no",NA,NA,NA,"0.15","0.85","-1.19"
"10","H","ShW","no",NA,NA,NA,"1.35","-0.35","-1.54"
"11","A","Ips","no",NA,NA,NA,"1.19","-0.19","-1.73"
"12","A","Hul","no",NA,NA,NA,"0.66","0.33","-1.40"
"13","H","Swa","no",NA,NA,NA,"1.44","-0.44","-1.84"
"14","H","WBA","no",NA,NA,NA,"0.20","0.80","-1.05"
"15","A","Wre","no",NA,NA,NA,"1.35","-0.35","-1.40"
"16","H","Sou","no",NA,NA,NA,"1.52","-0.52","-1.92"
"17","A","Sto","no",NA,NA,NA,"0.22","0.78","-1.14"
"18","A","Cov","no",NA,NA,NA,"0.59","0.41","-0.73"
"19","H","Por","no",NA,NA,NA,"0.76","0.23","-0.50"
"20","H","Mid","no",NA,NA,NA,"0.10","0.90","0.40"
"21","A","Bir","no",NA,NA,NA,"0.44","0.56","0.96"
"22","H","Oxf","no",NA,NA,NA,"1.22","-0.22","0.74"
"23","A","Nor","no",NA,NA,NA,"1.42","-0.42","0.32"
"24","H","Cov","no",NA,NA,NA,"0.72","0.28","0.60"
"25","A","Bbn","no",NA,NA,NA,"1.23","-0.23","0.36"
"26","H","ShU","no",NA,NA,NA,"3.00","-2.01","-1.64"
"27","H","Der","no",NA,NA,NA,"0.98","0.02","-1.63"
"28","A","Mil","no",NA,NA,NA,"0.93","0.07","-1.56"
"29","A","Lei","no",NA,NA,NA,"0.31","0.69","-0.86"
"30","H","QPR","no",NA,NA,NA,"1.13","-0.13","-0.99"
"31","H","Sto","no",NA,NA,NA,"0.37","0.63","-0.36"
"32","A","Sou","no",NA,NA,NA,"0.74","0.26","-0.10"
"33","A","WBA","no",NA,NA,NA,"0.51","0.49","0.39"
"34","H","Wre","no",NA,NA,NA,"0.90","0.10","0.49"
"35","H","Bir","no",NA,NA,NA,"0.75","0.24","0.73"
"36","A","Mid","no",NA,NA,NA,"0.04","0.96","1.69"
"37","A","Oxf","no",NA,NA,NA,"1.09","-0.09","1.60"
"38","H","Nor","no",NA,NA,NA,"0.59","0.41","2.01"
"39","H","Bri","no",NA,NA,NA,"1.19","-0.19","1.82"
"40","A","Wat","no",NA,NA,NA,"1.20","-0.21","1.61"
"41","H","PNE","no",NA,NA,NA,"0.59","0.40","2.02"
"42","A","ShW","no",NA,NA,NA,"1.90","-0.90","1.12"
"43","H","Ips","no",NA,NA,NA,"1.28","-0.28","0.84"
"44","H","Hul","no",NA,NA,NA,"1.53","-0.53","0.31"
"45","A","Swa","no",NA,NA,NA,"1.51","-0.51","-0.20"
"46","A","Por","no",NA,NA,NA,"0.80","0.20","0.00"
