"","HA","vs","played","Pts","GD","GS","ePts","sched","cumulative"
"1","H","Ips","yes",1,0,1,"1.70","-0.27","-0.27"
"2","A","Bbn","yes",3,1,2,"1.50","-0.12","-0.39"
"3","H","Oxf","yes",3,1,1,"2.31","-0.72","-1.11"
"4","A","Lei","yes",0,-2,0,"0.77","0.42","-0.68"
"5","A","Sto","yes",0,-1,0,"0.59","0.56","-0.12"
"6","H","Swa","yes",3,1,1,"2.18","-0.62","-0.74"
"7","A","Cov","yes",0,-3,0,"0.21","0.84","0.10"
"8","H","ShW","yes",1,0,2,"2.27","-0.70","-0.60"
"9","A","Wre","yes",1,0,1,"0.85","0.37","-0.23"
"10","H","Hul","yes",0,-1,2,"1.46","-0.08","-0.32"
"11","A","PNE","yes",3,1,1,"0.68","0.49","0.17"
"12","A","Bri","yes",0,-1,0,"0.84","0.37","0.55"
"13","H","Por","yes",3,4,4,"2.19","-0.63","-0.09"
"14","H","Mil","yes",3,4,4,"1.73","-0.29","-0.38"
"15","A","Mid","yes",0,-1,1,"0.36","0.73","0.36"
"16","H","Nor","yes",3,3,4,"2.17","-0.62","-0.26"
"17","A","WBA","yes",1,0,1,"0.68","0.50","0.24"
"18","H","Wat","yes",3,1,2,"2.10","-0.57","-0.33"
"19","A","Sou","yes",0,-2,1,"0.74","0.45","0.12"
"20","A","QPR","yes",0,-1,1,"0.66","0.51","0.63"
"21","H","Cha","yes",1,0,1,"1.88","-0.40","0.22"
"22","A","ShU","yes",0,-3,0,"1.12","0.17","0.39"
"23","H","Der","no",NA,NA,NA,"1.48","-0.11","0.29"
"24","H","Sou","no",NA,NA,NA,"1.90","-0.42","-0.13"
"25","A","Wat","no",NA,NA,NA,"0.50","0.63","0.50"
"26","H","Cov","no",NA,NA,NA,"1.10","0.18","0.68"
"27","A","Swa","no",NA,NA,NA,"0.95","0.29","0.97"
"28","A","ShW","no",NA,NA,NA,"2.27","-0.69","0.28"
"29","H","Sto","no",NA,NA,NA,"1.86","-0.38","-0.11"
"30","A","Oxf","no",NA,NA,NA,"1.23","0.09","-0.02"
"31","H","Lei","no",NA,NA,NA,"1.76","-0.31","-0.33"
"32","H","WBA","no",NA,NA,NA,"1.98","-0.47","-0.81"
"33","A","Nor","no",NA,NA,NA,"1.58","-0.18","-0.98"
"34","A","Mil","no",NA,NA,NA,"0.66","0.51","-0.48"
"35","H","Mid","no",NA,NA,NA,"1.46","-0.09","-0.57"
"36","A","Cha","no",NA,NA,NA,"0.80","0.40","-0.17"
"37","H","QPR","no",NA,NA,NA,"1.83","-0.36","-0.53"
"38","H","ShU","no",NA,NA,NA,"1.92","-0.43","-0.96"
"39","A","Der","no",NA,NA,NA,"1.06","0.21","-0.75"
"40","H","Bbn","no",NA,NA,NA,"1.33","0.01","-0.74"
"41","A","Ips","no",NA,NA,NA,"0.52","0.61","-0.13"
"42","H","Wre","no",NA,NA,NA,"1.87","-0.40","-0.53"
"43","A","Hul","no",NA,NA,NA,"0.56","0.58","0.05"
"44","H","PNE","no",NA,NA,NA,"1.47","-0.09","-0.04"
"45","H","Bri","no",NA,NA,NA,"1.61","-0.20","-0.24"
"46","A","Por","no",NA,NA,NA,"1.02","0.24","-0.00"
