"","HA","vs","played","Pts","GD","GS","ePts","sched","cumulative"
"1","A","Nan","yes",3,1,1,"2.75","-0.19","-0.19"
"2","H","Ang","yes",3,1,1,"2.59","-0.12","-0.30"
"3","A","Tou","yes",3,3,6,"2.29","0.01","-0.29"
"4","H","Len","yes",3,2,2,"2.00","0.14","-0.15"
"5","A","Mar","yes",0,-1,0,"1.15","0.50","0.36"
"6","H","Aux","yes",3,2,2,"2.89","-0.25","0.11"
"7","A","Lil","yes",1,0,1,"1.49","0.36","0.47"
"8","H","RCS","yes",1,0,3,"2.67","-0.15","0.32"
"9","A","Bre","yes",3,3,3,"2.27","0.02","0.34"
"10","A","Lor","yes",1,0,1,"1.86","0.20","0.53"
"11","H","Nic","yes",3,1,1,"2.79","-0.20","0.33"
"12","A","Lyo","yes",3,1,3,"1.47","0.37","0.70"
"13","H","Hav","yes",3,3,3,"2.78","-0.20","0.50"
"14","A","Mco","yes",0,-1,0,"1.97","0.15","0.65"
"15","H","Ren","yes",3,5,5,"2.55","-0.10","0.55"
"16","A","Met","yes",3,1,3,"2.49","-0.07","0.48"
"17","H","Par","no",NA,NA,NA,"2.67","-0.15","0.33"
"18","H","Lil","no",NA,NA,NA,"2.44","-0.05","0.28"
"19","A","Aux","no",NA,NA,NA,"2.54","-0.10","0.18"
"20","A","RCS","no",NA,NA,NA,"2.00","0.14","0.32"
"21","H","Mar","no",NA,NA,NA,"2.29","0.01","0.33"
"22","A","Ren","no",NA,NA,NA,"1.61","0.31","0.64"
"23","H","Met","no",NA,NA,NA,"2.89","-0.24","0.40"
"24","A","Hav","no",NA,NA,NA,"2.45","-0.06","0.34"
"25","H","Mco","no",NA,NA,NA,"2.71","-0.17","0.17"
"26","H","Nan","no",NA,NA,NA,"2.83","-0.22","-0.05"
"27","A","Nic","no",NA,NA,NA,"2.21","0.05","0.00"
"28","H","Tou","no",NA,NA,NA,"2.52","-0.08","-0.08"
"29","A","Len","no",NA,NA,NA,"0.90","0.61","0.53"
"30","H","Lyo","no",NA,NA,NA,"2.49","-0.07","0.46"
"31","A","Ang","no",NA,NA,NA,"2.16","0.07","0.53"
"32","H","Lor","no",NA,NA,NA,"2.88","-0.24","0.28"
"33","H","Bre","no",NA,NA,NA,"2.66","-0.15","0.14"
"34","A","Par","no",NA,NA,NA,"2.64","-0.14","0.00"
