"","HA","vs","played","Pts","GD","GS","ePts","sched","cumulative"
"1","A","Met","yes",3,1,1,"2.03","-0.36","-0.36"
"2","H","Nan","yes",3,1,1,"2.24","-0.50","-0.86"
"3","A","Mco","yes",0,-1,2,"0.87","0.41","-0.45"
"4","H","Hav","yes",3,1,1,"2.37","-0.59","-1.04"
"5","A","Par","yes",3,1,3,"1.73","-0.16","-1.19"
"6","H","Mar","yes",0,-1,1,"1.43","0.04","-1.15"
"7","H","Ang","yes",3,5,5,"2.08","-0.39","-1.54"
"8","A","PSG","yes",1,0,3,"0.32","0.79","-0.76"
"9","A","Lyo","yes",0,-1,1,"0.45","0.70","-0.06"
"10","H","Aux","yes",3,3,3,"2.44","-0.63","-0.69"
"11","A","Ren","yes",0,-3,1,"0.73","0.51","-0.18"
"12","H","Lil","yes",3,2,2,"1.56","-0.04","-0.23"
"13","A","Len","yes",0,-1,0,"0.39","0.74","0.51"
"14","H","Bre","yes",0,-1,1,"1.86","-0.24","0.27"
"15","A","Tou","yes",0,-1,0,"1.49","0.00","0.27"
"16","H","Lor","yes",1,0,0,"2.14","-0.43","-0.17"
"17","A","Nic","yes",1,0,1,"1.38","0.08","-0.09"
"18","H","Met","yes",3,1,2,"2.61","-0.75","-0.84"
"19","A","Lil","yes",3,3,4,"0.80","0.47","-0.37"
"20","H","PSG","yes",0,-1,1,"0.93","0.38","0.01"
"21","A","Hav","yes",0,-1,1,"1.18","0.21","0.22"
"22","A","Mar","yes",1,0,2,"0.52","0.65","0.87"
"23","H","Lyo","yes",3,2,3,"1.60","-0.07","0.80"
"24","H","Len","yes",1,0,1,"1.08","0.28","1.08"
"25","A","Aux","yes",1,0,0,"1.78","-0.19","0.89"
"26","H","Par","no",NA,NA,NA,"1.95","-0.31","0.58"
"27","A","Nan","no",NA,NA,NA,"2.18","-0.46","0.12"
"28","H","Nic","no",NA,NA,NA,"2.38","-0.59","-0.47"
"29","A","Bre","no",NA,NA,NA,"1.04","0.30","-0.17"
"30","H","Ren","no",NA,NA,NA,"1.74","-0.16","-0.33"
"31","A","Lor","no",NA,NA,NA,"0.93","0.38","0.05"
"32","H","Tou","no",NA,NA,NA,"1.81","-0.21","-0.16"
"33","A","Ang","no",NA,NA,NA,"1.12","0.25","0.09"
"34","H","Mco","no",NA,NA,NA,"1.63","-0.09","0.00"
