"","HA","vs","played","Pts","GD","GS","ePts","sched","cumulative"
"1","H","RCS","yes",0,-1,0,"0.76","-0.13","-0.13"
"2","A","Lyo","yes",0,-3,0,"0.14","0.80","0.66"
"3","A","Par","yes",0,-1,2,"0.75","-0.12","0.54"
"4","H","Ang","yes",1,0,1,"1.03","-0.53","0.01"
"5","A","Mco","yes",0,-3,2,"0.31","0.54","0.55"
"6","H","Hav","yes",1,0,0,"1.27","-0.91","-0.36"
"7","H","Mar","yes",0,-3,0,"0.50","0.26","-0.10"
"8","A","Tou","yes",0,-4,0,"0.40","0.41","0.31"
"9","A","Lil","yes",0,-5,1,"0.22","0.67","0.98"
"10","H","Len","yes",3,2,2,"0.36","0.46","1.44"
"11","A","Nan","yes",3,2,2,"1.32","-0.97","0.47"
"12","H","Nic","yes",3,1,2,"1.38","-1.07","-0.60"
"13","A","Bre","yes",0,-1,2,"0.46","0.32","-0.29"
"14","H","Ren","yes",0,-1,0,"0.87","-0.30","-0.59"
"15","A","Aux","yes",0,-2,1,"0.72","-0.07","-0.66"
"16","H","PSG","yes",0,-1,2,"0.32","0.53","-0.14"
"17","A","Lor","yes",1,0,1,"0.34","0.49","0.36"
"18","A","RCS","yes",0,-1,1,"0.26","0.62","0.97"
"19","H","Lyo","yes",0,-3,2,"0.62","0.08","1.05"
"20","A","Ang","no",NA,NA,NA,"0.42","0.37","1.42"
"21","H","Lil","no",NA,NA,NA,"0.63","0.06","1.49"
"22","H","Aux","no",NA,NA,NA,"2.11","-2.15","-0.67"
"23","A","PSG","no",NA,NA,NA,"0.06","0.91","0.24"
"24","H","Bre","no",NA,NA,NA,"1.04","-0.55","-0.31"
"25","A","Len","no",NA,NA,NA,"0.07","0.89","0.58"
"26","H","Tou","no",NA,NA,NA,"0.59","0.11","0.70"
"27","A","Ren","no",NA,NA,NA,"0.31","0.53","1.23"
"28","H","Nan","no",NA,NA,NA,"1.16","-0.73","0.50"
"29","A","Mar","no",NA,NA,NA,"0.14","0.80","1.30"
"30","H","Par","no",NA,NA,NA,"0.91","-0.36","0.93"
"31","A","Hav","no",NA,NA,NA,"0.49","0.27","1.20"
"32","H","Mco","no",NA,NA,NA,"1.23","-0.83","0.37"
"33","H","Lor","no",NA,NA,NA,"1.20","-0.79","-0.42"
"34","A","Nic","no",NA,NA,NA,"0.39","0.42","0.00"
