"","HA","vs","played","Pts","GD","GS","ePts","sched","cumulative"
"1","H","Lyo","yes",0,-1,0,"0.63","0.73","0.73"
"2","A","Hav","yes",3,1,2,"2.89","-0.25","0.47"
"3","H","Bre","yes",3,2,3,"2.85","-0.23","0.24"
"4","A","PSG","yes",0,-2,0,"0.50","0.78","1.02"
"5","H","Lil","yes",3,3,3,"2.43","-0.05","0.97"
"6","A","Ren","yes",1,0,0,"0.70","0.70","1.67"
"7","A","Aux","no",NA,NA,NA,"2.73","-0.18","1.49"
"8","H","Par","no",NA,NA,NA,"2.87","-0.25","1.24"
"9","H","Mar","no",NA,NA,NA,"1.24","0.46","1.70"
"10","A","Met","no",NA,NA,NA,"2.96","-0.28","1.42"
"11","H","Lor","no",NA,NA,NA,"2.88","-0.25","1.17"
"12","A","Mco","no",NA,NA,NA,"1.80","0.22","1.39"
"13","H","RCS","no",NA,NA,NA,"2.46","-0.06","1.33"
"14","A","Ang","no",NA,NA,NA,"2.88","-0.25","1.08"
"15","A","Nan","no",NA,NA,NA,"2.86","-0.24","0.84"
"16","H","Nic","no",NA,NA,NA,"2.95","-0.28","0.56"
"17","A","Tou","no",NA,NA,NA,"2.78","-0.21","0.35"
"18","H","Aux","no",NA,NA,NA,"2.94","-0.27","0.08"
"19","A","Mar","no",NA,NA,NA,"0.43","0.81","0.89"
"20","H","Hav","no",NA,NA,NA,"2.94","-0.27","0.62"
"21","H","Ren","no",NA,NA,NA,"2.86","-0.24","0.38"
"22","A","Par","no",NA,NA,NA,"2.85","-0.24","0.14"
"23","H","Mco","no",NA,NA,NA,"2.57","-0.11","0.03"
"24","A","RCS","no",NA,NA,NA,"2.37","-0.03","0.00"
"25","H","Met","no",NA,NA,NA,"2.97","-0.29","-0.28"
"26","A","Lor","no",NA,NA,NA,"2.55","-0.11","-0.39"
"27","H","Ang","no",NA,NA,NA,"2.94","-0.27","-0.66"
"28","A","Lil","no",NA,NA,NA,"1.87","0.19","-0.47"
"29","H","PSG","no",NA,NA,NA,"0.99","0.57","0.10"
"30","H","Tou","no",NA,NA,NA,"2.82","-0.22","-0.12"
"31","A","Bre","no",NA,NA,NA,"2.84","-0.23","-0.35"
"32","A","Nic","no",NA,NA,NA,"2.87","-0.24","-0.60"
"33","H","Nan","no",NA,NA,NA,"2.92","-0.26","-0.86"
"34","A","Lyo","no",NA,NA,NA,"0.32","0.86","-0.00"
