"","HA","vs","played","Pts","GD","GS","ePts","sched","cumulative"
"1","A","Len","yes",3,1,1,"1.17","0.44","0.44"
"2","H","Met","yes",3,3,3,"2.91","-0.39","0.06"
"3","H","Mar","yes",3,1,1,"1.52","0.28","0.33"
"4","A","Ren","yes",0,-2,1,"1.49","0.29","0.63"
"5","H","Ang","yes",3,1,1,"2.80","-0.33","0.29"
"6","A","Lil","yes",3,1,1,"1.41","0.33","0.62"
"7","H","Tou","yes",0,-1,1,"1.76","0.16","0.78"
"8","A","Nic","yes",0,-1,2,"1.93","0.08","0.87"
"9","H","RCS","no",NA,NA,NA,"1.76","0.16","1.03"
"10","A","Par","no",NA,NA,NA,"2.28","-0.09","0.94"
"11","A","Bre","no",NA,NA,NA,"2.48","-0.18","0.77"
"12","H","PSG","no",NA,NA,NA,"1.14","0.46","1.22"
"13","A","Aux","no",NA,NA,NA,"2.25","-0.07","1.15"
"14","H","Nan","no",NA,NA,NA,"2.62","-0.24","0.91"
"15","A","Lor","no",NA,NA,NA,"2.27","-0.08","0.83"
"16","H","Hav","no",NA,NA,NA,"2.82","-0.34","0.49"
"17","A","Mco","no",NA,NA,NA,"1.89","0.10","0.59"
"18","H","Bre","no",NA,NA,NA,"2.43","-0.16","0.43"
"19","A","Met","no",NA,NA,NA,"2.90","-0.38","0.05"
"20","H","Lil","no",NA,NA,NA,"1.74","0.17","0.22"
"21","A","Nan","no",NA,NA,NA,"2.54","-0.21","0.02"
"22","H","Nic","no",NA,NA,NA,"2.69","-0.28","-0.26"
"23","A","RCS","no",NA,NA,NA,"1.76","0.16","-0.10"
"24","A","Mar","no",NA,NA,NA,"0.51","0.76","0.66"
"25","H","Par","no",NA,NA,NA,"2.41","-0.15","0.51"
"26","A","Hav","no",NA,NA,NA,"2.68","-0.27","0.24"
"27","H","Mco","no",NA,NA,NA,"2.34","-0.11","0.13"
"28","A","Ang","no",NA,NA,NA,"2.61","-0.24","-0.11"
"29","H","Lor","no",NA,NA,NA,"2.71","-0.29","-0.41"
"30","A","PSG","no",NA,NA,NA,"0.94","0.55","0.15"
"31","H","Aux","no",NA,NA,NA,"2.62","-0.24","-0.10"
"32","H","Ren","no",NA,NA,NA,"2.63","-0.25","-0.35"
"33","A","Tou","no",NA,NA,NA,"2.06","0.02","-0.33"
"34","H","Len","no",NA,NA,NA,"1.41","0.33","-0.00"
