"","HA","vs","played","Pts","GD","GS","ePts","sched","cumulative"
"1","A","Ang","yes",0,-1,0,"1.30","-0.09","-0.09"
"2","A","Mar","yes",0,-3,2,"0.63","0.47","0.38"
"3","H","Met","yes",3,1,3,"2.17","-0.82","-0.44"
"4","A","Bre","yes",3,1,2,"1.10","0.08","-0.36"
"5","H","RCS","yes",0,-1,2,"1.17","0.02","-0.34"
"6","A","Nic","yes",1,0,1,"1.49","-0.25","-0.59"
"7","H","Lor","yes",3,2,2,"1.56","-0.31","-0.90"
"8","A","Len","yes",0,-1,1,"0.37","0.69","-0.22"
"9","H","Nan","yes",0,-1,1,"1.72","-0.44","-0.66"
"10","H","Lyo","yes",1,0,3,"1.01","0.15","-0.51"
"11","A","Mco","yes",3,1,1,"0.75","0.37","-0.13"
"12","H","Ren","yes",0,-1,0,"0.84","0.29","0.16"
"13","A","Lil","yes",0,-2,2,"0.78","0.35","0.51"
"14","H","Aux","yes",1,0,1,"1.91","-0.60","-0.10"
"15","A","Hav","yes",1,0,0,"1.29","-0.08","-0.18"
"16","H","Tou","yes",0,-3,0,"1.10","0.08","-0.10"
"17","A","PSG","yes",0,-1,1,"0.29","0.75","0.66"
"18","A","Nan","yes",3,1,2,"2.22","-0.86","-0.20"
"19","H","Ang","yes",1,0,0,"1.51","-0.27","-0.47"
"20","H","Mar","yes",1,0,2,"0.89","0.25","-0.22"
"21","A","Aux","yes",1,0,0,"1.68","-0.41","-0.63"
"22","H","Len","yes",0,-5,0,"0.71","0.40","-0.22"
"23","A","Tou","yes",1,0,1,"1.42","-0.19","-0.41"
"24","H","Nic","yes",3,1,1,"1.67","-0.40","-0.82"
"25","A","Lyo","yes",1,0,1,"0.69","0.42","-0.39"
"26","A","RCS","yes",1,0,0,"0.92","0.23","-0.17"
"27","H","Hav","yes",3,1,3,"1.99","-0.67","-0.83"
"28","A","Lor","yes",1,0,1,"0.86","0.28","-0.56"
"29","H","Mco","yes",3,3,4,"0.95","0.20","-0.35"
"30","A","Met","no",NA,NA,NA,"2.09","-0.75","-1.11"
"31","H","Lil","no",NA,NA,NA,"0.70","0.41","-0.69"
"32","H","Bre","no",NA,NA,NA,"1.42","-0.19","-0.88"
"33","A","Ren","no",NA,NA,NA,"0.90","0.25","-0.63"
"34","H","PSG","no",NA,NA,NA,"0.44","0.63","0.00"
