"","HA","vs","played","Pts","GD","ePts","sched","cumulative"
"1","H","Lee","yes",3,4,"2.02","-0.27","-0.27"
"2","A","Sot","yes",1,0,"1.78","-0.12","-0.39"
"3","A","Wol","yes",3,1,"1.86","-0.17","-0.56"
"4","H","New","yes",3,3,"2.19","-0.37","-0.93"
"5","A","WHU","yes",3,1,"1.30","0.18","-0.74"
"6","H","Ast","yes",0,-1,"1.62","-0.02","-0.76"
"7","H","Eve","yes",1,0,"1.95","-0.23","-0.99"
"8","A","Lei","yes",0,-2,"1.49","0.06","-0.92"
"9","H","Liv","yes",0,-5,"0.78","0.51","-0.41"
"10","A","Tot","yes",3,3,"0.93","0.42","0.01"
"11","H","MnC","yes",0,-2,"0.58","0.63","0.64"
"12","A","Wat","yes",0,-3,"1.95","-0.23","0.41"
"13","A","Che","yes",1,0,"1.35","0.15","0.56"
"14","H","Ars","yes",3,1,"1.75","-0.10","0.46"
"15","H","Pal","yes",3,1,"1.72","-0.08","0.39"
"16","A","Nor","yes",3,1,"2.31","-0.45","-0.07"
"17","H","BHA","no",NA,NA,"1.46","0.08","0.02"
"18","A","New","no",NA,NA,"2.14","-0.34","-0.32"
"19","H","Bur","no",NA,NA,"2.01","-0.26","-0.58"
"20","H","Wol","no",NA,NA,"1.36","0.14","-0.44"
"21","A","Ast","no",NA,NA,"1.56","0.02","-0.42"
"22","H","WHU","no",NA,NA,"1.29","0.19","-0.23"
"23","A","Bur","no",NA,NA,"2.07","-0.30","-0.52"
"24","H","Sot","no",NA,NA,"1.94","-0.22","-0.74"
"25","A","Lee","no",NA,NA,"1.84","-0.15","-0.90"
"26","H","Wat","no",NA,NA,"1.89","-0.19","-1.08"
"27","A","MnC","no",NA,NA,"1.06","0.34","-0.75"
"28","H","Tot","no",NA,NA,"1.54","0.03","-0.71"
"29","A","Liv","no",NA,NA,"0.92","0.42","-0.29"
"30","H","Lei","no",NA,NA,"1.71","-0.07","-0.36"
"31","A","Eve","no",NA,NA,"1.65","-0.04","-0.40"
"32","H","Nor","no",NA,NA,"1.90","-0.19","-0.60"
"33","A","Ars","no",NA,NA,"0.91","0.43","-0.17"
"34","H","Bre","no",NA,NA,"1.54","0.03","-0.14"
"35","A","BHA","no",NA,NA,"2.03","-0.28","-0.41"
"36","H","Che","no",NA,NA,"0.55","0.66","0.24"
"37","A","Pal","no",NA,NA,"1.75","-0.10","0.15"
"38","A","Bre","no",NA,NA,"1.83","-0.15","-0.00"
