"","HA","vs","played","Pts","GD","ePts","sched","cumulative"
"1","A","New","yes",3,2,"1.70","-0.08","-0.08"
"2","H","Lei","yes",3,3,"1.91","-0.21","-0.29"
"3","H","Pal","yes",1,0,"1.81","-0.15","-0.43"
"4","A","Sot","yes",1,0,"1.37","0.14","-0.30"
"5","H","MnU","yes",0,-1,"1.39","0.12","-0.17"
"6","A","Lee","yes",3,1,"1.94","-0.23","-0.40"
"7","H","Bre","yes",0,-1,"1.91","-0.21","-0.61"
"8","A","Eve","yes",3,1,"1.61","-0.02","-0.63"
"9","H","Tot","yes",3,1,"1.41","0.11","-0.52"
"10","A","Ast","yes",3,3,"1.59","-0.01","-0.53"
"11","H","Liv","yes",3,1,"1.07","0.32","-0.21"
"12","A","Wol","yes",0,-1,"1.66","-0.05","-0.26"
"13","A","MnC","yes",0,-1,"0.72","0.55","0.29"
"14","H","BHA","yes",1,0,"1.62","-0.02","0.26"
"15","H","Che","yes",3,1,"0.83","0.47","0.74"
"16","A","Bur","yes",1,0,"1.94","-0.23","0.51"
"17","A","Ars","yes",0,-2,"0.83","0.48","0.99"
"18","H","Sot","yes",0,-1,"1.87","-0.18","0.80"
"19","A","Wat","yes",3,3,"2.21","-0.40","0.41"
"20","A","Pal","yes",3,1,"1.71","-0.08","0.32"
"21","H","Nor","yes",3,2,"2.12","-0.34","-0.02"
"22","H","Lee","yes",0,-1,"2.04","-0.29","-0.31"
"23","A","MnU","yes",0,-1,"1.33","0.16","-0.15"
"24","H","Wat","yes",3,1,"1.98","-0.25","-0.41"
"25","A","Lei","yes",1,0,"1.26","0.20","-0.20"
"26","H","New","yes",1,0,"2.01","-0.27","-0.47"
"27","H","Wol","yes",3,1,"1.34","0.15","-0.32"
"28","A","Liv","yes",0,-1,"0.54","0.66","0.34"
"29","H","Ast","no",NA,NA,"1.75","-0.11","0.23"
"30","A","Tot","no",NA,NA,"1.14","0.28","0.51"
"31","H","Eve","no",NA,NA,"2.30","-0.45","0.06"
"32","A","Bre","no",NA,NA,"1.88","-0.19","-0.13"
"33","H","Bur","no",NA,NA,"2.02","-0.28","-0.41"
"34","A","Che","no",NA,NA,"1.16","0.27","-0.14"
"35","H","Ars","no",NA,NA,"1.46","0.07","-0.07"
"36","A","Nor","no",NA,NA,"2.20","-0.39","-0.46"
"37","H","MnC","no",NA,NA,"0.54","0.66","0.20"
"38","A","BHA","no",NA,NA,"1.89","-0.20","0.00"
