"","HA","vs","played","Pts","GD","ePts","sched","cumulative"
"1","A","Eve","yes",0,-2,"0.98","0.18","0.18"
"2","H","MnU","yes",1,0,"1.22","-0.02","0.16"
"3","A","New","yes",1,0,"1.43","-0.20","-0.03"
"4","H","WHU","yes",1,0,"1.03","0.14","0.11"
"5","A","MnC","yes",1,0,"0.34","0.72","0.83"
"6","H","Wol","yes",0,-1,"1.14","0.05","0.87"
"7","A","Che","yes",0,-2,"0.73","0.39","1.26"
"8","H","Lee","yes",3,1,"1.74","-0.45","0.81"
"9","H","Bur","yes",1,0,"2.08","-0.74","0.07"
"10","A","Wat","yes",3,1,"1.37","-0.14","-0.07"
"11","H","Ast","yes",3,1,"1.66","-0.39","-0.46"
"12","A","Nor","yes",0,-1,"1.54","-0.29","-0.75"
"13","A","Liv","yes",0,-4,"0.37","0.69","-0.06"
"14","H","Lei","yes",1,0,"1.67","-0.39","-0.45"
"15","H","BHA","yes",1,0,"1.27","-0.06","-0.51"
"16","A","Ars","yes",0,-3,"0.46","0.62","0.11"
"17","A","Pal","yes",1,0,"0.97","0.19","0.30"
"18","A","WHU","yes",3,1,"0.87","0.27","0.57"
"19","H","Tot","yes",1,0,"1.25","-0.04","0.52"
"20","H","Bre","yes",3,3,"1.73","-0.44","0.08"
"21","A","Wol","yes",0,-2,"1.00","0.17","0.25"
"22","H","MnC","no",NA,NA,"0.41","0.66","0.91"
"23","A","Tot","no",NA,NA,"0.44","0.63","1.54"
"24","A","MnU","no",NA,NA,"0.88","0.27","1.81"
"25","H","Eve","no",NA,NA,"1.98","-0.65","1.15"
"26","H","Nor","no",NA,NA,"1.99","-0.67","0.49"
"27","A","Ast","no",NA,NA,"0.88","0.26","0.75"
"28","H","Wat","no",NA,NA,"1.84","-0.54","0.21"
"29","A","Bur","no",NA,NA,"1.30","-0.08","0.13"
"30","A","Lee","no",NA,NA,"1.11","0.07","0.20"
"31","H","Che","no",NA,NA,"0.74","0.38","0.58"
"32","H","Ars","no",NA,NA,"1.40","-0.17","0.41"
"33","A","BHA","no",NA,NA,"1.10","0.08","0.49"
"34","H","Pal","no",NA,NA,"1.74","-0.45","0.04"
"35","A","Bre","no",NA,NA,"1.00","0.17","0.20"
"36","H","Liv","no",NA,NA,"0.97","0.19","0.40"
"37","A","Lei","no",NA,NA,"0.74","0.38","0.78"
"38","H","New","no",NA,NA,"2.13","-0.78","-0.00"
