"","HA","vs","played","Pts","GD","ePts","sched","cumulative"
"1","A","Che","yes",0,-3,"0.84","0.30","0.30"
"2","H","Bre","yes",1,0,"1.52","-0.27","0.04"
"3","A","WHU","yes",1,0,"0.79","0.34","0.38"
"4","H","Tot","yes",3,3,"1.10","0.08","0.46"
"5","A","Liv","yes",0,-3,"0.26","0.79","1.25"
"6","H","BHA","yes",1,0,"1.14","0.05","1.30"
"7","H","Lei","yes",1,0,"1.74","-0.45","0.85"
"8","A","Ars","yes",1,0,"0.59","0.51","1.36"
"9","H","New","yes",1,0,"1.79","-0.49","0.87"
"10","A","MnC","yes",3,2,"0.39","0.67","1.54"
"11","H","Wol","yes",3,2,"1.11","0.08","1.62"
"12","A","Bur","yes",1,0,"1.26","-0.05","1.57"
"13","H","Ast","yes",0,-1,"1.54","-0.28","1.28"
"14","A","Lee","yes",0,-1,"1.45","-0.21","1.08"
"15","A","MnU","yes",0,-1,"0.77","0.36","1.43"
"16","H","Eve","yes",3,2,"2.22","-0.84","0.59"
"17","H","Sot","yes",1,0,"1.72","-0.44","0.15"
"18","A","Tot","yes",0,-3,"0.64","0.47","0.62"
"19","H","Nor","yes",3,3,"2.02","-0.68","-0.06"
"20","H","WHU","yes",0,-1,"1.30","-0.08","-0.14"
"21","A","BHA","yes",1,0,"1.49","-0.24","-0.39"
"22","H","Liv","yes",0,-2,"0.70","0.41","0.03"
"23","A","Nor","yes",1,0,"1.63","-0.36","-0.33"
"24","A","Bre","yes",1,0,"1.18","0.02","-0.31"
"25","H","Che","yes",0,-1,"0.56","0.53","0.22"
"26","A","Wat","yes",3,3,"1.90","-0.58","-0.36"
"27","H","Bur","yes",1,0,"1.93","-0.61","-0.97"
"28","A","Wol","yes",3,2,"1.08","0.10","-0.87"
"29","H","MnC","yes",1,0,"0.45","0.62","-0.24"
"30","H","Ars","yes",3,3,"1.18","0.01","-0.23"
"31","A","Lei","yes",0,-1,"0.66","0.45","0.22"
"32","A","New","yes",0,-1,"0.94","0.22","0.44"
"33","H","Lee","no",NA,NA,"1.61","-0.34","0.10"
"34","A","Sot","no",NA,NA,"1.01","0.16","0.26"
"35","H","Wat","no",NA,NA,"1.67","-0.39","-0.14"
"36","A","Ast","no",NA,NA,"1.18","0.01","-0.12"
"37","A","Eve","no",NA,NA,"1.02","0.15","0.03"
"38","H","MnU","no",NA,NA,"1.24","-0.03","0.00"
