"","HA","vs","played","Pts","GD","ePts","sched","cumulative"
"1","A","Wat","yes",0,-1,"2.20","-0.82","-0.82"
"2","H","New","yes",3,2,"1.44","-0.19","-1.02"
"3","H","Bre","yes",1,0,"1.28","-0.06","-1.08"
"4","A","Che","yes",0,-3,"0.97","0.20","-0.88"
"5","H","Eve","yes",3,3,"1.95","-0.61","-1.49"
"6","A","MnU","yes",3,1,"0.89","0.26","-1.23"
"7","A","Tot","yes",0,-1,"0.69","0.43","-0.80"
"8","H","Wol","yes",0,-1,"1.04","0.14","-0.66"
"9","A","Ars","yes",0,-2,"0.64","0.47","-0.19"
"10","H","WHU","yes",0,-3,"1.20","0.01","-0.18"
"11","A","Sot","yes",0,-1,"1.33","-0.10","-0.28"
"12","H","BHA","yes",3,2,"0.95","0.21","-0.07"
"13","A","Pal","yes",3,1,"1.15","0.05","-0.02"
"14","H","MnC","yes",0,-1,"0.37","0.70","0.68"
"15","H","Lei","yes",3,1,"1.50","-0.24","0.43"
"16","A","Liv","yes",0,-1,"0.36","0.70","1.14"
"17","A","Nor","yes",3,2,"1.97","-0.63","0.51"
"18","H","Che","yes",0,-2,"0.54","0.55","1.06"
"19","A","Bre","yes",0,-1,"1.39","-0.15","0.90"
"20","H","MnU","yes",1,0,"1.25","-0.04","0.87"
"21","A","Eve","yes",3,1,"1.13","0.06","0.93"
"22","H","Lee","yes",1,0,"1.36","-0.13","0.80"
"23","A","New","yes",0,-1,"1.10","0.09","0.89"
"24","H","Wat","yes",0,-1,"1.59","-0.32","0.57"
"25","A","BHA","yes",3,2,"1.51","-0.25","0.32"
"26","H","Sot","yes",3,4,"1.65","-0.36","-0.04"
"27","A","Lee","yes",3,3,"1.68","-0.40","-0.44"
"28","A","WHU","yes",0,-1,"1.02","0.15","-0.29"
"29","H","Ars","yes",0,-1,"1.03","0.14","-0.14"
"30","A","Wol","yes",0,-1,"1.40","-0.16","-0.31"
"31","H","Tot","yes",0,-4,"0.90","0.25","-0.05"
"32","A","Lei","yes",1,0,"0.92","0.24","0.18"
"33","H","Nor","yes",3,2,"1.90","-0.58","-0.39"
"34","A","Bur","yes",3,2,"1.52","-0.26","-0.65"
"35","H","Liv","yes",0,-1,"0.47","0.61","-0.04"
"36","H","Pal","yes",1,0,"1.44","-0.19","-0.23"
"37","H","Bur","yes",1,0,"1.69","-0.40","-0.64"
"38","A","MnC","yes",0,-1,"0.44","0.64","-0.00"
