"","HA","vs","played","Pts","GD","ePts","sched","cumulative"
"1","A","Tot","yes",0,-1,"1.90","0.19","0.19"
"2","H","Nor","yes",3,5,"2.69","-0.15","0.03"
"3","H","Ars","yes",3,5,"2.25","0.04","0.07"
"4","A","Lei","yes",3,1,"2.15","0.08","0.14"
"5","H","Sot","yes",1,0,"2.59","-0.11","0.03"
"6","A","Che","yes",3,1,"2.19","0.06","0.09"
"7","A","Liv","yes",1,0,"1.31","0.44","0.53"
"8","H","Bur","yes",3,2,"2.61","-0.12","0.41"
"9","A","BHA","yes",3,3,"2.53","-0.09","0.32"
"10","H","Pal","yes",0,-2,"2.50","-0.07","0.25"
"11","A","MnU","yes",3,2,"2.12","0.09","0.34"
"12","H","Eve","yes",3,3,"2.71","-0.16","0.18"
"13","H","WHU","yes",3,1,"2.36","-0.01","0.16"
"14","A","Ast","yes",3,1,"2.50","-0.07","0.09"
"15","A","Wat","yes",3,2,"2.79","-0.20","-0.10"
"16","H","Wol","yes",3,1,"2.25","0.03","-0.07"
"17","H","Lee","yes",3,7,"2.46","-0.06","-0.13"
"18","A","New","yes",3,4,"2.30","0.01","-0.11"
"19","H","Lei","yes",3,3,"2.53","-0.09","-0.20"
"20","A","Bre","yes",3,1,"2.47","-0.06","-0.26"
"21","A","Ars","yes",3,1,"1.83","0.21","-0.05"
"22","H","Che","yes",3,1,"1.69","0.28","0.23"
"23","A","Sot","yes",1,0,"2.44","-0.05","0.18"
"24","H","Bre","yes",3,2,"2.41","-0.04","0.15"
"25","A","Nor","yes",3,4,"2.71","-0.16","-0.02"
"26","H","Tot","yes",0,-1,"2.14","0.08","0.07"
"27","A","Eve","yes",3,1,"2.31","0.01","0.07"
"28","H","MnU","yes",3,3,"2.40","-0.03","0.05"
"29","A","Pal","yes",1,0,"2.33","0.00","0.05"
"30","A","Bur","yes",3,2,"2.54","-0.09","-0.04"
"31","H","Liv","yes",1,0,"1.56","0.33","0.29"
"32","H","BHA","yes",3,3,"2.18","0.06","0.35"
"33","H","Wat","yes",3,4,"2.57","-0.10","0.25"
"34","A","Lee","yes",3,4,"2.61","-0.12","0.13"
"35","H","New","yes",3,5,"2.50","-0.07","0.06"
"36","A","Wol","yes",3,4,"2.48","-0.06","-0.01"
"37","A","WHU","yes",1,0,"2.24","0.04","0.03"
"38","H","Ast","yes",3,1,"2.41","-0.03","0.00"
