"","HA","vs","played","Pts","GD","ePts","sched","cumulative"
"1","H","BHA","yes",0,-1,"0.88","0.10","0.10"
"2","A","Liv","yes",0,-2,"0.21","0.78","0.89"
"3","H","Lee","yes",1,0,"1.28","-0.31","0.58"
"4","A","Eve","yes",0,-2,"0.74","0.24","0.82"
"5","H","Ars","yes",0,-1,"0.96","0.02","0.84"
"6","A","Lei","yes",1,0,"0.58","0.40","1.24"
"7","H","Nor","yes",1,0,"1.83","-0.87","0.38"
"8","A","MnC","yes",0,-2,"0.26","0.73","1.11"
"9","A","Sot","yes",1,0,"0.91","0.07","1.19"
"10","H","Bre","yes",3,2,"1.20","-0.22","0.96"
"11","A","Che","yes",1,0,"0.62","0.37","1.33"
"12","H","Pal","yes",1,0,"1.36","-0.39","0.95"
"13","A","Wol","yes",1,0,"0.97","0.01","0.95"
"14","A","New","yes",0,-1,"0.72","0.26","1.21"
"15","H","WHU","yes",1,0,"1.12","-0.14","1.07"
"16","A","MnU","yes",0,-2,"0.56","0.43","1.50"
"17","A","Lee","yes",0,-2,"1.24","-0.26","1.24"
"18","A","Ars","yes",1,0,"0.39","0.60","1.84"
"19","H","Wat","yes",1,0,"1.51","-0.55","1.29"
"20","H","MnU","yes",1,0,"1.17","-0.20","1.09"
"21","H","Liv","yes",0,-1,"0.43","0.56","1.66"
"22","A","BHA","yes",3,3,"1.06","-0.09","1.57"
"23","H","Tot","yes",3,1,"0.83","0.15","1.72"
"24","A","Pal","yes",1,0,"0.76","0.23","1.95"
"25","H","Lei","yes",0,-2,"1.42","-0.45","1.50"
"26","H","Che","yes",0,-4,"0.49","0.50","1.99"
"27","A","Bre","yes",0,-2,"0.96","0.02","2.01"
"28","H","MnC","yes",0,-2,"0.33","0.66","2.67"
"29","H","Eve","yes",3,1,"1.87","-0.91","1.76"
"30","A","Nor","yes",0,-2,"1.54","-0.57","1.19"
"31","A","WHU","yes",1,0,"0.66","0.33","1.51"
"32","H","Sot","yes",3,2,"1.56","-0.60","0.91"
"33","H","Wol","yes",3,1,"0.97","0.01","0.93"
"34","A","Wat","yes",3,1,"1.82","-0.86","0.07"
"35","H","Ast","yes",0,-2,"1.19","-0.22","-0.15"
"36","A","Tot","yes",0,-1,"0.42","0.57","0.42"
"37","A","Ast","yes",1,0,"1.01","-0.03","0.39"
"38","H","New","yes",0,-1,"1.36","-0.39","0.00"
