"","HA","vs","played","Pts","GD","ePts","sched","cumulative"
"1","A","Bur","yes",3,1,"1.87","-0.39","-0.39"
"2","H","Wat","yes",3,2,"1.53","-0.14","-0.53"
"3","H","Eve","yes",0,-2,"1.88","-0.40","-0.93"
"4","A","Bre","yes",3,1,"1.76","-0.31","-1.24"
"5","H","Lei","yes",3,1,"1.43","-0.07","-1.30"
"6","A","Pal","yes",1,0,"1.51","-0.13","-1.43"
"7","H","Ars","yes",1,0,"0.97","0.28","-1.15"
"8","A","Nor","yes",1,0,"2.26","-0.68","-1.83"
"9","H","MnC","yes",0,-3,"0.34","0.75","-1.08"
"10","A","Liv","yes",1,0,"0.54","0.60","-0.48"
"11","H","New","yes",1,0,"1.37","-0.02","-0.50"
"12","A","Ast","yes",0,-2,"1.80","-0.34","-0.84"
"13","H","Lee","yes",1,0,"1.29","0.04","-0.81"
"14","A","WHU","yes",1,0,"1.38","-0.02","-0.83"
"15","A","Sot","yes",1,0,"1.69","-0.26","-1.09"
"16","H","Wol","yes",0,-1,"0.98","0.27","-0.82"
"17","H","Bre","yes",3,2,"1.21","0.10","-0.72"
"18","A","Che","yes",1,0,"1.32","0.02","-0.70"
"19","A","Eve","yes",3,1,"1.49","-0.11","-0.81"
"20","H","Pal","yes",1,0,"1.37","-0.02","-0.83"
"21","H","Che","yes",1,0,"0.50","0.63","-0.20"
"22","A","Lei","yes",1,0,"1.26","0.06","-0.14"
"23","A","Wat","yes",3,2,"2.44","-0.81","-0.95"
"24","A","MnU","yes",0,-2,"1.22","0.09","-0.86"
"25","H","Bur","yes",0,-3,"1.62","-0.21","-1.07"
"26","H","Ast","yes",0,-2,"1.21","0.10","-0.97"
"27","A","New","yes",0,-1,"1.46","-0.09","-1.06"
"28","H","Liv","yes",0,-2,"0.43","0.68","-0.38"
"29","H","Tot","yes",0,-2,"0.84","0.37","-0.01"
"30","H","Nor","yes",1,0,"1.84","-0.37","-0.38"
"31","A","Ars","yes",3,1,"0.92","0.31","-0.06"
"32","A","Tot","yes",3,1,"0.98","0.27","0.20"
"33","A","MnC","yes",0,-3,"0.66","0.51","0.72"
"34","H","Sot","yes",1,0,"1.58","-0.17","0.54"
"35","A","Wol","yes",3,3,"1.77","-0.31","0.23"
"36","H","MnU","yes",3,4,"1.19","0.12","0.35"
"37","A","Lee","yes",1,0,"2.02","-0.50","-0.16"
"38","H","WHU","yes",3,2,"1.13","0.16","0.00"
