"","HA","vs","played","Pts","GD","ePts","sched","cumulative"
"1","A","Bre","yes",0,-2,"1.66","0.06","0.06"
"2","H","Che","yes",0,-2,"1.33","0.24","0.30"
"3","A","MnC","yes",0,-5,"0.59","0.66","0.97"
"4","H","Nor","yes",3,1,"2.55","-0.45","0.52"
"5","A","Bur","yes",3,1,"1.78","-0.01","0.51"
"6","H","Tot","yes",3,2,"1.82","-0.04","0.47"
"7","A","BHA","yes",1,0,"1.77","-0.00","0.47"
"8","H","Pal","yes",1,0,"2.29","-0.30","0.17"
"9","H","Ast","yes",3,2,"2.17","-0.23","-0.06"
"10","A","Lei","yes",3,2,"1.17","0.34","0.27"
"11","H","Wat","yes",3,1,"2.39","-0.36","-0.08"
"12","A","Liv","yes",0,-4,"0.48","0.73","0.64"
"13","H","New","yes",3,2,"2.29","-0.30","0.34"
"14","A","MnU","yes",0,-1,"1.13","0.36","0.70"
"15","A","Eve","yes",0,-1,"1.39","0.21","0.91"
"16","H","Sot","yes",3,3,"2.42","-0.37","0.54"
"17","H","WHU","yes",3,2,"2.11","-0.20","0.35"
"18","A","Lee","yes",3,3,"1.93","-0.10","0.25"
"19","A","Nor","yes",3,5,"2.18","-0.24","0.01"
"20","H","MnC","yes",0,-1,"1.00","0.43","0.44"
"21","H","Bur","yes",1,0,"2.44","-0.39","0.05"
"22","A","Wol","yes",3,1,"1.67","0.05","0.10"
"23","H","Bre","yes",3,1,"2.17","-0.23","-0.13"
"24","H","Wol","yes",3,1,"1.97","-0.12","-0.25"
"25","A","Wat","yes",3,1,"2.38","-0.35","-0.60"
"26","H","Lei","yes",3,2,"2.33","-0.32","-0.92"
"27","H","Liv","yes",0,-2,"1.20","0.32","-0.60"
"28","A","Ast","yes",3,1,"1.71","0.03","-0.57"
"29","A","Pal","yes",0,-3,"1.41","0.20","-0.38"
"30","H","BHA","yes",0,-1,"1.88","-0.06","-0.44"
"31","A","Sot","yes",0,-1,"1.60","0.09","-0.35"
"32","A","Che","yes",3,2,"1.22","0.31","-0.04"
"33","H","MnU","yes",3,2,"2.15","-0.22","-0.26"
"34","A","WHU","yes",3,1,"1.28","0.27","0.01"
"35","H","Lee","yes",3,1,"2.23","-0.27","-0.25"
"36","A","Tot","yes",0,-3,"0.90","0.49","0.24"
"37","A","New","yes",0,-2,"1.36","0.23","0.46"
"38","H","Eve","yes",3,4,"2.58","-0.46","-0.00"
