"matchday","homeTeamName","homeTeamId","awayTeamName","awayTeamId","FTHG","FTAG","FTR","date","UTCtime","status"
1,"AFC Bournemouth",1044,"West Bromwich Albion FC",74,2,2,"D","2021-08-06","18:45:00","FINISHED"
1,"Cardiff City FC",715,"Barnsley FC",357,1,1,"D","2021-08-07","14:00:00","FINISHED"
1,"Blackburn Rovers FC",59,"Swansea City AFC",72,2,1,"H","2021-08-07","14:00:00","FINISHED"
1,"Stoke City FC",70,"Reading FC",355,3,2,"H","2021-08-07","14:00:00","FINISHED"
1,"Queens Park Rangers FC",69,"Millwall FC",384,1,1,"D","2021-08-07","14:00:00","FINISHED"
1,"Luton Town FC",389,"Peterborough United FC",1077,3,0,"H","2021-08-07","14:00:00","FINISHED"
1,"Derby County FC",342,"Huddersfield Town AFC",394,1,1,"D","2021-08-07","14:00:00","FINISHED"
1,"Bristol City FC",387,"Blackpool FC",336,1,1,"D","2021-08-07","14:00:00","FINISHED"
1,"Preston North End FC",1081,"Hull City AFC",322,1,4,"A","2021-08-07","14:00:00","FINISHED"
1,"Sheffield United FC",356,"Birmingham City FC",332,0,1,"A","2021-08-07","19:00:00","FINISHED"
1,"Fulham FC",63,"Middlesbrough FC",343,1,1,"D","2021-08-08","12:30:00","FINISHED"
1,"Coventry City FC",1076,"Nottingham Forest FC",351,2,1,"H","2021-08-08","15:30:00","FINISHED"
2,"Peterborough United FC",1077,"Derby County FC",342,2,1,"H","2021-08-14","11:30:00","FINISHED"
2,"Blackpool FC",336,"Cardiff City FC",715,0,2,"A","2021-08-14","14:00:00","FINISHED"
2,"West Bromwich Albion FC",74,"Luton Town FC",389,3,2,"H","2021-08-14","14:00:00","FINISHED"
2,"Reading FC",355,"Preston North End FC",1081,2,1,"H","2021-08-14","14:00:00","FINISHED"
2,"Nottingham Forest FC",351,"AFC Bournemouth",1044,1,2,"A","2021-08-14","14:00:00","FINISHED"
2,"Millwall FC",384,"Blackburn Rovers FC",59,1,1,"D","2021-08-14","14:00:00","FINISHED"
2,"Middlesbrough FC",343,"Bristol City FC",387,2,1,"H","2021-08-14","14:00:00","FINISHED"
2,"Hull City AFC",322,"Queens Park Rangers FC",69,0,3,"A","2021-08-14","14:00:00","FINISHED"
2,"Huddersfield Town AFC",394,"Fulham FC",63,1,5,"A","2021-08-14","14:00:00","FINISHED"
2,"Birmingham City FC",332,"Stoke City FC",70,0,0,"D","2021-08-14","14:00:00","FINISHED"
2,"Barnsley FC",357,"Coventry City FC",1076,1,0,"H","2021-08-14","14:00:00","FINISHED"
2,"Swansea City AFC",72,"Sheffield United FC",356,0,0,"D","2021-08-14","19:00:00","FINISHED"
3,"Swansea City AFC",72,"Stoke City FC",70,1,3,"A","2021-08-17","18:45:00","FINISHED"
3,"Peterborough United FC",1077,"Cardiff City FC",715,2,2,"D","2021-08-17","18:45:00","FINISHED"
3,"Millwall FC",384,"Fulham FC",63,1,2,"A","2021-08-17","18:45:00","FINISHED"
3,"Huddersfield Town AFC",394,"Preston North End FC",1081,1,0,"H","2021-08-17","18:45:00","FINISHED"
3,"Blackpool FC",336,"Coventry City FC",1076,0,1,"A","2021-08-17","18:45:00","FINISHED"
3,"Barnsley FC",357,"Luton Town FC",389,0,1,"A","2021-08-17","18:45:00","FINISHED"
3,"Reading FC",355,"Bristol City FC",387,2,3,"A","2021-08-17","19:00:00","FINISHED"
3,"Nottingham Forest FC",351,"Blackburn Rovers FC",59,1,2,"A","2021-08-18","18:45:00","FINISHED"
3,"Middlesbrough FC",343,"Queens Park Rangers FC",69,2,3,"A","2021-08-18","18:45:00","FINISHED"
3,"Hull City AFC",322,"Derby County FC",342,0,1,"A","2021-08-18","18:45:00","FINISHED"
3,"Birmingham City FC",332,"AFC Bournemouth",1044,0,2,"A","2021-08-18","18:45:00","FINISHED"
3,"West Bromwich Albion FC",74,"Sheffield United FC",356,4,0,"H","2021-08-18","19:00:00","FINISHED"
4,"Bristol City FC",387,"Swansea City AFC",72,0,1,"A","2021-08-20","18:45:00","FINISHED"
4,"Queens Park Rangers FC",69,"Barnsley FC",357,2,2,"D","2021-08-21","11:30:00","FINISHED"
4,"Fulham FC",63,"Hull City AFC",322,2,0,"H","2021-08-21","14:00:00","FINISHED"
4,"Derby County FC",342,"Middlesbrough FC",343,0,0,"D","2021-08-21","14:00:00","FINISHED"
4,"Coventry City FC",1076,"Reading FC",355,2,1,"H","2021-08-21","14:00:00","FINISHED"
4,"AFC Bournemouth",1044,"Blackpool FC",336,2,2,"D","2021-08-21","14:00:00","FINISHED"
