"matchday","homeTeamName","homeTeamId","awayTeamName","awayTeamId","FTHG","FTAG","FTR","date","UTCtime","status"
1,"Genoa CFC",107,"US Lecce",5890,0,0,"D","2025-08-23","16:30:00","FINISHED"
1,"US Sassuolo Calcio",471,"SSC Napoli",113,0,2,"A","2025-08-23","16:30:00","FINISHED"
1,"AC Milan",98,"US Cremonese",457,1,2,"A","2025-08-23","18:45:00","FINISHED"
1,"AS Roma",100,"Bologna FC 1909",103,1,0,"H","2025-08-23","18:45:00","FINISHED"
1,"Cagliari Calcio",104,"ACF Fiorentina",99,1,1,"D","2025-08-24","16:30:00","FINISHED"
1,"Como 1907",7397,"SS Lazio",110,2,0,"H","2025-08-24","16:30:00","FINISHED"
1,"Atalanta BC",102,"AC Pisa 1909",487,1,1,"D","2025-08-24","18:45:00","FINISHED"
1,"Juventus FC",109,"Parma Calcio 1913",112,2,0,"H","2025-08-24","18:45:00","FINISHED"
1,"Udinese Calcio",115,"Hellas Verona FC",450,1,1,"D","2025-08-25","16:30:00","FINISHED"
1,"FC Internazionale Milano",108,"Torino FC",586,5,0,"H","2025-08-25","18:45:00","FINISHED"
2,"US Cremonese",457,"US Sassuolo Calcio",471,3,2,"H","2025-08-29","16:30:00","FINISHED"
2,"US Lecce",5890,"AC Milan",98,0,2,"A","2025-08-29","18:45:00","FINISHED"
2,"Bologna FC 1909",103,"Como 1907",7397,1,0,"H","2025-08-30","16:30:00","FINISHED"
2,"Parma Calcio 1913",112,"Atalanta BC",102,1,1,"D","2025-08-30","16:30:00","FINISHED"
2,"SSC Napoli",113,"Cagliari Calcio",104,1,0,"H","2025-08-30","18:45:00","FINISHED"
2,"AC Pisa 1909",487,"AS Roma",100,0,1,"A","2025-08-30","18:45:00","FINISHED"
2,"Genoa CFC",107,"Juventus FC",109,0,1,"A","2025-08-31","16:30:00","FINISHED"
2,"Torino FC",586,"ACF Fiorentina",99,0,0,"D","2025-08-31","16:30:00","FINISHED"
2,"FC Internazionale Milano",108,"Udinese Calcio",115,1,2,"A","2025-08-31","18:45:00","FINISHED"
2,"SS Lazio",110,"Hellas Verona FC",450,4,0,"H","2025-08-31","18:45:00","FINISHED"
3,"Cagliari Calcio",104,"Parma Calcio 1913",112,2,0,"H","2025-09-13","13:00:00","FINISHED"
3,"Juventus FC",109,"FC Internazionale Milano",108,4,3,"H","2025-09-13","16:00:00","FINISHED"
3,"ACF Fiorentina",99,"SSC Napoli",113,1,3,"A","2025-09-13","18:45:00","FINISHED"
3,"AS Roma",100,"Torino FC",586,0,1,"A","2025-09-14","10:30:00","FINISHED"
3,"Atalanta BC",102,"US Lecce",5890,4,1,"H","2025-09-14","13:00:00","FINISHED"
3,"AC Pisa 1909",487,"Udinese Calcio",115,0,1,"A","2025-09-14","13:00:00","FINISHED"
3,"US Sassuolo Calcio",471,"SS Lazio",110,1,0,"H","2025-09-14","16:00:00","FINISHED"
3,"AC Milan",98,"Bologna FC 1909",103,1,0,"H","2025-09-14","18:45:00","FINISHED"
3,"Hellas Verona FC",450,"US Cremonese",457,0,0,"D","2025-09-15","16:30:00","FINISHED"
3,"Como 1907",7397,"Genoa CFC",107,1,1,"D","2025-09-15","18:45:00","FINISHED"
4,"US Lecce",5890,"Cagliari Calcio",104,1,2,"A","2025-09-19","18:45:00","FINISHED"
4,"Bologna FC 1909",103,"Genoa CFC",107,2,1,"H","2025-09-20","13:00:00","FINISHED"
4,"Hellas Verona FC",450,"Juventus FC",109,1,1,"D","2025-09-20","16:00:00","FINISHED"
4,"Udinese Calcio",115,"AC Milan",98,0,3,"A","2025-09-20","18:45:00","FINISHED"
4,"SS Lazio",110,"AS Roma",100,0,1,"A","2025-09-21","10:30:00","FINISHED"
4,"Torino FC",586,"Atalanta BC",102,0,3,"A","2025-09-21","13:00:00","FINISHED"
4,"US Cremonese",457,"Parma Calcio 1913",112,0,0,"D","2025-09-21","13:00:00","FINISHED"
4,"ACF Fiorentina",99,"Como 1907",7397,1,2,"A","2025-09-21","16:00:00","FINISHED"
4,"FC Internazionale Milano",108,"US Sassuolo Calcio",471,2,1,"H","2025-09-21","18:45:00","FINISHED"
4,"SSC Napoli",113,"AC Pisa 1909",487,3,2,"H","2025-09-22","18:45:00","FINISHED"
5,"Como 1907",7397,"US Cremonese",457,1,1,"D","2025-09-27","13:00:00","FINISHED"
5,"Juventus FC",109,"Atalanta BC",102,1,1,"D","2025-09-27","16:00:00","FINISHED"
5,"Cagliari Calcio",104,"FC Internazionale Milano",108,0,2,"A","2025-09-27","18:45:00","FINISHED"
5,"US Sassuolo Calcio",471,"Udinese Calcio",115,3,1,"H","2025-09-28","10:30:00","FINISHED"
5,"AS Roma",100,"Hellas Verona FC",450,2,0,"H","2025-09-28","13:00:00","FINISHED"
5,"AC Pisa 1909",487,"ACF Fiorentina",99,0,0,"D","2025-09-28","13:00:00","FINISHED"
5,"US Lecce",5890,"Bologna FC 1909",103,2,2,"D","2025-09-28","16:00:00","FINISHED"
5,"AC Milan",98,"SSC Napoli",113,2,1,"H","2025-09-28","18:45:00","FINISHED"
5,"Parma Calcio 1913",112,"Torino FC",586,2,1,"H","2025-09-29","16:30:00","FINISHED"
5,"Genoa CFC",107,"SS Lazio",110,0,3,"A","2025-09-29","18:45:00","FINISHED"
6,"Hellas Verona FC",450,"US Sassuolo Calcio",471,0,1,"A","2025-10-03","18:45:00","FINISHED"
6,"SS Lazio",110,"Torino FC",586,3,3,"D","2025-10-04","13:00:00","FINISHED"
6,"Parma Calcio 1913",112,"US Lecce",5890,0,1,"A","2025-10-04","13:00:00","FINISHED"
6,"FC Internazionale Milano",108,"US Cremonese",457,4,1,"H","2025-10-04","16:00:00","FINISHED"
6,"Atalanta BC",102,"Como 1907",7397,1,1,"D","2025-10-04","18:45:00","FINISHED"
6,"Udinese Calcio",115,"Cagliari Calcio",104,1,1,"D","2025-10-05","10:30:00","FINISHED"
6,"ACF Fiorentina",99,"AS Roma",100,1,2,"A","2025-10-05","13:00:00","FINISHED"
6,"Bologna FC 1909",103,"AC Pisa 1909",487,4,0,"H","2025-10-05","13:00:00","FINISHED"
6,"SSC Napoli",113,"Genoa CFC",107,2,1,"H","2025-10-05","16:00:00","FINISHED"
6,"Juventus FC",109,"AC Milan",98,0,0,"D","2025-10-05","18:45:00","FINISHED"
7,"AC Pisa 1909",487,"Hellas Verona FC",450,0,0,"D","2025-10-18","13:00:00","FINISHED"
7,"US Lecce",5890,"US Sassuolo Calcio",471,0,0,"D","2025-10-18","13:00:00","FINISHED"
7,"Torino FC",586,"SSC Napoli",113,1,0,"H","2025-10-18","16:00:00","FINISHED"
7,"AS Roma",100,"FC Internazionale Milano",108,0,1,"A","2025-10-18","18:45:00","FINISHED"
7,"Como 1907",7397,"Juventus FC",109,2,0,"H","2025-10-19","10:30:00","FINISHED"
7,"Cagliari Calcio",104,"Bologna FC 1909",103,0,2,"A","2025-10-19","13:00:00","FINISHED"
7,"Genoa CFC",107,"Parma Calcio 1913",112,0,0,"D","2025-10-19","13:00:00","FINISHED"
7,"Atalanta BC",102,"SS Lazio",110,0,0,"D","2025-10-19","16:00:00","FINISHED"
7,"AC Milan",98,"ACF Fiorentina",99,2,1,"H","2025-10-19","18:45:00","FINISHED"
7,"US Cremonese",457,"Udinese Calcio",115,1,1,"D","2025-10-20","18:45:00","FINISHED"
8,"AC Milan",98,"AC Pisa 1909",487,2,2,"D","2025-10-24","18:45:00","FINISHED"
8,"Parma Calcio 1913",112,"Como 1907",7397,0,0,"D","2025-10-25","13:00:00","FINISHED"
8,"Udinese Calcio",115,"US Lecce",5890,3,2,"H","2025-10-25","13:00:00","FINISHED"
8,"SSC Napoli",113,"FC Internazionale Milano",108,3,1,"H","2025-10-25","16:00:00","FINISHED"
8,"US Cremonese",457,"Atalanta BC",102,1,1,"D","2025-10-25","18:45:00","FINISHED"
8,"Torino FC",586,"Genoa CFC",107,2,1,"H","2025-10-26","11:30:00","FINISHED"
