"","HA","vs","played","Pts","GD","ePts","sched","cumulative"
"1","A","Juv","yes",0,-3,"0.36","0.73","0.73"
"2","H","Ben","yes",0,-1,"1.70","-0.27","0.46"
"3","A","Fir","yes",3,1,"1.33","0.01","0.47"
"4","H","Laz","yes",3,3,"1.27","0.05","0.52"
"5","A","Ata","yes",3,2,"0.56","0.58","1.11"
"6","H","Gen","yes",1,0,"2.06","-0.54","0.57"
"7","A","Cag","yes",0,-2,"1.42","-0.06","0.51"
"8","H","Bol","yes",0,-1,"2.13","-0.59","-0.08"
"9","A","Tor","yes",1,0,"1.71","-0.28","-0.36"
"10","H","Mil","yes",0,-1,"0.32","0.76","0.41"
"11","A","Nap","yes",0,-1,"0.48","0.64","1.05"
"12","A","Ver","yes",3,1,"1.18","0.12","1.16"
"13","H","Cro","yes",3,2,"2.61","-0.95","0.21"
"14","H","Sas","yes",0,-1,"1.14","0.15","0.36"
"15","A","Rom","yes",0,-1,"0.40","0.70","1.07"
"16","H","Int","yes",3,1,"0.73","0.46","1.52"
"17","A","Spe","yes",0,-1,"1.41","-0.05","1.47"
"18","H","Udi","yes",3,1,"1.71","-0.27","1.20"
"19","A","Par","yes",3,2,"2.01","-0.50","0.70"
"20","H","Juv","yes",0,-2,"1.21","0.10","0.79"
"21","A","Ben","yes",1,0,"1.81","-0.35","0.44"
"22","H","Fir","yes",3,1,"2.01","-0.50","-0.06"
"23","A","Laz","yes",0,-1,"0.37","0.73","0.67"
"24","H","Ata","yes",0,-2,"0.79","0.41","1.08"
"25","A","Gen","yes",1,0,"1.28","0.05","1.12"
"26","H","Cag","yes",1,0,"2.02","-0.51","0.61"
"27","A","Bol","yes",0,-2,"0.95","0.29","0.90"
"28","H","Tor","yes",3,1,"1.79","-0.34","0.57"
"29","A","Mil","yes",1,0,"0.95","0.29","0.86"
"30","H","Nap","yes",0,-2,"0.95","0.29","1.15"
"31","H","Ver","yes",3,2,"1.68","-0.25","0.90"
"32","A","Cro","yes",3,1,"1.74","-0.30","0.60"
"33","A","Sas","yes",0,-1,"1.06","0.21","0.81"
"34","H","Rom","yes",3,2,"1.90","-0.42","0.39"
"35","A","Int","no",NA,NA,"0.13","0.91","1.30"
"36","H","Spe","no",NA,NA,"2.00","-0.49","0.81"
"37","A","Udi","no",NA,NA,"1.45","-0.08","0.72"
"38","H","Par","no",NA,NA,"2.31","-0.72","0.00"
