"","HA","vs","played","Pts","GD","ePts","sched","cumulative"
"1","H","Nap","yes",0,-2,"0.21","0.62","0.62"
"2","A","Bol","yes",0,-3,"0.48","0.12","0.74"
"3","H","Ver","yes",3,1,"0.63","-0.17","0.57"
"4","A","Udi","yes",0,-1,"0.76","-0.39","0.19"
"5","H","Spe","yes",1,0,"0.79","-0.45","-0.27"
"6","A","Int","yes",1,0,"0.05","0.92","0.65"
"7","H","Fir","yes",1,0,"0.83","-0.53","0.12"
"8","A","Rom","yes",0,-3,"0.14","0.74","0.86"
"9","A","Gen","yes",3,1,"0.67","-0.22","0.64"
"10","H","Ben","yes",1,0,"0.60","-0.10","0.54"
"11","A","Mil","yes",1,0,"0.42","0.24","0.78"
"12","H","Cag","yes",1,0,"0.74","-0.36","0.42"
"13","H","Juv","yes",0,-4,"0.29","0.46","0.88"
"14","A","Cro","yes",0,-1,"0.84","-0.54","0.34"
"15","H","Tor","yes",0,-3,"0.71","-0.31","0.03"
"16","A","Ata","yes",0,-3,"0.21","0.61","0.64"
"17","H","Laz","yes",0,-2,"0.42","0.22","0.87"
"18","A","Sas","yes",1,0,"0.50","0.07","0.94"
"19","H","Sam","yes",0,-2,"0.64","-0.18","0.76"
"20","A","Nap","yes",0,-2,"0.18","0.67","1.43"
"21","H","Bol","yes",0,-3,"0.93","-0.70","0.73"
"22","A","Ver","yes",0,-1,"0.56","-0.03","0.70"
"23","H","Udi","yes",1,0,"0.60","-0.09","0.61"
"24","A","Spe","yes",1,0,"0.64","-0.18","0.42"
"25","H","Int","yes",0,-1,"0.19","0.65","1.07"
"26","A","Fir","yes",1,0,"0.58","-0.07","1.01"
"27","H","Rom","yes",3,2,"0.73","-0.33","0.67"
"28","H","Gen","yes",0,-1,"0.72","-0.33","0.35"
"29","A","Ben","yes",1,0,"1.11","-1.05","-0.70"
"30","H","Mil","yes",0,-2,"0.06","0.89","0.19"
"31","A","Cag","yes",0,-1,"0.74","-0.36","-0.17"
"32","A","Juv","yes",0,-2,"0.13","0.75","0.59"
"33","H","Cro","yes",0,-1,"1.73","-2.17","-1.59"
"34","A","Tor","yes",0,-1,"0.86","-0.57","-2.16"
"35","H","Ata","yes",0,-3,"0.17","0.68","-1.48"
"36","A","Laz","yes",0,-1,"0.14","0.75","-0.73"
"37","H","Sas","no",NA,NA,"0.28","0.49","-0.24"
"38","A","Sam","no",NA,NA,"0.42","0.24","0.00"
