"","HA","vs","played","Pts","GD","ePts","sched","cumulative"
"1","A","Sam","yes",3,1,"1.00","-0.08","-0.08"
"2","H","Int","yes",0,-3,"0.21","0.78","0.69"
"3","H","Bol","yes",3,1,"1.08","-0.16","0.53"
"4","A","Rom","yes",0,-3,"0.44","0.53","1.06"
"5","H","Nap","yes",0,-1,"0.27","0.71","1.77"
"6","A","Ver","yes",0,-2,"1.33","-0.43","1.33"
"7","H","Spe","yes",0,-3,"0.94","-0.01","1.33"
"8","A","Fir","yes",3,1,"1.32","-0.42","0.91"
"9","H","Juv","yes",1,0,"0.39","0.58","1.48"
"10","A","Par","yes",1,0,"2.12","-1.28","0.20"
"11","A","Sas","yes",0,-1,"1.16","-0.25","-0.05"
"12","H","Laz","yes",1,0,"0.49","0.47","0.42"
"13","H","Gen","yes",3,2,"0.99","-0.07","0.35"
"14","A","Udi","yes",3,2,"1.60","-0.73","-0.38"
"15","H","Mil","yes",0,-2,"0.08","0.92","0.53"
"16","A","Cag","yes",3,1,"1.57","-0.70","-0.16"
"17","H","Ata","yes",0,-3,"0.22","0.76","0.60"
"18","A","Cro","yes",0,-3,"1.85","-1.00","-0.40"
"19","H","Tor","yes",1,0,"0.76","0.18","-0.22"
"20","A","Int","yes",0,-4,"0.13","0.86","0.63"
"21","H","Sam","yes",1,0,"0.76","0.18","0.81"
"22","A","Bol","yes",1,0,"1.05","-0.13","0.67"
"23","H","Rom","yes",1,0,"0.84","0.09","0.77"
"24","A","Nap","yes",0,-2,"0.51","0.45","1.22"
"25","H","Ver","yes",0,-3,"0.66","0.29","1.51"
"26","A","Spe","yes",1,0,"1.57","-0.69","0.82"
"27","H","Fir","yes",0,-3,"0.96","-0.04","0.78"
"28","A","Juv","yes",3,1,"0.44","0.52","1.30"
"29","H","Par","yes",1,0,"1.42","-0.53","0.77"
"30","H","Sas","yes",0,-1,"0.34","0.64","1.41"
"31","A","Laz","yes",0,-2,"0.41","0.56","1.97"
"32","A","Gen","yes",1,0,"1.44","-0.56","1.42"
"33","H","Udi","yes",0,-2,"0.71","0.24","1.65"
"34","A","Mil","yes",0,-2,"1.06","-0.14","1.51"
"35","H","Cag","yes",0,-2,"0.87","0.06","1.57"
"36","A","Ata","no",NA,NA,"0.64","0.31","1.88"
"37","H","Cro","no",NA,NA,"1.87","-1.02","0.87"
"38","A","Tor","no",NA,NA,"1.73","-0.87","0.00"
