"","HA","vs","played","Pts","GD","GS","ePts","sched","cumulative"
"1","A","BMg","yes",1,0,0,"0.89","0.08","0.08"
"2","H","StP","yes",0,-2,0,"2.21","-1.29","-1.21"
"3","A","Mun","yes",0,-5,0,"0.11","0.89","-0.33"
"4","H","Hei","yes",3,1,2,"2.25","-1.33","-1.66"
"5","A","UnB","yes",1,0,0,"0.49","0.49","-1.17"
"6","H","Mai","yes",3,4,4,"1.72","-0.78","-1.95"
"7","A","Lei","yes",0,-1,1,"0.22","0.77","-1.18"
"8","H","Wol","yes",0,-1,0,"1.82","-0.88","-2.07"
"9","A","Kln","yes",0,-3,1,"0.60","0.38","-1.68"
"10","H","Dor","yes",1,0,1,"0.74","0.23","-1.45"
"11","A","Aug","yes",0,-1,0,"0.58","0.40","-1.05"
"12","H","Stu","yes",3,1,2,"0.95","0.01","-1.04"
"13","H","Bre","yes",3,1,3,"2.04","-1.11","-2.16"
"14","A","Hof","yes",0,-3,1,"0.19","0.80","-1.35"
"15","H","Fra","yes",1,0,1,"1.27","-0.32","-1.67"
"16","A","Fbg","yes",0,-1,1,"0.28","0.71","-0.96"
"17","H","BMg","yes",1,0,0,"1.51","-0.56","-1.52"
"18","A","StP","yes",1,0,0,"0.85","0.12","-1.40"
"19","H","Mun","yes",1,0,2,"0.26","0.74","-0.66"
"20","A","Hei","no",NA,NA,NA,"0.93","0.04","-0.62"
"21","H","UnB","no",NA,NA,NA,"1.49","-0.54","-1.16"
"22","A","Mai","no",NA,NA,NA,"0.91","0.06","-1.11"
"23","H","Lei","no",NA,NA,NA,"1.18","-0.22","-1.33"
"24","H","Lev","no",NA,NA,NA,"0.88","0.09","-1.24"
"25","A","Wol","no",NA,NA,NA,"0.90","0.07","-1.17"
"26","H","Kln","no",NA,NA,NA,"1.79","-0.85","-2.02"
"27","A","Dor","no",NA,NA,NA,"0.11","0.89","-1.14"
"28","H","Aug","no",NA,NA,NA,"1.85","-0.92","-2.06"
"29","A","Stu","no",NA,NA,NA,"0.16","0.83","-1.23"
"30","A","Bre","no",NA,NA,NA,"0.59","0.38","-0.84"
"31","H","Hof","no",NA,NA,NA,"0.57","0.41","-0.43"
"32","A","Fra","no",NA,NA,NA,"0.44","0.54","0.11"
"33","H","Fbg","no",NA,NA,NA,"1.78","-0.84","-0.73"
"34","A","Lev","no",NA,NA,NA,"0.26","0.73","-0.00"
