"","HA","vs","played","Pts","GD","GS","ePts","sched","cumulative"
"1","H","Lei","yes",3,6,6,"2.40","0.08","0.08"
"2","A","Aug","yes",3,1,3,"2.68","-0.02","0.06"
"3","H","HSV","yes",3,5,5,"2.74","-0.05","0.01"
"4","A","Hof","yes",3,3,4,"2.53","0.04","0.05"
"5","H","Bre","yes",3,4,4,"2.76","-0.05","-0.01"
"6","A","Fra","yes",3,3,3,"2.70","-0.03","-0.04"
"7","H","Dor","yes",3,1,2,"2.18","0.17","0.13"
"8","A","BMg","yes",3,3,3,"2.72","-0.04","0.09"
"9","H","Lev","yes",3,3,3,"2.37","0.09","0.19"
"10","A","UnB","yes",1,0,2,"2.75","-0.05","0.14"
"11","H","Fbg","yes",3,4,6,"2.72","-0.04","0.10"
"12","H","StP","yes",3,2,3,"2.82","-0.08","0.02"
"13","A","Stu","yes",3,5,5,"2.22","0.15","0.17"
"14","H","Mai","yes",1,0,2,"2.54","0.03","0.20"
"15","A","Hei","yes",3,4,4,"2.82","-0.08","0.13"
"16","H","Wol","yes",3,7,8,"2.65","-0.01","0.11"
"17","A","Kln","yes",3,2,3,"2.79","-0.07","0.05"
"18","A","Lei","yes",3,4,5,"2.27","0.13","0.18"
"19","H","Aug","yes",0,-1,1,"2.68","-0.02","0.16"
"20","A","HSV","yes",1,0,2,"2.72","-0.04","0.12"
"21","H","Hof","yes",3,4,5,"2.33","0.11","0.23"
"22","A","Bre","yes",3,3,3,"2.79","-0.07","0.16"
"23","H","Fra","yes",3,1,3,"2.64","-0.01","0.15"
"24","A","Dor","yes",3,1,3,"2.07","0.21","0.37"
"25","H","BMg","yes",3,3,4,"2.74","-0.05","0.32"
"26","A","Lev","yes",1,0,1,"2.56","0.02","0.34"
"27","H","UnB","yes",3,4,4,"2.68","-0.02","0.32"
"28","A","Fbg","yes",3,1,3,"2.53","0.03","0.35"
"29","A","StP","yes",3,5,5,"2.82","-0.08","0.27"
"30","H","Stu","yes",3,2,4,"2.53","0.03","0.31"
"31","A","Mai","yes",3,1,4,"2.81","-0.07","0.23"
"32","H","Hei","yes",1,0,3,"2.82","-0.08","0.16"
"33","A","Wol","yes",3,1,1,"2.88","-0.10","0.05"
"34","H","Kln","yes",3,4,5,"2.76","-0.05","0.00"
