"","HA","vs","played","Pts","GD","GS","ePts","sched","cumulative"
"1","H","Hof","yes",0,-1,1,"1.17","0.32","0.32"
"2","A","Bre","yes",1,0,3,"2.00","-0.16","0.16"
"3","H","Fra","yes",3,2,3,"1.82","-0.06","0.10"
"4","H","BMg","yes",1,0,1,"2.05","-0.19","-0.09"
"5","A","StP","yes",3,1,2,"1.89","-0.09","-0.18"
"6","H","UnB","yes",3,2,2,"1.95","-0.13","-0.31"
"7","A","Mai","yes",3,1,4,"2.13","-0.23","-0.55"
"8","H","Fbg","yes",3,2,2,"2.27","-0.32","-0.87"
"9","A","Mun","yes",0,-3,0,"0.40","0.77","-0.10"
"10","H","Hei","yes",3,6,6,"2.61","-0.52","-0.62"
"11","A","Wol","yes",3,2,3,"2.40","-0.40","-1.01"
"12","H","Dor","yes",0,-1,1,"1.01","0.41","-0.60"
"13","A","Aug","yes",0,-2,0,"1.67","0.03","-0.57"
"14","H","Kln","yes",3,2,2,"2.26","-0.31","-0.88"
"15","A","Lei","yes",3,2,3,"1.02","0.41","-0.47"
"16","H","Stu","yes",0,-3,1,"1.75","-0.01","-0.49"
"17","A","Hof","yes",0,-1,0,"1.29","0.25","-0.23"
"18","H","Bre","yes",3,1,1,"2.27","-0.32","-0.55"
"19","A","Fra","yes",3,2,3,"1.41","0.18","-0.37"
"20","A","BMg","yes",1,0,1,"1.99","-0.15","-0.53"
"21","H","StP","yes",3,4,4,"2.37","-0.37","-0.90"
"22","A","UnB","yes",0,-1,0,"1.78","-0.03","-0.93"
"23","H","Mai","yes",1,0,1,"1.96","-0.14","-1.06"
"24","A","HSV","yes",3,1,1,"1.78","-0.03","-1.10"
"25","A","Fbg","yes",1,0,3,"1.35","0.22","-0.88"
"26","H","Mun","yes",1,0,1,"0.39","0.77","-0.11"
"27","A","Hei","no",NA,NA,NA,"2.36","-0.37","-0.48"
"28","H","Wol","no",NA,NA,NA,"2.13","-0.24","-0.71"
"29","A","Dor","no",NA,NA,NA,"0.60","0.65","-0.06"
"30","H","Aug","no",NA,NA,NA,"2.20","-0.28","-0.34"
"31","A","Kln","no",NA,NA,NA,"1.97","-0.14","-0.48"
"32","H","Lei","no",NA,NA,NA,"1.42","0.18","-0.31"
"33","A","Stu","no",NA,NA,NA,"0.67","0.61","0.31"
"34","H","HSV","no",NA,NA,NA,"2.25","-0.31","0.00"
