"","HA","vs","played","Pts","GD","GS","ePts","sched","cumulative"
"1","A","UnB","yes",0,-1,1,"1.64","0.10","0.10"
"2","H","BMg","yes",3,1,1,"2.53","-0.39","-0.29"
"3","A","Fbg","yes",0,-2,1,"1.05","0.43","0.14"
"4","H","StP","yes",3,2,2,"2.68","-0.47","-0.33"
"5","A","Kln","yes",3,1,2,"1.81","0.01","-0.33"
"6","H","Hei","yes",3,1,1,"2.68","-0.47","-0.80"
"7","A","Wol","yes",3,3,3,"2.29","-0.25","-1.05"
"8","H","Mai","yes",3,1,2,"2.21","-0.21","-1.26"
"9","A","Lei","yes",0,-2,1,"0.68","0.63","-0.64"
"10","H","Aug","yes",3,1,3,"2.43","-0.33","-0.97"
"11","A","Dor","yes",1,0,3,"0.51","0.72","-0.25"
"12","A","HSV","yes",0,-1,1,"1.53","0.16","-0.09"
"13","H","Mun","yes",0,-5,0,"0.65","0.64","0.55"
"14","A","Bre","yes",3,4,4,"1.81","0.01","0.55"
"15","H","Hof","yes",1,0,0,"1.88","-0.03","0.52"
"16","A","Lev","yes",3,3,4,"1.09","0.40","0.92"
"17","H","Fra","yes",3,1,3,"2.36","-0.29","0.63"
"18","H","UnB","yes",1,0,1,"2.44","-0.34","0.29"
"19","A","BMg","yes",3,3,3,"1.53","0.16","0.45"
"20","H","Fbg","yes",3,1,1,"2.50","-0.37","0.08"
"21","A","StP","yes",0,-1,1,"1.93","-0.06","0.02"
"22","H","Kln","yes",3,2,3,"2.57","-0.41","-0.39"
"23","A","Hei","yes",1,0,3,"1.93","-0.06","-0.45"
"24","H","Wol","yes",3,4,4,"2.38","-0.30","-0.75"
"25","A","Mai","yes",1,0,2,"1.91","-0.05","-0.80"
"26","H","Lei","yes",3,1,1,"1.99","-0.09","-0.88"
"27","A","Aug","yes",3,3,5,"1.40","0.23","-0.66"
"28","H","Dor","yes",0,-2,0,"1.69","0.07","-0.58"
"29","H","HSV","yes",3,4,4,"2.53","-0.39","-0.97"
"30","A","Mun","yes",0,-2,2,"0.34","0.81","-0.16"
"31","H","Bre","yes",1,0,1,"2.57","-0.41","-0.57"
"32","A","Hof","yes",1,0,3,"1.03","0.43","-0.13"
"33","H","Lev","yes",3,2,3,"1.94","-0.06","-0.20"
"34","A","Fra","yes",1,0,2,"1.46","0.20","-0.00"
