"","HA","vs","played","Pts","GD","ePts","sched","cumulative"
"1","A","Car","yes",0,-1,"0.68","0.36","0.36"
"2","H","Wig","no",NA,NA,"1.19","-0.10","0.26"
"3","A","Hul","no",NA,NA,"0.68","0.36","0.62"
"4","H","Hud","no",NA,NA,"1.26","-0.17","0.45"
"5","H","Mil","no",NA,NA,"0.96","0.11","0.56"
"6","A","Sun","no",NA,NA,"1.11","-0.03","0.53"
"7","A","Bir","no",NA,NA,"1.07","0.01","0.54"
"8","H","Cov","no",NA,NA,"1.23","-0.14","0.40"
"9","A","Bur","no",NA,NA,"0.85","0.21","0.61"
"10","H","BrC","no",NA,NA,"1.37","-0.27","0.33"
"11","H","WBA","no",NA,NA,"1.23","-0.14","0.19"
"12","A","Bpl","no",NA,NA,"0.68","0.36","0.55"
"13","A","Rea","no",NA,NA,"1.14","-0.06","0.50"
"14","H","PNE","no",NA,NA,"1.23","-0.14","0.35"
"15","A","Wat","no",NA,NA,"0.68","0.36","0.72"
"16","H","Lut","no",NA,NA,"1.19","-0.10","0.61"
"17","A","ShU","no",NA,NA,"1.14","-0.06","0.56"
"18","H","Sto","no",NA,NA,"1.37","-0.27","0.28"
"19","H","QPR","no",NA,NA,"1.37","-0.27","0.01"
"20","A","Rot","no",NA,NA,"1.11","-0.03","-0.02"
"21","H","Mod","no",NA,NA,"1.19","-0.10","-0.12"
"22","A","Swa","no",NA,NA,"1.07","0.01","-0.12"
"23","H","Bbn","no",NA,NA,"0.96","0.11","-0.01"
"24","A","Lut","no",NA,NA,"1.11","-0.03","-0.04"
"25","H","Rea","no",NA,NA,"1.37","-0.27","-0.31"
"26","H","Wat","no",NA,NA,"0.96","0.11","-0.20"
"27","A","PNE","no",NA,NA,"1.07","0.01","-0.19"
"28","A","Cov","no",NA,NA,"1.07","0.01","-0.19"
"29","H","Bir","no",NA,NA,"1.23","-0.14","-0.33"
"30","H","Bur","no",NA,NA,"0.78","0.28","-0.05"
"31","A","BrC","no",NA,NA,"1.14","-0.06","-0.11"
"32","H","Hul","no",NA,NA,"0.96","0.11","0.00"
"33","A","Wig","no",NA,NA,"1.11","-0.03","-0.03"
"34","H","Car","no",NA,NA,"0.96","0.11","0.08"
"35","A","Mil","no",NA,NA,"0.68","0.36","0.44"
"36","H","Sun","no",NA,NA,"1.19","-0.10","0.34"
"37","A","Hud","no",NA,NA,"1.24","-0.16","0.18"
"38","A","Sto","no",NA,NA,"1.14","-0.06","0.13"
"39","H","ShU","no",NA,NA,"1.37","-0.27","-0.15"
"40","A","Bbn","no",NA,NA,"0.68","0.36","0.22"
"41","H","Rot","no",NA,NA,"1.19","-0.10","0.11"
"42","A","Mod","no",NA,NA,"1.11","-0.03","0.08"
"43","A","QPR","no",NA,NA,"1.14","-0.06","0.03"
"44","H","Swa","no",NA,NA,"1.23","-0.14","-0.12"
"45","A","WBA","no",NA,NA,"1.07","0.01","-0.11"
"46","H","Bpl","no",NA,NA,"0.96","0.11","-0.00"
