"","HA","vs","played","Pts","GD","GS","ePts","sched","cumulative"
"1","H","PNE","yes",1,0,0,"0.54","0.48","0.48"
"2","A","Nor","yes",1,0,1,"1.17","-0.14","0.34"
"3","H","BrC","yes",1,0,1,"1.01","0.02","0.37"
"4","A","Bir","yes",3,1,1,"1.27","-0.23","0.14"
"5","H","Bur","yes",0,-4,1,"0.58","0.43","0.57"
"6","H","WBA","yes",1,0,1,"0.81","0.21","0.79"
"7","A","Lut","yes",3,1,2,"1.27","-0.24","0.55"
"8","A","Hud","yes",3,1,2,"1.46","-0.42","0.13"
"9","H","Rea","yes",0,-1,0,"1.17","-0.13","0.00"
"10","A","Rot","yes",3,2,2,"1.41","-0.37","-0.36"
"11","A","Hul","yes",0,-1,1,"1.52","-0.47","-0.84"
"12","H","Car","yes",0,-2,1,"1.10","-0.07","-0.91"
"13","H","Bbn","yes",3,1,1,"0.89","0.14","-0.77"
"14","A","Sun","yes",0,-1,1,"1.28","-0.24","-1.01"
"15","H","Mid","yes",0,-3,1,"0.99","0.04","-0.96"
"16","A","QPR","yes",0,-1,1,"1.22","-0.18","-1.14"
"17","H","Wat","yes",0,-1,0,"0.85","0.18","-0.96"
"18","H","Sto","yes",0,-1,0,"0.81","0.21","-0.75"
"19","A","Swa","yes",1,0,2,"1.14","-0.10","-0.85"
"20","A","Cov","yes",0,-2,0,"0.91","0.12","-0.73"
"21","H","Bpl","yes",3,1,2,"1.05","-0.02","-0.75"
"22","A","Mil","yes",1,0,1,"0.82","0.21","-0.54"
"23","H","ShU","yes",0,-1,1,"0.53","0.49","-0.06"
"24","A","Mid","yes",0,-3,1,"1.09","-0.05","-0.11"
"25","H","Sun","no",NA,NA,NA,"0.70","0.32","0.21"
"26","H","Hul","no",NA,NA,NA,"0.96","0.07","0.28"
"27","A","Car","no",NA,NA,NA,"1.34","-0.30","-0.02"
"28","H","Lut","no",NA,NA,NA,"0.72","0.30","0.27"
"29","A","WBA","no",NA,NA,NA,"1.30","-0.26","0.01"
"30","A","Bbn","no",NA,NA,NA,"0.69","0.33","0.35"
"31","H","Hud","no",NA,NA,NA,"1.27","-0.23","0.12"
"32","A","BrC","no",NA,NA,NA,"1.43","-0.39","-0.27"
"33","H","Nor","no",NA,NA,NA,"0.74","0.28","0.01"
"34","A","PNE","no",NA,NA,NA,"1.55","-0.50","-0.49"
"35","H","Bir","no",NA,NA,NA,"0.86","0.17","-0.32"
"36","A","Bur","no",NA,NA,NA,"0.60","0.42","0.10"
"37","H","Cov","no",NA,NA,NA,"0.96","0.07","0.17"
"38","A","Wat","no",NA,NA,NA,"1.01","0.02","0.19"
"39","H","QPR","no",NA,NA,NA,"0.74","0.28","0.47"
"40","A","ShU","no",NA,NA,NA,"0.80","0.22","0.69"
"41","H","Swa","no",NA,NA,NA,"0.95","0.08","0.77"
"42","A","Bpl","no",NA,NA,NA,"1.59","-0.54","0.23"
"43","A","Sto","no",NA,NA,NA,"1.50","-0.45","-0.23"
"44","H","Mil","no",NA,NA,NA,"0.99","0.04","-0.19"
"45","A","Rea","no",NA,NA,NA,"0.78","0.24","0.05"
"46","H","Rot","no",NA,NA,NA,"1.09","-0.05","0.00"
