"","HA","vs","played","Pts","GD","GS","ePts","sched","cumulative"
"1","A","Sun","yes",1,0,1,"1.52","-0.10","-0.10"
"2","A","Mil","yes",0,-1,2,"0.85","0.38","0.28"
"3","A","Hul","yes",0,-1,2,"1.49","-0.09","0.19"
"4","H","PNE","yes",0,-1,0,"1.10","0.20","0.39"
"5","A","Nor","yes",0,-3,0,"1.04","0.24","0.63"
"6","A","Lut","yes",1,0,2,"1.46","-0.06","0.57"
"7","A","Bir","yes",1,0,0,"1.36","0.01","0.58"
"8","H","Mid","yes",3,1,1,"1.84","-0.34","0.24"
"9","A","BrC","yes",1,0,0,"1.38","-0.00","0.24"
"10","H","Bur","yes",0,-1,0,"1.16","0.15","0.39"
"11","A","Car","yes",3,1,1,"1.19","0.13","0.52"
"12","H","ShU","yes",3,1,1,"1.12","0.19","0.71"
"13","A","Sto","yes",3,2,2,"1.75","-0.27","0.43"
"14","H","Rot","yes",1,0,2,"1.77","-0.29","0.14"
"15","H","Bpl","yes",0,-1,1,"1.48","-0.07","0.07"
"16","H","Bbn","yes",3,1,1,"1.45","-0.06","0.01"
"17","A","Wat","yes",3,1,1,"0.98","0.28","0.30"
"18","H","Wig","no",NA,NA,NA,"1.30","0.06","0.35"
"19","H","QPR","no",NA,NA,NA,"1.15","0.17","0.52"
"20","A","Rea","no",NA,NA,NA,"1.09","0.21","0.73"
"21","H","Swa","no",NA,NA,NA,"1.40","-0.02","0.71"
"22","H","WBA","no",NA,NA,NA,"1.53","-0.12","0.59"
"23","A","ShU","no",NA,NA,NA,"0.88","0.36","0.95"
"24","H","Car","no",NA,NA,NA,"1.67","-0.21","0.74"
"25","H","BrC","no",NA,NA,NA,"1.73","-0.26","0.48"
"26","A","Bur","no",NA,NA,NA,"0.78","0.43","0.91"
"27","H","Nor","no",NA,NA,NA,"1.22","0.11","1.02"
"28","H","Hud","no",NA,NA,NA,"2.19","-0.60","0.43"
"29","A","PNE","no",NA,NA,NA,"1.43","-0.04","0.39"
"30","A","WBA","no",NA,NA,NA,"1.66","-0.21","0.18"
"31","H","Lut","no",NA,NA,NA,"0.93","0.33","0.51"
"32","H","Mil","no",NA,NA,NA,"1.72","-0.25","0.26"
"33","A","Rot","no",NA,NA,NA,"1.42","-0.03","0.23"
"34","H","Sun","no",NA,NA,NA,"1.28","0.07","0.30"
"35","A","Hud","no",NA,NA,NA,"1.52","-0.11","0.19"
"36","H","Hul","no",NA,NA,NA,"1.61","-0.17","0.02"
"37","A","Wig","no",NA,NA,NA,"2.03","-0.47","-0.46"
"38","A","Bpl","no",NA,NA,NA,"1.57","-0.14","-0.60"
"39","H","Sto","no",NA,NA,NA,"1.27","0.08","-0.52"
"40","A","Swa","no",NA,NA,NA,"1.11","0.19","-0.33"
"41","H","Wat","no",NA,NA,NA,"1.42","-0.03","-0.37"
"42","A","QPR","no",NA,NA,NA,"1.09","0.21","-0.16"
"43","A","Bbn","no",NA,NA,NA,"0.69","0.50","0.34"
"44","H","Rea","no",NA,NA,NA,"1.73","-0.26","0.08"
"45","H","Bir","no",NA,NA,NA,"1.35","0.02","0.10"
"46","A","Mid","no",NA,NA,NA,"1.51","-0.10","0.00"
