"","HA","vs","played","Pts","GD","GS","ePts","sched","cumulative"
"1","H","Bur","yes",0,-1,0,"0.66","0.31","0.31"
"2","A","Bir","yes",0,-1,1,"0.84","0.12","0.44"
"3","H","Sto","yes",3,2,3,"1.24","-0.29","0.14"
"4","A","Nor","yes",0,-1,1,"0.82","0.14","0.28"
"5","H","WBA","yes",1,0,2,"1.15","-0.20","0.08"
"6","A","BrC","yes",0,-2,0,"0.75","0.22","0.29"
"7","H","Bpl","yes",0,-1,0,"1.49","-0.55","-0.26"
"8","H","Wig","yes",0,-1,1,"1.29","-0.35","-0.61"
"9","H","Car","yes",3,1,1,"1.62","-0.69","-1.30"
"10","A","Rea","yes",0,-2,1,"0.50","0.48","-0.82"
"11","A","Lut","yes",1,0,3,"0.72","0.24","-0.58"
"12","H","Hul","yes",3,2,2,"1.19","-0.24","-0.82"
"13","A","Rot","yes",0,-1,1,"0.80","0.17","-0.65"
"14","H","PNE","yes",0,-1,0,"0.83","0.13","-0.52"
"15","A","Mid","yes",1,0,0,"0.48","0.50","-0.02"
"16","H","Mil","yes",3,1,1,"1.18","-0.24","-0.26"
"17","H","Sun","yes",0,-2,0,"0.97","-0.02","-0.28"
"18","A","Bbn","yes",0,-1,0,"0.46","0.52","0.24"
"19","A","QPR","yes",3,1,2,"0.87","0.09","0.33"
"20","H","Swa","yes",1,0,0,"1.23","-0.28","0.05"
"21","A","ShU","yes",0,-1,0,"0.35","0.63","0.68"
"22","H","Wat","yes",0,-2,0,"1.20","-0.26","0.42"
"23","A","PNE","yes",3,1,2,"1.10","-0.15","0.28"
"24","H","Rot","yes",3,2,2,"1.56","-0.63","-0.35"
"25","H","Lut","yes",0,-1,1,"0.82","0.14","-0.21"
"26","A","Hul","yes",1,0,1,"0.84","0.12","-0.09"
"27","A","Cov","yes",0,-2,0,"0.61","0.36","0.27"
"28","H","QPR","yes",1,0,1,"1.20","-0.25","0.02"
"29","A","Bpl","yes",1,0,2,"1.10","-0.15","-0.13"
"30","A","Wig","yes",0,-1,0,"1.26","-0.32","-0.45"
"31","A","Sto","no",NA,NA,NA,"0.97","-0.01","-0.46"
"32","H","Bir","no",NA,NA,NA,"1.16","-0.22","-0.67"
"33","A","Bur","no",NA,NA,NA,"0.22","0.77","0.10"
"34","H","Cov","no",NA,NA,NA,"1.39","-0.46","-0.36"
"35","H","BrC","no",NA,NA,NA,"1.21","-0.27","-0.63"
"36","A","WBA","no",NA,NA,NA,"0.59","0.38","-0.24"
"37","H","Nor","no",NA,NA,NA,"0.97","-0.02","-0.26"
"38","A","Mil","no",NA,NA,NA,"0.48","0.49","0.23"
"39","H","Mid","no",NA,NA,NA,"1.11","-0.16","0.07"
"40","A","Wat","no",NA,NA,NA,"0.58","0.40","0.47"
"41","H","Bbn","no",NA,NA,NA,"1.31","-0.37","0.10"
"42","A","Swa","no",NA,NA,NA,"0.70","0.27","0.37"
"43","A","Sun","no",NA,NA,NA,"0.72","0.25","0.62"
"44","H","ShU","no",NA,NA,NA,"0.79","0.18","0.79"
"45","A","Car","no",NA,NA,NA,"0.96","-0.01","0.78"
"46","H","Rea","no",NA,NA,NA,"1.71","-0.78","-0.00"
