"","HA","vs","played","Pts","GD","ePts","sched","cumulative"
"1","H","Cov","yes",1,0,"1.26","-0.06","-0.06"
"2","A","BrC","no",NA,NA,"1.34","-0.13","-0.18"
"3","H","QPR","no",NA,NA,"1.40","-0.18","-0.36"
"4","A","ShU","no",NA,NA,"1.34","-0.13","-0.49"
"5","A","Sto","no",NA,NA,"1.34","-0.13","-0.61"
"6","H","Nor","no",NA,NA,"1.40","-0.18","-0.79"
"7","H","Rot","no",NA,NA,"1.22","-0.02","-0.82"
"8","A","Mod","no",NA,NA,"1.31","-0.10","-0.92"
"9","H","Mil","no",NA,NA,"0.99","0.17","-0.74"
"10","A","Rea","no",NA,NA,"1.34","-0.13","-0.87"
"11","A","Wat","no",NA,NA,"0.84","0.29","-0.58"
"12","H","PNE","no",NA,NA,"1.26","-0.06","-0.64"
"13","H","Bpl","no",NA,NA,"0.99","0.17","-0.47"
"14","A","Swa","no",NA,NA,"1.27","-0.06","-0.53"
"15","H","Wig","no",NA,NA,"1.22","-0.02","-0.55"
"16","A","Bbn","no",NA,NA,"0.84","0.29","-0.26"
"17","H","Bur","no",NA,NA,"0.80","0.33","0.06"
"18","A","Lut","no",NA,NA,"1.31","-0.10","-0.04"
"19","A","Hud","no",NA,NA,"1.45","-0.22","-0.26"
"20","H","Car","no",NA,NA,"0.99","0.17","-0.09"
"21","A","Bir","no",NA,NA,"1.27","-0.06","-0.15"
"22","H","WBA","no",NA,NA,"1.26","-0.06","-0.21"
"23","A","Hul","no",NA,NA,"0.84","0.29","0.08"
"24","H","Bbn","no",NA,NA,"0.99","0.17","0.25"
"25","A","Wig","no",NA,NA,"1.31","-0.10","0.15"
"26","A","Bpl","no",NA,NA,"0.84","0.29","0.45"
"27","H","Swa","no",NA,NA,"1.26","-0.06","0.39"
"28","H","Mod","no",NA,NA,"1.22","-0.02","0.36"
"29","A","Rot","no",NA,NA,"1.31","-0.10","0.26"
"30","A","Mil","no",NA,NA,"0.84","0.29","0.55"
"31","H","Rea","no",NA,NA,"1.40","-0.18","0.38"
"32","A","QPR","no",NA,NA,"1.34","-0.13","0.25"
"33","H","BrC","no",NA,NA,"1.40","-0.18","0.07"
"34","A","Cov","no",NA,NA,"1.27","-0.06","0.01"
"35","H","Sto","no",NA,NA,"1.40","-0.18","-0.17"
"36","A","Nor","no",NA,NA,"1.34","-0.13","-0.30"
"37","H","ShU","no",NA,NA,"1.40","-0.18","-0.47"
"38","H","Lut","no",NA,NA,"1.22","-0.02","-0.50"
"39","A","Bur","no",NA,NA,"1.03","0.13","-0.36"
"40","H","Hul","no",NA,NA,"0.99","0.17","-0.19"
"41","A","Car","no",NA,NA,"0.84","0.29","0.10"
"42","H","Bir","no",NA,NA,"1.26","-0.06","0.04"
"43","H","Hud","no",NA,NA,"1.29","-0.08","-0.04"
"44","A","WBA","no",NA,NA,"1.27","-0.06","-0.11"
"45","H","Wat","no",NA,NA,"0.99","0.17","0.06"
"46","A","PNE","no",NA,NA,"1.27","-0.06","-0.00"
