"","HA","vs","played","Pts","GD","GS","ePts","sched","cumulative"
"1","A","Wat","yes",0,-1,0,"1.57","0.20","0.20"
"2","H","Mil","yes",3,2,2,"2.17","-0.10","0.11"
"3","A","Mid","yes",1,0,2,"1.34","0.32","0.43"
"4","H","Sun","yes",3,1,2,"1.88","0.05","0.48"
"5","H","Bbn","yes",3,3,3,"2.26","-0.14","0.33"
"6","A","Lut","yes",1,0,1,"1.50","0.24","0.58"
"7","H","Rea","yes",3,4,4,"2.63","-0.33","0.25"
"8","A","Hul","yes",3,2,2,"1.81","0.08","0.33"
"9","A","Swa","yes",3,1,1,"1.65","0.16","0.49"
"10","A","PNE","yes",3,2,2,"1.99","-0.01","0.49"
"11","H","Bir","yes",1,0,1,"2.27","-0.15","0.34"
"12","H","QPR","yes",0,-1,0,"2.24","-0.13","0.21"
"13","A","Sto","yes",0,-2,1,"2.16","-0.09","0.11"
"14","H","Bpl","yes",1,0,3,"2.44","-0.23","-0.12"
"15","A","Cov","yes",0,-1,0,"1.60","0.19","0.07"
"16","H","Nor","yes",1,0,2,"2.05","-0.04","0.03"
"17","A","WBA","yes",3,2,2,"1.53","0.23","0.26"
"18","A","BrC","yes",3,1,1,"1.78","0.10","0.36"
"19","H","Bur","yes",3,3,5,"1.46","0.26","0.63"
"20","H","Rot","yes",0,-1,0,"2.51","-0.27","0.36"
"21","A","Car","yes",3,1,1,"2.10","-0.06","0.30"
"22","H","Hud","yes",3,1,1,"2.43","-0.23","0.07"
"23","A","Wig","yes",3,1,2,"2.20","-0.11","-0.05"
"24","H","Cov","yes",3,2,3,"2.08","-0.05","-0.10"
"25","A","Bpl","yes",3,1,2,"2.14","-0.08","-0.18"
"26","A","QPR","yes",1,0,1,"2.17","-0.10","-0.27"
"27","H","Sto","yes",3,2,3,"2.15","-0.09","-0.36"
"28","H","Hul","yes",3,1,1,"2.30","-0.16","-0.52"
"29","A","Rot","yes",1,0,0,"1.82","0.08","-0.44"
"30","H","Swa","yes",3,3,3,"2.17","-0.10","-0.54"
"31","H","Mid","yes",0,-2,1,"2.18","-0.10","-0.64"
"32","A","Mil","yes",0,-1,2,"1.57","0.21","-0.43"
"33","H","Wat","yes",3,1,1,"2.32","-0.17","-0.61"
"34","A","Bbn","yes",0,-1,0,"1.40","0.29","-0.32"
"35","A","Rea","yes",3,1,1,"1.62","0.18","-0.14"
"36","H","Lut","yes",0,-1,0,"1.76","0.11","-0.02"
"37","A","Sun","yes",3,1,2,"1.84","0.07","0.05"
"38","A","Nor","yes",3,1,1,"1.96","0.01","0.06"
"39","H","Wig","yes",3,1,1,"2.36","-0.19","-0.13"
"40","A","Bur","yes",0,-2,0,"0.87","0.56","0.43"
"41","H","Car","yes",3,3,4,"2.33","-0.18","0.25"
"42","H","BrC","yes",3,1,1,"2.30","-0.16","0.09"
"43","H","WBA","yes",3,2,2,"2.26","-0.14","-0.05"
"44","H","PNE","yes",3,3,4,"1.98","0.00","-0.05"
"45","A","Hud","yes",0,-1,0,"1.82","0.08","0.03"
"46","A","Bir","yes",3,1,2,"2.03","-0.03","-0.00"
