"","HA","vs","played","Pts","GD","ePts","sched","cumulative"
"1","A","Hud","yes",3,1,"1.94","-0.21","-0.21"
"2","H","Lut","no",NA,NA,"1.54","0.04","-0.16"
"3","A","Wat","no",NA,NA,"1.31","0.19","0.02"
"4","H","Hul","no",NA,NA,"1.29","0.20","0.22"
"5","H","Bpl","no",NA,NA,"1.29","0.20","0.42"
"6","A","Wig","no",NA,NA,"1.81","-0.13","0.29"
"7","H","Mil","no",NA,NA,"1.29","0.20","0.49"
"8","A","WBA","no",NA,NA,"1.77","-0.10","0.39"
"9","H","Nor","no",NA,NA,"1.72","-0.07","0.32"
"10","A","PNE","no",NA,NA,"1.77","-0.10","0.22"
"11","H","BrC","no",NA,NA,"1.72","-0.07","0.15"
"12","A","Car","no",NA,NA,"1.31","0.19","0.34"
"13","H","Sto","no",NA,NA,"1.72","-0.07","0.27"
"14","A","Cov","no",NA,NA,"1.77","-0.10","0.17"
"15","H","Swa","no",NA,NA,"1.58","0.02","0.19"
"16","A","Bir","no",NA,NA,"1.77","-0.10","0.09"
"17","A","Sun","no",NA,NA,"1.81","-0.13","-0.04"
"18","H","Rea","no",NA,NA,"1.72","-0.07","-0.11"
"19","H","Rot","no",NA,NA,"1.54","0.04","-0.07"
"20","A","ShU","no",NA,NA,"1.84","-0.14","-0.21"
"21","H","Bbn","no",NA,NA,"1.29","0.20","-0.01"
"22","A","QPR","no",NA,NA,"1.84","-0.14","-0.15"
"23","H","Mod","no",NA,NA,"1.54","0.04","-0.11"
"24","H","Bir","no",NA,NA,"1.58","0.02","-0.09"
"25","A","Sto","no",NA,NA,"1.84","-0.14","-0.23"
"26","A","Swa","no",NA,NA,"1.77","-0.10","-0.33"
"27","H","Cov","no",NA,NA,"1.58","0.02","-0.32"
"28","H","WBA","no",NA,NA,"1.58","0.02","-0.30"
"29","A","Mil","no",NA,NA,"1.31","0.19","-0.11"
"30","A","Nor","no",NA,NA,"1.84","-0.14","-0.26"
"31","H","PNE","no",NA,NA,"1.58","0.02","-0.24"
"32","H","Wat","no",NA,NA,"1.29","0.20","-0.04"
"33","A","Lut","no",NA,NA,"1.81","-0.13","-0.17"
"34","H","Hud","no",NA,NA,"1.61","-0.00","-0.17"
"35","A","Bpl","no",NA,NA,"1.31","0.19","0.02"
"36","H","Wig","no",NA,NA,"1.54","0.04","0.06"
"37","A","Hul","no",NA,NA,"1.31","0.19","0.25"
"38","A","Bbn","no",NA,NA,"1.31","0.19","0.43"
"39","H","Sun","no",NA,NA,"1.54","0.04","0.48"
"40","A","Mod","no",NA,NA,"1.81","-0.13","0.35"
"41","H","ShU","no",NA,NA,"1.72","-0.07","0.28"
"42","A","Rea","no",NA,NA,"1.84","-0.14","0.14"
"43","A","Rot","no",NA,NA,"1.81","-0.13","0.02"
"44","H","QPR","no",NA,NA,"1.72","-0.07","-0.06"
"45","A","BrC","no",NA,NA,"1.84","-0.14","-0.20"
"46","H","Car","no",NA,NA,"1.29","0.20","-0.00"
