"","HA","vs","played","Pts","GD","GS","ePts","sched","cumulative"
"1","H","Swa","yes",1,0,1,"1.29","-0.22","-0.22"
"2","H","Rea","yes",3,4,4,"1.78","-0.69","-0.92"
"3","A","PNE","yes",1,0,0,"1.31","-0.24","-1.16"
"4","A","QPR","yes",1,0,1,"1.12","-0.07","-1.23"
"5","H","Bir","yes",3,2,2,"1.27","-0.21","-1.43"
"6","A","Sun","yes",0,-3,0,"0.91","0.14","-1.29"
"7","H","Wat","yes",1,0,1,"1.17","-0.11","-1.41"
"8","H","Bpl","yes",3,3,3,"1.54","-0.47","-1.87"
"9","A","Mid","yes",1,0,0,"0.57","0.46","-1.41"
"10","H","Wig","yes",0,-2,0,"1.31","-0.25","-1.66"
"11","H","Mil","yes",1,0,1,"1.25","-0.19","-1.85"
"12","A","Bbn","yes",0,-3,0,"0.54","0.48","-1.36"
"13","H","Hud","yes",3,1,2,"1.85","-0.76","-2.12"
"14","A","Sto","yes",3,1,1,"1.10","-0.05","-2.17"
"15","H","Hul","yes",0,-2,2,"1.28","-0.21","-2.38"
"16","A","Cov","yes",1,0,2,"0.71","0.32","-2.06"
"17","A","Car","yes",0,-1,0,"1.10","-0.04","-2.10"
"18","A","Bur","yes",0,-1,2,"0.32","0.69","-1.41"
"19","H","Nor","yes",0,-1,1,"1.04","0.01","-1.40"
"20","A","ShU","yes",3,1,1,"0.52","0.50","-0.90"
"21","A","Lut","yes",1,0,1,"0.94","0.10","-0.79"
"22","H","BrC","yes",0,-2,1,"1.24","-0.18","-0.97"
"23","A","WBA","yes",0,-3,0,"0.78","0.26","-0.71"
"24","H","Sto","yes",1,0,2,"1.34","-0.28","-0.99"
"25","A","Hud","yes",0,-2,0,"1.02","0.03","-0.96"
"26","A","Mil","yes",0,-3,0,"0.55","0.48","-0.48"
"27","H","Bbn","yes",3,4,4,"1.32","-0.25","-0.73"
"28","A","Wat","yes",1,0,1,"0.67","0.36","-0.37"
"29","H","ShU","yes",1,0,0,"0.86","0.18","-0.19"
"30","A","Bpl","yes",1,0,0,"1.22","-0.16","-0.35"
"31","A","Rea","yes",0,-1,1,"0.59","0.44","0.09"
"32","H","Cov","yes",0,-2,0,"1.30","-0.24","-0.15"
"33","H","Sun","no",NA,NA,NA,"0.92","0.13","-0.02"
"34","A","Swa","no",NA,NA,NA,"0.82","0.22","0.20"
"35","H","QPR","no",NA,NA,NA,"1.25","-0.19","0.01"
"36","A","Bir","no",NA,NA,NA,"1.11","-0.05","-0.04"
"37","H","PNE","no",NA,NA,NA,"0.88","0.17","0.13"
"38","H","Car","no",NA,NA,NA,"1.50","-0.43","-0.30"
"39","A","Hul","no",NA,NA,NA,"1.03","0.02","-0.28"
"40","H","WBA","no",NA,NA,NA,"1.22","-0.16","-0.44"
"41","A","Nor","no",NA,NA,NA,"0.94","0.11","-0.33"
"42","H","Lut","no",NA,NA,NA,"0.88","0.17","-0.16"
"43","H","Bur","no",NA,NA,NA,"0.63","0.41","0.25"
"44","A","BrC","no",NA,NA,NA,"0.96","0.09","0.34"
"45","H","Mid","no",NA,NA,NA,"1.00","0.05","0.38"
"46","A","Wig","no",NA,NA,NA,"1.46","-0.38","0.00"
