"","HA","vs","played","Pts","GD","GS","ePts","sched","cumulative"
"1","A","Mid","yes",1,0,1,"1.22","0.19","0.19"
"2","H","Wat","yes",1,0,1,"1.52","-0.01","0.18"
"3","A","Bbn","yes",0,-1,1,"0.98","0.35","0.53"
"4","H","Car","yes",1,0,0,"1.86","-0.23","0.30"
"5","H","Hul","yes",3,3,5,"1.49","0.02","0.32"
"6","A","Hud","yes",1,0,2,"1.65","-0.09","0.23"
"7","A","Wig","yes",1,0,1,"2.08","-0.38","-0.15"
"8","H","Bur","yes",1,0,1,"1.03","0.32","0.17"
"9","H","Bir","yes",0,-1,2,"1.70","-0.13","0.04"
"10","A","Nor","yes",1,0,1,"1.54","-0.02","0.02"
"11","H","Swa","yes",0,-1,2,"1.56","-0.03","-0.01"
"12","A","PNE","yes",0,-1,0,"1.82","-0.20","-0.21"
"13","H","Lut","yes",1,0,0,"1.20","0.21","-0.00"
"14","A","Rea","yes",3,2,2,"1.03","0.32","0.31"
"15","H","BrC","yes",0,-2,0,"1.71","-0.13","0.18"
"16","A","Mil","yes",0,-1,1,"1.03","0.32","0.50"
"17","H","ShU","yes",0,-2,0,"1.09","0.28","0.78"
"18","H","Bpl","yes",3,1,1,"1.84","-0.21","0.57"
"19","A","QPR","yes",3,1,1,"1.51","0.00","0.57"
"20","H","Sto","yes",3,2,2,"1.57","-0.04","0.53"
"21","A","Sun","yes",3,1,2,"1.62","-0.07","0.46"
"22","H","Rot","yes",3,3,3,"1.94","-0.28","0.18"
"23","A","Cov","yes",0,-1,0,"1.24","0.18","0.36"
"24","A","BrC","yes",3,2,2,"1.57","-0.04","0.32"
"25","H","PNE","yes",3,2,2,"1.21","0.20","0.52"
"26","H","Rea","yes",3,1,1,"1.96","-0.30","0.22"
"27","A","Lut","yes",3,1,3,"1.61","-0.07","0.16"
"28","A","Bur","no",NA,NA,NA,"0.65","0.57","0.73"
"29","H","Wig","no",NA,NA,NA,"1.71","-0.13","0.60"
"30","H","Cov","no",NA,NA,NA,"1.75","-0.16","0.44"
"31","A","Bir","no",NA,NA,NA,"1.66","-0.10","0.34"
"32","H","Bbn","no",NA,NA,NA,"1.72","-0.13","0.21"
"33","A","Wat","no",NA,NA,NA,"1.12","0.26","0.47"
"34","H","Mid","no",NA,NA,NA,"1.49","0.01","0.48"
"35","A","Hul","no",NA,NA,NA,"1.78","-0.17","0.30"
"36","H","Hud","no",NA,NA,NA,"2.01","-0.33","-0.03"
"37","A","Car","no",NA,NA,NA,"1.61","-0.06","-0.09"
"38","A","ShU","no",NA,NA,NA,"0.96","0.37","0.28"
"39","H","Mil","no",NA,NA,NA,"1.78","-0.18","0.10"
"40","A","Rot","no",NA,NA,NA,"1.56","-0.03","0.07"
"41","H","QPR","no",NA,NA,NA,"1.46","0.04","0.11"
"42","A","Sto","no",NA,NA,NA,"1.83","-0.21","-0.10"
"43","A","Bpl","no",NA,NA,NA,"1.83","-0.21","-0.31"
"44","H","Sun","no",NA,NA,NA,"1.38","0.09","-0.23"
"45","H","Nor","no",NA,NA,NA,"1.36","0.10","-0.13"
"46","A","Swa","no",NA,NA,NA,"1.32","0.13","0.00"
