"","HA","vs","played","Pts","GD","GS","ePts","sched","cumulative"
"1","H","Bir","yes",1,0,0,"1.60","0.03","0.03"
"2","A","Bur","yes",1,0,1,"0.90","0.45","0.48"
"3","H","PNE","yes",0,-1,0,"1.13","0.32","0.80"
"4","A","BrC","yes",0,-2,0,"1.77","-0.07","0.73"
"5","A","Swa","yes",3,2,2,"1.85","-0.12","0.61"
"6","H","ShU","yes",1,0,1,"1.03","0.38","0.98"
"7","A","Car","yes",3,1,2,"1.97","-0.20","0.78"
"8","H","Wig","yes",0,-1,1,"1.73","-0.05","0.74"
"9","H","Cov","yes",1,0,2,"1.50","0.09","0.83"
"10","H","Bbn","yes",3,2,2,"1.58","0.04","0.87"
"11","A","Hul","yes",3,2,2,"1.92","-0.16","0.71"
"12","H","Hud","yes",1,0,3,"1.99","-0.21","0.50"
"13","A","WBA","yes",1,0,0,"1.51","0.08","0.58"
"14","H","QPR","yes",3,2,3,"1.67","-0.02","0.56"
"15","A","Nor","yes",3,1,1,"1.78","-0.08","0.48"
"16","A","Wat","yes",0,-4,0,"1.54","0.06","0.54"
"17","H","Sun","yes",1,0,1,"1.26","0.24","0.78"
"18","H","Rea","yes",1,0,0,"2.08","-0.26","0.52"
"19","A","Bpl","yes",3,1,1,"2.08","-0.26","0.25"
"20","A","Sto","yes",0,-2,0,"1.99","-0.21","0.05"
"21","H","Rot","yes",1,0,1,"1.92","-0.16","-0.12"
"22","A","Mid","yes",0,-1,1,"1.32","0.20","0.08"
"23","H","Nor","yes",3,1,2,"1.29","0.22","0.30"
"24","A","QPR","yes",3,3,3,"2.07","-0.26","0.04"
"25","A","Hud","yes",3,1,2,"2.03","-0.23","-0.19"
"26","H","WBA","yes",0,-1,2,"1.59","0.04","-0.15"
"27","A","Wig","yes",3,2,2,"2.30","-0.39","-0.55"
"28","H","Car","yes",3,1,1,"1.90","-0.15","-0.70"
"29","H","Sto","yes",3,1,1,"1.43","0.13","-0.57"
"30","A","Cov","yes",1,0,1,"1.56","0.05","-0.51"
"31","A","PNE","yes",1,0,1,"2.06","-0.25","-0.76"
"32","H","Bur","yes",0,-1,0,"0.88","0.46","-0.30"
"33","A","Bir","yes",3,1,1,"2.02","-0.23","-0.52"
"34","H","Mil","yes",1,0,2,"1.39","0.16","-0.36"
"35","H","Swa","yes",3,1,1,"1.67","-0.01","-0.37"
"36","A","ShU","yes",3,1,1,"1.31","0.20","-0.17"
"37","H","BrC","yes",3,1,1,"1.71","-0.04","-0.21"
"38","A","Sun","yes",1,0,1,"1.94","-0.18","-0.39"
"39","H","Wat","no",NA,NA,NA,"1.56","0.05","-0.33"
"40","A","Mil","no",NA,NA,NA,"1.52","0.08","-0.26"
"41","H","Bpl","no",NA,NA,NA,"1.93","-0.17","-0.43"
"42","A","Rot","no",NA,NA,NA,"1.88","-0.14","-0.57"
"43","A","Rea","no",NA,NA,NA,"1.59","0.04","-0.54"
"44","H","Mid","no",NA,NA,NA,"1.27","0.23","-0.31"
"45","A","Bbn","no",NA,NA,NA,"1.18","0.28","-0.02"
"46","H","Hul","no",NA,NA,NA,"1.61","0.02","0.00"
