"","HA","vs","played","Pts","GD","ePts","sched","cumulative"
"1","H","ShU","yes",3,1,"1.94","-0.21","-0.21"
"2","A","WBA","no",NA,NA,"1.54","0.04","-0.16"
"3","H","Bur","no",NA,NA,"1.31","0.19","0.02"
"4","A","Bir","no",NA,NA,"1.54","0.04","0.07"
"5","A","PNE","no",NA,NA,"1.54","0.04","0.11"
"6","H","QPR","no",NA,NA,"1.94","-0.21","-0.10"
"7","H","Mod","no",NA,NA,"1.77","-0.10","-0.19"
"8","A","Rot","no",NA,NA,"1.58","0.02","-0.18"
"9","H","Rea","no",NA,NA,"1.94","-0.21","-0.38"
"10","A","Bbn","no",NA,NA,"1.08","0.33","-0.06"
"11","H","Sun","no",NA,NA,"1.77","-0.10","-0.16"
"12","A","Sto","no",NA,NA,"1.61","-0.00","-0.16"
"13","H","Swa","no",NA,NA,"1.81","-0.13","-0.28"
"14","A","Bpl","no",NA,NA,"1.08","0.33","0.04"
"15","H","Nor","no",NA,NA,"1.94","-0.21","-0.16"
"16","A","Mil","no",NA,NA,"1.08","0.33","0.17"
"17","H","Lut","no",NA,NA,"1.77","-0.10","0.07"
"18","A","Wig","no",NA,NA,"1.58","0.02","0.08"
"19","A","Car","no",NA,NA,"1.08","0.33","0.41"
"20","H","Cov","no",NA,NA,"1.81","-0.13","0.29"
"21","A","BrC","no",NA,NA,"1.61","-0.00","0.28"
"22","H","Hul","no",NA,NA,"1.53","0.05","0.34"
"23","A","Hud","no",NA,NA,"1.72","-0.07","0.27"
"24","H","Mil","no",NA,NA,"1.53","0.05","0.32"
"25","A","Swa","no",NA,NA,"1.54","0.04","0.36"
"26","A","Nor","no",NA,NA,"1.61","-0.00","0.36"
"27","H","Bpl","no",NA,NA,"1.53","0.05","0.41"
"28","H","Rot","no",NA,NA,"1.77","-0.10","0.31"
"29","A","Mod","no",NA,NA,"1.58","0.02","0.33"
"30","A","Rea","no",NA,NA,"1.61","-0.00","0.33"
"31","H","Bbn","no",NA,NA,"1.53","0.05","0.38"
"32","A","Bur","no",NA,NA,"1.29","0.20","0.58"
"33","H","WBA","no",NA,NA,"1.81","-0.13","0.45"
"34","A","ShU","no",NA,NA,"1.61","-0.00","0.45"
"35","H","PNE","no",NA,NA,"1.81","-0.13","0.33"
"36","A","QPR","no",NA,NA,"1.61","-0.00","0.32"
"37","H","Bir","no",NA,NA,"1.81","-0.13","0.20"
"38","H","Wig","no",NA,NA,"1.77","-0.10","0.10"
"39","A","Lut","no",NA,NA,"1.58","0.02","0.12"
"40","H","Hud","no",NA,NA,"1.84","-0.14","-0.03"
"41","A","Cov","no",NA,NA,"1.54","0.04","0.02"
"42","H","BrC","no",NA,NA,"1.94","-0.21","-0.19"
"43","H","Car","no",NA,NA,"1.53","0.05","-0.14"
"44","A","Hul","no",NA,NA,"1.08","0.33","0.19"
"45","A","Sun","no",NA,NA,"1.58","0.02","0.21"
"46","H","Sto","no",NA,NA,"1.94","-0.21","-0.00"
