"","HA","vs","played","Pts","GD","GS","ePts","sched","cumulative"
"1","H","WBA","yes",1,0,1,"1.23","-0.11","-0.11"
"2","A","QPR","yes",0,-1,2,"0.93","0.17","0.06"
"3","H","ShU","no",NA,NA,NA,"1.21","-0.09","-0.03"
"4","A","Sto","no",NA,NA,NA,"0.92","0.17","0.15"
"5","A","Rea","no",NA,NA,NA,"0.92","0.17","0.32"
"6","H","Swa","no",NA,NA,NA,"1.27","-0.14","0.18"
"7","A","Wat","no",NA,NA,NA,"0.88","0.21","0.39"
"8","H","Sun","no",NA,NA,NA,"0.96","0.14","0.53"
"9","A","Bpl","no",NA,NA,NA,"0.92","0.17","0.70"
"10","H","Car","no",NA,NA,NA,"1.23","-0.10","0.60"
"11","H","Rot","no",NA,NA,NA,"1.19","-0.06","0.54"
"12","A","Cov","no",NA,NA,NA,"1.11","0.01","0.54"
"13","H","Bir","no",NA,NA,NA,"1.11","0.00","0.54"
"14","A","Mil","no",NA,NA,NA,"0.92","0.17","0.72"
"15","H","Bbn","no",NA,NA,NA,"0.82","0.26","0.98"
"16","A","Wig","no",NA,NA,NA,"1.17","-0.05","0.93"
"17","H","Hud","no",NA,NA,NA,"1.39","-0.25","0.68"
"18","A","PNE","no",NA,NA,NA,"1.15","-0.03","0.65"
"19","A","Hul","no",NA,NA,NA,"0.90","0.19","0.84"
"20","H","BrC","no",NA,NA,NA,"1.39","-0.25","0.59"
"21","A","Nor","no",NA,NA,NA,"1.22","-0.09","0.50"
"22","H","Lut","no",NA,NA,NA,"1.21","-0.08","0.41"
"23","A","Bur","no",NA,NA,NA,"1.05","0.06","0.47"
"24","H","Wig","no",NA,NA,NA,"1.24","-0.11","0.36"
"25","A","Bbn","no",NA,NA,NA,"0.76","0.32","0.68"
"26","A","Bir","no",NA,NA,NA,"0.90","0.19","0.87"
"27","H","Mil","no",NA,NA,NA,"1.22","-0.09","0.78"
"28","A","Sun","no",NA,NA,NA,"1.05","0.06","0.84"
"29","H","Wat","no",NA,NA,NA,"1.10","0.01","0.85"
"30","H","Bpl","no",NA,NA,NA,"1.22","-0.09","0.76"
"31","A","Car","no",NA,NA,NA,"0.94","0.15","0.91"
"32","A","ShU","no",NA,NA,NA,"0.92","0.17","1.09"
"33","H","QPR","no",NA,NA,NA,"1.20","-0.07","1.01"
"34","A","WBA","no",NA,NA,NA,"1.15","-0.03","0.98"
"35","H","Rea","no",NA,NA,NA,"1.22","-0.09","0.89"
"36","A","Swa","no",NA,NA,NA,"1.25","-0.12","0.77"
"37","H","Sto","no",NA,NA,NA,"1.22","-0.09","0.68"
"38","H","PNE","no",NA,NA,NA,"1.23","-0.10","0.58"
"39","A","Hud","no",NA,NA,NA,"1.32","-0.19","0.39"
"40","H","Bur","no",NA,NA,NA,"0.96","0.14","0.52"
"41","A","BrC","no",NA,NA,NA,"1.32","-0.19","0.34"
"42","H","Nor","no",NA,NA,NA,"1.35","-0.21","0.13"
"43","H","Hul","no",NA,NA,NA,"1.12","-0.00","0.13"
"44","A","Lut","no",NA,NA,NA,"1.14","-0.02","0.10"
"45","A","Rot","no",NA,NA,NA,"1.15","-0.03","0.07"
"46","H","Cov","no",NA,NA,NA,"1.19","-0.07","0.00"
