"","HA","vs","played","Pts","GD","GS","ePts","sched","cumulative"
"1","H","BrC","yes",3,1,2,"1.55","-0.23","-0.23"
"2","A","PNE","yes",1,0,0,"1.34","-0.06","-0.29"
"3","H","Nor","yes",3,1,2,"1.22","0.03","-0.27"
"4","A","Bur","yes",1,0,1,"0.42","0.66","0.40"
"5","A","WBA","yes",0,-3,2,"0.89","0.30","0.70"
"6","H","Cov","yes",3,1,3,"1.26","0.00","0.70"
"7","A","QPR","yes",0,-2,1,"1.56","-0.23","0.46"
"8","H","ShU","yes",0,-2,0,"0.94","0.25","0.72"
"9","H","Sto","yes",0,-3,0,"1.35","-0.07","0.65"
"10","A","Swa","yes",0,-3,0,"0.99","0.21","0.86"
"11","H","Lut","yes",0,-2,0,"0.93","0.27","1.12"
"12","H","Wig","yes",3,1,2,"1.65","-0.31","0.81"
"13","A","Hud","yes",0,-2,0,"1.15","0.09","0.90"
"14","H","Bir","yes",0,-2,0,"1.52","-0.20","0.70"
"15","A","Bpl","yes",3,2,3,"1.52","-0.21","0.49"
"16","A","Rot","yes",3,2,4,"1.15","0.08","0.58"
"17","H","Bbn","yes",0,-1,0,"1.50","-0.19","0.38"
"18","H","Mid","yes",0,-2,1,"1.38","-0.10","0.29"
"19","A","Mil","yes",1,0,0,"0.92","0.27","0.56"
"20","A","Car","yes",3,1,3,"1.47","-0.17","0.39"
"21","H","Rea","yes",0,-1,1,"2.14","-0.70","-0.31"
"22","A","Wat","yes",1,0,0,"0.92","0.27","-0.04"
"23","H","Sun","yes",1,0,1,"1.04","0.17","0.13"
"24","H","Bpl","yes",1,0,1,"1.78","-0.41","-0.28"
"25","A","Bir","yes",3,1,1,"1.39","-0.10","-0.38"
"26","A","Wig","yes",3,3,4,"1.60","-0.27","-0.65"
"27","H","Hud","yes",1,0,1,"1.77","-0.40","-1.06"
"28","A","ShU","yes",0,-1,0,"0.52","0.59","-0.47"
"29","H","QPR","yes",3,3,3,"1.48","-0.17","-0.64"
"30","H","Car","yes",3,1,1,"1.60","-0.27","-0.91"
"31","A","Sto","yes",1,0,0,"1.55","-0.23","-1.14"
"32","A","Nor","yes",0,-2,1,"1.30","-0.03","-1.18"
"33","H","PNE","yes",1,0,0,"1.15","0.09","-1.08"
"34","A","BrC","yes",0,-1,0,"1.11","0.12","-0.96"
"35","H","WBA","yes",3,2,2,"1.51","-0.19","-1.16"
"36","A","Cov","yes",1,0,1,"0.95","0.25","-0.91"
"37","H","Bur","yes",0,-2,1,"0.69","0.46","-0.45"
"38","A","Rea","yes",1,0,1,"0.96","0.24","-0.22"
"39","H","Rot","yes",1,0,0,"1.91","-0.51","-0.73"
"40","A","Sun","yes",1,0,4,"1.18","0.07","-0.66"
"41","H","Mil","yes",3,1,1,"1.38","-0.09","-0.76"
"42","A","Bbn","yes",1,0,0,"0.78","0.38","-0.38"
"43","A","Mid","yes",0,-2,1,"0.74","0.41","0.04"
"44","H","Wat","yes",3,1,1,"1.59","-0.26","-0.22"
"45","H","Swa","yes",1,0,1,"1.38","-0.10","-0.32"
"46","A","Lut","yes",1,0,0,"0.86","0.32","0.00"
