"","HA","vs","played","sched","cumulative"
"1","A","Bur","yes","0.24","0.24"
"2","H","Liv","yes","0.72","0.96"
"3","A","BHA","yes","-0.02","0.94"
"4","H","MnU","yes","0.08","1.02"
"5","A","ShU","yes","0.24","1.25"
"6","H","Bou","yes","-0.52","0.74"
"7","A","Tot","yes","0.33","1.06"
"8","H","Che","yes","0.08","1.14"
"9","A","Wol","yes","0.33","1.47"
"10","H","Lei","yes","-0.00","1.47"
"11","A","MnC","yes","0.66","2.13"
"12","H","Eve","yes","-0.25","1.88"
"13","A","Ars","yes","0.27","2.15"
"14","H","Wat","yes","-0.52","1.63"
"15","H","Nor","yes","-0.74","0.90"
"16","A","New","yes","0.04","0.94"
"17","H","WHU","yes","-0.43","0.51"
"18","A","Ast","yes","-0.15","0.36"
"19","A","Che","yes","0.44","0.80"
"20","H","Pal","yes","-0.36","0.44"
"21","H","Tot","yes","-0.06","0.38"
"22","A","Lei","yes","0.38","0.76"
"23","H","Wol","yes","-0.06","0.70"
"24","A","Pal","yes","0.02","0.72"
"25","A","Liv","yes","0.86","1.58"
"26","H","Bur","yes","-0.15","1.43"
"27","H","Ast","yes","-0.50","0.93"
"28","A","WHU","yes","-0.06","0.87"
"29","H","New","yes","-0.34","0.53"
"30","A","Nor","yes","-0.48","0.05"
"31","H","Ars","yes","-0.12","-0.07"
"32","A","Wat","yes","-0.17","-0.24"
"33","H","MnC","yes","0.38","0.14"
"34","A","Eve","yes","0.14","0.28"
"35","A","MnU","yes","0.44","0.72"
"36","H","BHA","yes","-0.39","0.33"
"37","A","Bou","yes","-0.17","0.15"
"38","H","ShU","yes","-0.15","-0.00"
