"","HA","vs","played","sched","cumulative"
"1","H","Sot","yes","-0.19","-0.19"
"2","A","Ars","yes","0.26","0.08"
"3","A","Wol","yes","0.32","0.39"
"4","H","Liv","yes","0.72","1.11"
"5","A","BHA","yes","-0.02","1.08"
"6","H","Nor","yes","-0.70","0.39"
"7","A","Ast","yes","-0.15","0.24"
"8","H","Eve","yes","-0.24","-0.00"
"9","A","Lei","yes","0.37","0.37"
"10","H","Che","yes","0.07","0.44"
"11","A","ShU","yes","0.23","0.67"
"12","H","WHU","yes","-0.41","0.25"
"13","A","Wat","yes","-0.17","0.09"
"14","H","Pal","yes","-0.35","-0.26"
"15","H","MnC","yes","0.37","0.11"
"16","A","Tot","yes","0.32","0.42"
"17","H","New","yes","-0.33","0.10"
"18","A","Bou","yes","-0.17","-0.07"
"19","A","Eve","yes","0.13","0.06"
"20","H","MnU","yes","0.07","0.14"
"21","H","Ast","yes","-0.48","-0.34"
"22","A","Che","yes","0.43","0.09"
"23","H","Lei","yes","-0.00","0.09"
"24","A","MnU","yes","0.43","0.52"
"25","H","Ars","yes","-0.12","0.40"
"26","A","Sot","yes","0.19","0.59"
"27","H","Bou","yes","-0.49","0.10"
"28","A","New","yes","0.04","0.14"
"29","H","Tot","yes","-0.06","0.08"
"30","A","MnC","yes","0.65","0.73"
"31","H","Wat","yes","-0.49","0.24"
"32","A","Pal","yes","0.02","0.25"
"33","H","ShU","yes","-0.15","0.10"
"34","A","WHU","yes","-0.06","0.04"
"35","A","Liv","yes","0.86","0.90"
"36","H","Wol","yes","-0.06","0.84"
"37","A","Nor","yes","-0.46","0.38"
"38","H","BHA","yes","-0.38","-0.00"
