"","HA","vs","played","sched","cumulative"
"1","A","Lei","yes","0.34","0.34"
"2","H","MnU","yes","0.06","0.40"
"3","H","Bur","yes","-0.15","0.25"
"4","A","Eve","yes","0.12","0.37"
"5","H","Che","yes","0.06","0.43"
"6","A","Pal","yes","0.01","0.44"
"7","H","Wat","yes","-0.44","0.00"
"8","A","MnC","yes","0.63","0.63"
"9","H","Sot","yes","-0.18","0.45"
"10","A","New","yes","0.03","0.48"
"11","A","Ars","yes","0.24","0.72"
"12","H","Ast","yes","-0.42","0.30"
"13","A","Bou","yes","-0.16","0.14"
"14","H","ShU","yes","-0.15","-0.00"
"15","H","WHU","yes","-0.37","-0.37"
"16","A","BHA","yes","-0.03","-0.40"
"17","H","Tot","yes","-0.06","-0.46"
"18","A","Nor","yes","-0.40","-0.87"
"19","H","MnC","yes","0.34","-0.53"
"20","A","Liv","yes","0.85","0.32"
"21","A","Wat","yes","-0.16","0.16"
"22","H","New","yes","-0.30","-0.13"
"23","A","Sot","yes","0.17","0.04"
"24","H","Liv","yes","0.69","0.73"
"25","A","MnU","yes","0.41","1.14"
"26","H","Lei","yes","-0.01","1.12"
"27","H","Nor","yes","-0.60","0.52"
"28","A","Tot","yes","0.29","0.81"
"29","H","BHA","yes","-0.34","0.47"
"30","A","WHU","yes","-0.06","0.41"
"31","H","Bou","yes","-0.44","-0.03"
"32","A","Ast","yes","-0.14","-0.17"
"33","H","Ars","yes","-0.11","-0.28"
"34","A","ShU","yes","0.21","-0.08"
"35","H","Eve","yes","-0.22","-0.30"
"36","A","Bur","yes","0.21","-0.09"
"37","H","Pal","yes","-0.31","-0.41"
"38","A","Che","yes","0.41","-0.00"
