"","HA","vs","played","sched","cumulative"
"1","A","MnU","yes","0.37","0.37"
"2","H","Lei","yes","-0.02","0.34"
"3","A","Nor","yes","-0.34","0.01"
"4","H","ShU","yes","-0.13","-0.13"
"5","A","Wol","yes","0.26","0.13"
"6","H","Liv","yes","0.66","0.79"
"7","H","BHA","yes","-0.29","0.49"
"8","A","Sot","yes","0.14","0.64"
"9","H","New","yes","-0.26","0.38"
"10","A","Bur","yes","0.18","0.56"
"11","A","Wat","yes","-0.14","0.42"
"12","H","Pal","yes","-0.27","0.15"
"13","A","MnC","yes","0.59","0.74"
"14","H","WHU","yes","-0.31","0.43"
"15","H","Ast","yes","-0.35","0.08"
"16","A","Eve","yes","0.10","0.17"
"17","H","Bou","yes","-0.37","-0.19"
"18","A","Tot","yes","0.26","0.06"
"19","H","Sot","yes","-0.16","-0.10"
"20","A","Ars","yes","0.21","0.11"
"21","A","BHA","yes","-0.03","0.08"
"22","H","Bur","yes","-0.13","-0.05"
"23","A","New","yes","0.02","-0.03"
"24","H","Ars","yes","-0.11","-0.14"
"25","A","Lei","yes","0.30","0.16"
"26","H","MnU","yes","0.04","0.20"
"27","H","Tot","yes","-0.07","0.14"
"28","A","Bou","yes","-0.14","-0.00"
"29","H","Eve","yes","-0.20","-0.20"
"30","A","Ast","yes","-0.12","-0.32"
"31","H","MnC","yes","0.30","-0.03"
"32","A","WHU","yes","-0.06","-0.09"
"33","H","Wat","yes","-0.37","-0.45"
"34","A","Pal","yes","0.00","-0.45"
"35","A","ShU","yes","0.18","-0.27"
"36","H","Nor","yes","-0.49","-0.76"
"37","A","Liv","yes","0.83","0.07"
"38","H","Wol","yes","-0.07","-0.00"
