"","HA","vs","played","sched","cumulative"
"1","H","Ast","yes","-0.42","-0.42"
"2","A","MnC","yes","0.63","0.20"
"3","H","New","yes","-0.30","-0.09"
"4","A","Ars","yes","0.24","0.15"
"5","H","Pal","yes","-0.31","-0.17"
"6","A","Lei","yes","0.34","0.17"
"7","H","Sot","yes","-0.18","-0.00"
"8","A","BHA","yes","-0.03","-0.03"
"9","H","Wat","yes","-0.44","-0.47"
"10","A","Liv","yes","0.85","0.38"
"11","A","Eve","yes","0.12","0.50"
"12","H","ShU","yes","-0.15","0.35"
"13","A","WHU","yes","-0.06","0.29"
"14","H","Bou","yes","-0.44","-0.15"
"15","A","MnU","yes","0.41","0.26"
"16","H","Bur","yes","-0.15","0.11"
"17","A","Wol","yes","0.29","0.41"
"18","H","Che","yes","0.06","0.46"
"19","H","BHA","yes","-0.34","0.12"
"20","A","Nor","yes","-0.40","-0.28"
"21","A","Sot","yes","0.17","-0.11"
"22","H","Liv","yes","0.69","0.58"
"23","A","Wat","yes","-0.16","0.43"
"24","H","Nor","yes","-0.60","-0.18"
"25","H","MnC","yes","0.34","0.16"
"26","A","Ast","yes","-0.14","0.02"
"27","A","Che","yes","0.41","0.43"
"28","H","Wol","yes","-0.06","0.37"
"29","A","Bur","yes","0.21","0.57"
"30","H","MnU","yes","0.06","0.63"
"31","H","WHU","yes","-0.37","0.26"
"32","A","ShU","yes","0.21","0.47"
"33","H","Eve","yes","-0.22","0.24"
"34","A","Bou","yes","-0.16","0.09"
"35","H","Ars","yes","-0.11","-0.03"
"36","A","New","yes","0.03","0.00"
"37","H","Lei","yes","-0.01","-0.01"
"38","A","Pal","yes","0.01","0.00"
