"","HA","vs","played","sched","cumulative"
"1","H","MnC","yes","0.44","0.44"
"2","A","BHA","yes","-0.01","0.43"
"3","A","Wat","yes","-0.20","0.23"
"4","H","Nor","yes","-1.05","-0.82"
"5","A","Ast","yes","-0.17","-0.99"
"6","H","MnU","yes","0.12","-0.87"
"7","A","Bou","yes","-0.20","-1.07"
"8","H","Pal","yes","-0.44","-1.51"
"9","A","Eve","yes","0.18","-1.33"
"10","H","ShU","yes","-0.16","-1.50"
"11","H","New","yes","-0.42","-1.91"
"12","A","Bur","yes","0.28","-1.63"
"13","H","Tot","yes","-0.04","-1.67"
"14","A","Che","yes","0.50","-1.17"
"15","A","Wol","yes","0.38","-0.79"
"16","H","Ars","yes","-0.11","-0.91"
"17","A","Sot","yes","0.24","-0.66"
"18","A","Pal","yes","0.04","-0.62"
"19","H","Lei","yes","0.03","-0.59"
"20","H","Bou","yes","-0.68","-1.28"
"21","A","ShU","yes","0.28","-0.99"
"22","H","Eve","yes","-0.29","-1.28"
"23","A","Lei","yes","0.43","-0.85"
"24","H","Liv","yes","0.76","-0.08"
"25","H","BHA","yes","-0.50","-0.58"
"26","A","MnC","yes","0.70","0.13"
"27","A","Liv","yes","0.88","1.01"
"28","H","Sot","yes","-0.21","0.79"
"29","A","Ars","yes","0.32","1.12"
"30","H","Wol","yes","-0.04","1.08"
"31","A","Tot","yes","0.38","1.46"
"32","H","Che","yes","0.12","1.58"
"33","A","New","yes","0.06","1.64"
"34","H","Bur","yes","-0.16","1.48"
"35","A","Nor","yes","-0.64","0.84"
"36","H","Wat","yes","-0.68","0.16"
"37","A","MnU","yes","0.50","0.66"
"38","H","Ast","yes","-0.66","0.00"
