"","HA","vs","played","sched","cumulative"
"1","A","Pal","yes","0.03","0.03"
"2","H","Wat","yes","-0.55","-0.53"
"3","A","Ast","yes","-0.16","-0.68"
"4","H","Wol","yes","-0.06","-0.74"
"5","A","Bou","yes","-0.18","-0.92"
"6","H","ShU","yes","-0.16","-1.08"
"7","H","MnC","yes","0.39","-0.68"
"8","A","Bur","yes","0.25","-0.43"
"9","H","WHU","yes","-0.46","-0.89"
"10","A","BHA","yes","-0.02","-0.91"
"11","H","Tot","yes","-0.06","-0.96"
"12","A","Sot","yes","0.21","-0.75"
"13","H","Nor","yes","-0.80","-1.55"
"14","A","Lei","yes","0.39","-1.16"
"15","A","Liv","yes","0.87","-0.30"
"16","H","Che","yes","0.09","-0.21"
"17","A","MnU","yes","0.46","0.25"
"18","H","Ars","yes","-0.12","0.13"
"19","H","Bur","yes","-0.16","-0.02"
"20","A","New","yes","0.05","0.02"
"21","A","MnC","yes","0.67","0.70"
"22","H","BHA","yes","-0.42","0.28"
"23","A","WHU","yes","-0.06","0.22"
"24","H","New","yes","-0.36","-0.14"
"25","A","Wat","yes","-0.18","-0.32"
"26","H","Pal","yes","-0.38","-0.70"
"27","A","Ars","yes","0.29","-0.42"
"28","H","MnU","yes","0.09","-0.33"
"29","A","Che","yes","0.46","0.13"
"30","H","Liv","yes","0.73","0.87"
"31","A","Nor","yes","-0.51","0.35"
"32","H","Lei","yes","0.01","0.36"
"33","A","Tot","yes","0.34","0.70"
"34","H","Sot","yes","-0.20","0.50"
"35","A","Wol","yes","0.34","0.84"
"36","H","Ast","yes","-0.53","0.31"
"37","A","ShU","yes","0.25","0.55"
"38","H","Bou","yes","-0.55","0.00"
