"","HA","vs","played","sched","cumulative"
"1","A","New","yes","0.03","0.03"
"2","H","Bur","yes","-0.15","-0.12"
"3","A","Liv","yes","0.85","0.74"
"4","H","Tot","yes","-0.06","0.68"
"5","A","Wat","yes","-0.16","0.51"
"6","H","Ast","yes","-0.46","0.06"
"7","A","MnU","yes","0.42","0.48"
"8","H","Bou","yes","-0.47","0.01"
"9","A","ShU","yes","0.22","0.23"
"10","H","Pal","yes","-0.33","-0.11"
"11","H","Wol","yes","-0.06","-0.17"
"12","A","Lei","yes","0.36","0.19"
"13","H","Sot","yes","-0.18","0.01"
"14","A","Nor","yes","-0.43","-0.43"
"15","H","BHA","yes","-0.36","-0.79"
"16","A","WHU","yes","-0.06","-0.86"
"17","H","MnC","yes","0.36","-0.50"
"18","A","Eve","yes","0.13","-0.37"
"19","A","Bou","yes","-0.16","-0.54"
"20","H","Che","yes","0.07","-0.47"
"21","H","MnU","yes","0.07","-0.40"
"22","A","Pal","yes","0.02","-0.39"
"23","H","ShU","yes","-0.15","-0.54"
"24","A","Che","yes","0.42","-0.11"
"25","A","Bur","yes","0.22","0.10"
"26","H","New","yes","-0.32","-0.21"
"27","H","Eve","yes","-0.23","-0.45"
"28","H","WHU","yes","-0.40","-0.84"
"29","A","MnC","yes","0.64","-0.20"
"30","A","BHA","yes","-0.02","-0.22"
"31","A","Sot","yes","0.18","-0.04"
"32","H","Nor","yes","-0.66","-0.70"
"33","A","Wol","yes","0.31","-0.39"
"34","H","Lei","yes","-0.01","-0.40"
"35","A","Tot","yes","0.31","-0.09"
"36","H","Liv","yes","0.71","0.61"
"37","A","Ast","yes","-0.14","0.47"
"38","H","Wat","yes","-0.47","0.00"
