"","HA","vs","played","sched","cumulative"
"1","A","Wat","yes","-0.20","-0.20"
"2","H","WHU","yes","-0.53","-0.73"
"3","H","Sot","yes","-0.21","-0.94"
"4","A","MnC","yes","0.70","-0.24"
"5","H","Bur","yes","-0.16","-0.40"
"6","A","New","yes","0.06","-0.34"
"7","A","Che","yes","0.49","0.15"
"8","H","Tot","yes","-0.04","0.11"
"9","A","Ast","yes","-0.17","-0.06"
"10","H","Eve","yes","-0.28","-0.35"
"11","H","Nor","yes","-1.00","-1.34"
"12","A","MnU","yes","0.49","-0.85"
"13","H","Lei","yes","0.03","-0.83"
"14","A","Liv","yes","0.88","0.05"
"15","A","Ars","yes","0.32","0.37"
"16","H","Wol","yes","-0.04","0.33"
"17","A","Pal","yes","0.04","0.36"
"18","H","ShU","yes","-0.16","0.20"
"19","A","Tot","yes","0.37","0.57"
"20","H","Bou","yes","-0.66","-0.08"
"21","H","Che","yes","0.12","0.03"
"22","A","Eve","yes","0.17","0.21"
"23","H","Ast","yes","-0.63","-0.42"
"24","A","Bou","yes","-0.20","-0.62"
"25","A","WHU","yes","-0.06","-0.68"
"26","H","Wat","yes","-0.66","-1.34"
"27","A","ShU","yes","0.28","-1.06"
"28","H","Pal","yes","-0.43","-1.49"
"29","A","Wol","yes","0.37","-1.12"
"30","H","Ars","yes","-0.11","-1.23"
"31","A","Lei","yes","0.43","-0.81"
"32","H","MnU","yes","0.12","-0.69"
"33","A","Nor","yes","-0.61","-1.30"
"34","H","Liv","yes","0.76","-0.55"
"35","H","MnC","yes","0.43","-0.11"
"36","A","Sot","yes","0.24","0.13"
"37","H","New","yes","-0.41","-0.28"
"38","A","Bur","yes","0.28","0.00"
